headline,section,word_count,url,date,id
LONG BATTLE SEEN,U.S.; Washington,1740,http://www.nytimes.com/2001/09/16/us/after-the-attacks-the-overview-long-battle-seen.html,9/16/01,439
President Seems to Gain Legitimacy,U.S.,1267,http://www.nytimes.com/2001/09/16/us/after-the-attacks-assessment-president-seems-to-gain-legitimacy.html,9/16/01,440
President Seems to Gain Legitimacy,U.S.,1267,http://www.nytimes.com/2001/09/16/us/after-the-attacks-assessment-president-seems-to-gain-legitimacy.html,9/16/01,441
"Before & After; Awakening to Terror, and Asking the World for Help",Washington; Week in Review,846,http://www.nytimes.com/2001/09/16/weekinreview/before-after-awakening-to-terror-and-asking-the-world-for-help.html,9/16/01,442
In This Section,U.S.,612,http://www.nytimes.com/2001/09/16/us/in-this-section.html,9/16/01,443
Pakistan Antiterror Support Avoids Vow of Military Aid,U.S.,1359,http://www.nytimes.com/2001/09/16/us/after-attacks-islamabad-pakistan-antiterror-support-avoids-vow-military-aid.html,9/16/01,444
AFTER THE ATTACKS,New York and Region,184,http://www.nytimes.com/2001/09/16/nyregion/after-the-attacks.html,9/16/01,445
Taliban Opposition Confirms Death of Its Battle Commander,World,601,http://www.nytimes.com/2001/09/16/world/taliban-opposition-confirms-death-of-its-battle-commander.html,9/16/01,446
"For Now, Film Industry Scratches Violence in Favor of Family Fare and Patriotism",Movies; U.S.,1373,http://www.nytimes.com/2001/09/16/us/after-attacks-hollywood-for-now-film-industry-scratches-violence-favor-family.html,9/16/01,447
F.B.I. Was Seeking 2 of the Hijacking Suspects at the Time of the Attacks,U.S.,1437,http://www.nytimes.com/2001/09/16/us/after-attacks-investigation-fbi-was-seeking-2-hijacking-suspects-time-attacks.html,9/16/01,448
"Russia Takes Stand Against Terrorism, but the Stance Wavers Quickly",U.S.; Washington,1045,http://www.nytimes.com/2001/09/16/us/after-attacks-moscow-russia-takes-stand-against-terrorism-but-stance-wavers.html,9/16/01,449
America Inspires Both Longing and Loathing in Muslim World,U.S.; Washington,985,http://www.nytimes.com/2001/09/16/us/after-attacks-international-memo-america-inspires-both-longing-loathing-muslim.html,9/16/01,450
Internet Access Providers Curb Both Terrorist Postings and an Anti-Islamic Backlash,Technology; Business,1030,http://www.nytimes.com/2001/09/17/business/after-attacks-web-sites-internet-access-providers-curb-both-terrorist-postings.html,9/17/01,451
Scouring the Internet in Search of the Tracks of Terrorists,Technology; Business,582,http://www.nytimes.com/2001/09/17/business/after-attacks-surveillance-scouring-internet-search-tracks-terrorists.html,9/17/01,452
"The Moods of America: Grief, Rage, Resolve",Opinion,101,http://www.nytimes.com/2001/09/17/opinion/l-the-moods-of-america-grief-rage-resolve-217409.html,9/17/01,453
Rebel Chief Who Fought The Taliban Is Buried,World,968,http://www.nytimes.com/2001/09/17/world/rebel-chief-who-fought-the-taliban-is-buried.html,9/17/01,454
Investigators Discover That 3 Attackers on Planes Attended Same German University,U.S.; Washington,1200,http://www.nytimes.com/2001/09/17/us/after-attacks-hijackers-investigators-discover-that-3-attackers-planes-attended.html,9/17/01,455
"Bush Warns of a Wrathful, Shadowy and Inventive War",U.S.; Washington,1301,http://www.nytimes.com/2001/09/17/us/after-attacks-white-house-bush-warns-wrathful-shadowy-inventive-war.html,9/17/01,456
A New War And Its Scale,World; Front Page; Washington,1075,http://www.nytimes.com/2001/09/17/world/after-the-attacks-the-strategy-a-new-war-and-its-scale.html,9/17/01,457
In This Section,U.S.,499,http://www.nytimes.com/2001/09/17/us/in-this-section.html,9/17/01,458
Israel Wants Cease-Fire To Precede Truce Talks,World; Washington,1090,http://www.nytimes.com/2001/09/17/world/israel-wants-cease-fire-to-precede-truce-talks.html,9/17/01,459
Edgy Afghans Pouring Toward Pakistan Border,U.S.; Washington,592,http://www.nytimes.com/2001/09/17/us/after-the-attacks-refugees-edgy-afghans-pouring-toward-pakistan-border.html,9/17/01,460
Edgy Afghans Pouring Toward Pakistan Border,U.S.; Washington,592,http://www.nytimes.com/2001/09/17/us/after-the-attacks-refugees-edgy-afghans-pouring-toward-pakistan-border.html,9/17/01,461
Pakistani Team Giving Afghans An Ultimatum,World; Front Page; Washington,1390,http://www.nytimes.com/2001/09/17/world/after-the-attacks-the-neighbor-pakistani-team-giving-afghans-an-ultimatum.html,9/17/01,462
Essay; Of Human Missiles,Opinion,688,http://www.nytimes.com/2001/09/17/opinion/essay-of-human-missiles.html,9/17/01,463
Intelligence and Terrorism,Opinion,658,http://www.nytimes.com/2001/09/17/opinion/intelligence-and-terrorism.html,9/17/01,464
The Power of Words,U.S.,2173,http://learning.blogs.nytimes.com/2001/09/17/the-power-of-words/,9/17/01,465
Group Struggling to Shed Association With Terrorism,U.S.,919,http://www.nytimes.com/2001/09/18/us/nation-challenged-afghan-americans-group-struggling-shed-association-with.html,9/18/01,466
"Afghanistan, for Ages an Affliction to Mighty Empires, Is Not Easily Subdued",World; Washington,997,http://www.nytimes.com/2001/09/18/world/nation-challenged-history-afghanistan-for-ages-affliction-mighty-empires-not.html,9/18/01,467
Tie to bin Laden Aide,Front Page; U.S.,53,http://www.nytimes.com/2001/09/18/us/tie-to-bin-laden-aide.html,9/18/01,468
Blair and Chirac Head to U.S. For Talks and a Show of Unity,World; Washington,997,http://www.nytimes.com/2001/09/18/world/nation-challenged-europeans-blair-chirac-head-us-for-talks-show-unity.html,9/18/01,469
In This Section,New York and Region,556,http://www.nytimes.com/2001/09/18/nyregion/in-this-section.html,9/18/01,470
"Bin Laden Is Wanted in Attacks, 'Dead or Alive,' President Says",Front Page; U.S.; Washington,1444,http://www.nytimes.com/2001/09/18/us/nation-challenged-president-bin-laden-wanted-attacks-dead-alive-president-says.html,9/18/01,471
One Week Later: How to Answer the Horror?,Opinion,151,http://www.nytimes.com/2001/09/18/opinion/l-one-week-later-how-to-answer-the-horror-229784.html,9/18/01,472
Excerpts From Bush's Remarks on Retaliation,U.S.,1082,http://www.nytimes.com/2001/09/18/us/excerpts-from-bush-s-remarks-on-retaliation.html,9/18/01,473
Bad Numbers Still Felt Good On a Day Unlike Any Other,Front Page; Business; Washington,1156,http://www.nytimes.com/2001/09/18/business/nation-challenged-market-place-bad-numbers-still-felt-good-day-unlike-any-other.html,9/18/01,474
Imam Had Unusual Visit At Mosque Before Attacks,U.S.,508,http://www.nytimes.com/2001/09/18/us/a-nation-challenged-the-cleric-imam-had-unusual-visit-at-mosque-before-attacks.html,9/18/01,475
Bin Laden Operative Is Linked To Suspects,U.S.,1017,http://www.nytimes.com/2001/09/18/us/a-nation-challenged-the-plot-bin-laden-operative-is-linked-to-suspects.html,9/18/01,476
Fits and Starts as Companies Strain to Restore a Sense of Normalcy,Business; Washington,1180,http://www.nytimes.com/2001/09/18/business/nation-challenged-return-fits-starts-companies-strain-restore-sense-normalcy.html,9/18/01,477
Group Struggling to Shed Association With Terrorism,U.S.,919,http://www.nytimes.com/2001/09/18/us/nation-challenged-afghan-americans-group-struggling-shed-association-with.html,9/18/01,478
Taliban Refuse Quick Decision Over bin Laden,World; Front Page; Washington,1286,http://www.nytimes.com/2001/09/18/world/a-nation-challenged-last-chance-taliban-refuse-quick-decision-over-bin-laden.html,9/18/01,479
Technology's Role to Grow In a New World of Security,Technology; U.S.,1004,http://www.nytimes.com/2001/09/18/us/nation-challenged-safety-liberty-technology-s-role-grow-new-world-security.html,9/18/01,480
Attacks and Harassment Continue on Middle Eastern People and Mosques,U.S.,577,http://www.nytimes.com/2001/09/18/us/nation-challenged-violence-attacks-harassment-continue-middle-eastern-people.html,9/18/01,481
"Fighting Back, While Preserving Our Values",Opinion,124,http://www.nytimes.com/2001/09/19/opinion/l-fighting-back-while-preserving-our-values-246573.html,9/19/01,482
The Investigation So Far,U.S.; Washington,411,http://www.nytimes.com/2001/09/19/us/a-nation-challenged-the-investigation-so-far.html,9/19/01,483
Afghans at Queens Mosque Split Over bin Laden,Washington; New York and Region,756,http://www.nytimes.com/2001/09/19/nyregion/nation-challenged-new-york-mosque-afghans-queens-mosque-split-over-bin-laden.html,9/19/01,484
"In This Crisis, Bush Is Writing His Own Script",U.S.; Washington,670,http://www.nytimes.com/2001/09/19/us/a-nation-challenged-the-president-in-this-crisis-bush-is-writing-his-own-script.html,9/19/01,485
Scarcity of Afghanistan Targets Prompts U.S. to Change Strategy,World; Front Page; Washington,1296,http://www.nytimes.com/2001/09/19/world/nation-challenged-combat-scarcity-afghanistan-targets-prompts-us-change-strategy.html,9/19/01,486
Stock Markets Hold Steady a Day After the Big Sell-Off,Business; Washington,1255,http://www.nytimes.com/2001/09/19/business/the-markets-stocks-bonds-stock-markets-hold-steady-a-day-after-the-big-sell-off.html,9/19/01,487
Wartime Rhetoric,Opinion,452,http://www.nytimes.com/2001/09/19/opinion/wartime-rhetoric.html,9/19/01,488
Corrections,Corrections; Washington; New York and Region,87,http://www.nytimes.com/2001/09/19/nyregion/c-corrections-247812.html,9/19/01,489
World Leaders List Conditions On Cooperation,World; Front Page; Washington,1259,http://www.nytimes.com/2001/09/19/world/a-nation-challenged-the-diplomacy-world-leaders-list-conditions-on-cooperation.html,9/19/01,490
In This Section,New York and Region,608,http://www.nytimes.com/2001/09/19/nyregion/in-this-section.html,9/19/01,491
Far Conflict Challenges TV Networks Shy of Cash,World; Washington,347,http://www.nytimes.com/2001/09/19/world/nation-challenged-home-screen-far-conflict-challenges-tv-networks-shy-cash.html,9/19/01,492
Pakistanis Shut Gates To Afghans At Border,World; Washington,770,http://www.nytimes.com/2001/09/19/world/a-nation-challenged-the-panic-pakistanis-shut-gates-to-afghans-at-border.html,9/19/01,493
"Once Vigilantes, Now Strict Rulers",World; Washington,1029,http://www.nytimes.com/2001/09/19/world/a-nation-challenged-the-taliban-once-vigilantes-now-strict-rulers.html,9/19/01,494
"Adding Demands, Afghan Leaders Show Little Willingness to Give Up bin Laden",World; Washington,983,http://www.nytimes.com/2001/09/19/world/nation-challenged-mullahs-adding-demands-afghan-leaders-show-little-willingness.html,9/19/01,495
World Briefing | Europe: Italy: Rightist Denies Immigrant Slur,World,93,http://www.nytimes.com/2001/09/19/world/world-briefing-europe-italy-rightist-denies-immigrant-slur.html,9/19/01,496
Washington Concerned By Moves Of Saudis,U.S.; Washington,750,http://www.nytimes.com/2001/09/19/us/a-nation-challenged-the-saudis-washington-concerned-by-moves-of-saudis.html,9/19/01,497
Officials Say 2 More Jets May Have Been in the Plot,U.S.; Washington,1353,http://www.nytimes.com/2001/09/19/us/nation-challenged-investigation-officials-say-2-more-jets-may-have-been-plot.html,9/19/01,498
"Fighting Back, While Preserving Our Values",Opinion,129,http://www.nytimes.com/2001/09/19/opinion/l-fighting-back-while-preserving-our-values-246565.html,9/19/01,499
"Liberties; Old Ruses, New Barbarians",Opinion,698,http://www.nytimes.com/2001/09/19/opinion/liberties-old-ruses-new-barbarians.html,9/19/01,500
A NATION CHALLENGED,Front Page; New York and Region,132,http://www.nytimes.com/2001/09/19/nyregion/a-nation-challenged-246875.html,9/19/01,501
Letterman Leads Talk Show Hosts Back on the Air,Arts,1066,http://www.nytimes.com/2001/09/19/arts/letterman-leads-talk-show-hosts-back-on-the-air.html,9/19/01,502
Fear in the Open City,Opinion,513,http://www.nytimes.com/2001/09/19/opinion/fear-in-the-open-city.html,9/19/01,503
U.N. Delays General Assembly Session of World Leaders Indefinitely,World; Washington,428,http://www.nytimes.com/2001/09/19/world/nation-challenged-meetings-un-delays-general-assembly-session-world-leaders.html,9/19/01,504
"Victims of Mistaken Identity, Sikhs Pay a Price for Turbans",Front Page; U.S.,957,http://www.nytimes.com/2001/09/19/us/nation-challenged-violence-harassment-victims-mistaken-identity-sikhs-pay-price.html,9/19/01,505
Disaster Forges a Spirit of Cooperation in a Usually Contentious Congress,U.S.; Washington,898,http://www.nytimes.com/2001/09/20/us/nation-challenged-political-parties-disaster-forges-spirit-cooperation-usually.html,9/20/01,506
3 Held in Detroit After Aircraft Diagrams Are Found,U.S.,983,http://www.nytimes.com/2001/09/20/us/nation-challenged-investigation-3-held-detroit-after-aircraft-diagrams-are-found.html,9/20/01,507
Roadblocks Cited In Efforts to Trace Bin Laden's Money,Front Page; Business; Washington,1433,http://www.nytimes.com/2001/09/20/business/nation-challenged-paper-trail-roadblocks-cited-efforts-trace-bin-laden-s-money.html,9/20/01,508
A NATION CHALLENGED,Front Page; New York and Region,119,http://www.nytimes.com/2001/09/20/nyregion/a-nation-challenged-266230.html,9/20/01,509
Editorial Observer; An Imbalance of Power: Afghanistan's Deceptive Strengths,Opinion,779,http://www.nytimes.com/2001/09/20/opinion/editorial-observer-an-imbalance-of-power-afghanistan-s-deceptive-strengths.html,9/20/01,510
Bush's Advisers Split on Scope Of Retaliation,World; Front Page; Washington,941,http://www.nytimes.com/2001/09/20/world/a-nation-challenged-washington-bush-s-advisers-split-on-scope-of-retaliation.html,9/20/01,511
Peace Signs Amid Calls for War,Washington; New York and Region,848,http://www.nytimes.com/2001/09/20/nyregion/peace-signs-amid-calls-for-war.html,9/20/01,512
In This Section,New York and Region,462,http://www.nytimes.com/2001/09/20/nyregion/in-this-section.html,9/20/01,513
PAKISTANI DEFENDS JOINING WITH U.S.,World; Front Page; Washington,1099,http://www.nytimes.com/2001/09/20/world/a-nation-challenged-the-neighbor-pakistani-defends-joining-with-us.html,9/20/01,514
I.M.F. Bankers Get Ready To Give Pakistan a Loan,World,679,http://www.nytimes.com/2001/09/20/world/a-nation-challenged-global-dollars-imf-bankers-get-ready-to-give-pakistan-a-loan.html,9/20/01,515
Essay; Equal Time for Hitler?,Opinion,700,http://www.nytimes.com/2001/09/20/opinion/essay-equal-time-for-hitler.html,9/20/01,516
"BUSH ORDERS HEAVY BOMBERS NEAR AFGHANS; DEMANDS BIN LADEN NOW, NOT NEGOTIATIONS",World; Front Page; Washington,1414,http://www.nytimes.com/2001/09/20/world/nation-challenged-overview-bush-orders-heavy-bombers-near-afghans-demands-bin.html,9/20/01,517
Racing Is First Sport to Return to a Hurt City,Sports,777,http://www.nytimes.com/2001/09/20/sports/horse-racing-racing-is-first-sport-to-return-to-a-hurt-city.html,9/20/01,518
"The Case for War, and the Case for Restraint",Opinion,75,http://www.nytimes.com/2001/09/21/opinion/l-the-case-for-war-and-the-case-for-restraint-283517.html,9/21/01,519
Editorial Observer; On the Front Lines in the Global War Against Terrorism,Opinion,875,http://www.nytimes.com/2001/09/21/opinion/editorial-observer-on-the-front-lines-in-the-global-war-against-terrorism.html,9/21/01,520
"Afghans Coaxing bin Laden, But U.S. Rejects Clerics' Bid",World; Front Page; Washington,1196,http://www.nytimes.com/2001/09/21/world/nation-challenged-taliban-afghans-coaxing-bin-laden-but-us-rejects-clerics-bid.html,9/21/01,521
Trail of Man Sought in 2 Plots Leads to Chicago and Arrest,U.S.,956,http://www.nytimes.com/2001/09/21/us/nation-challenged-hunt-trail-man-sought-2-plots-leads-chicago-arrest.html,9/21/01,522
BUSH PLEDGES ATTACK ON AFGHANISTAN UNLESS IT SURRENDERS BIN LADEN NOW; HE CREATES CABINET POST FOR SECURITY,World; Front Page; Washington,1689,http://www.nytimes.com/2001/09/21/world/nation-challenged-overview-bush-pledges-attack-afghanistan-unless-it-surrenders.html,9/21/01,523
New Generation Confronts Notions of War and Peace As Their World Changes,Education; U.S.,1140,http://www.nytimes.com/2001/09/21/us/nation-challenged-campuses-new-generation-confronts-notions-war-peace-their.html,9/21/01,524
President Bush's Address on Terrorism Before a Joint Meeting of Congress,U.S.,3010,http://www.nytimes.com/2001/09/21/us/nation-challenged-president-bush-s-address-terrorism-before-joint-meeting.html,9/21/01,525
Authorities Seek Man In Organizing Of Attacks,U.S.; Washington,1109,http://www.nytimes.com/2001/09/21/us/nation-challenged-investigation-authorities-seek-man-organizing-attacks.html,9/21/01,526
Militant Islam Unsettles Indonesia And Its Region,World; Washington,739,http://www.nytimes.com/2001/09/21/world/militant-islam-unsettles-indonesia-and-its-region.html,9/21/01,527
Keeping Up With History While It Harshly Unfolds,Education; New York and Region,707,http://www.nytimes.com/2001/09/21/nyregion/nation-challenged-students-keeping-up-with-history-while-it-harshly-unfolds.html,9/21/01,528
Corrections,Corrections; Washington; New York and Region,41,http://www.nytimes.com/2001/09/21/nyregion/c-corrections-284408.html,9/21/01,529
Many Listeners Are Reassured By Tough Talk,Front Page; U.S.; Washington,1489,http://www.nytimes.com/2001/09/21/us/a-nation-challenged-the-reaction-many-listeners-are-reassured-by-tough-talk.html,9/21/01,530
Iran Softens Tone Against the United States,World; Washington,650,http://www.nytimes.com/2001/09/21/world/a-nation-challenged-tehran-iran-softens-tone-against-the-united-states.html,9/21/01,531
All in Their Hands,New York and Region,228,http://www.nytimes.com/2001/09/21/nyregion/a-nation-challenged-notebooks-all-in-their-hands.html,9/21/01,532
A Nation Challenged,New York and Region,775,http://www.nytimes.com/2001/09/21/nyregion/a-nation-challenged-283371.html,9/21/01,533
Pope to Leave for Kazakhstan And Armenia This Weekend,World; Washington,674,http://www.nytimes.com/2001/09/21/world/pope-to-leave-for-kazakhstan-and-armenia-this-weekend.html,9/21/01,534
TOP AIR CHIEF SENT,World; Front Page; Washington,1163,http://www.nytimes.com/2001/09/21/world/a-nation-challenged-the-military-top-air-chief-sent.html,9/21/01,535
"The Case for War, and the Case for Restraint",Opinion,114,http://www.nytimes.com/2001/09/21/opinion/l-the-case-for-war-and-the-case-for-restraint-283533.html,9/21/01,536
Mr. Bush's Most Important Speech,Opinion,596,http://www.nytimes.com/2001/09/21/opinion/mr-bush-s-most-important-speech.html,9/21/01,537
A Clear Message: 'I Will Not Relent',World; Front Page; Washington,1325,http://www.nytimes.com/2001/09/21/world/a-nation-challenged-news-analysis-a-clear-message-i-will-not-relent.html,9/21/01,538
"The Case for War, and the Case for Restraint",Opinion,138,http://www.nytimes.com/2001/09/21/opinion/l-the-case-for-war-and-the-case-for-restraint-283550.html,9/21/01,539
"Deepening Gloom Pushes S.&P. Index Below 1,000 Mark",Business,1056,http://www.nytimes.com/2001/09/21/business/a-nation-challenged-the-markets-deepening-gloom-pushes-s-p-index-below-1000-mark.html,9/21/01,540
Peace Talks Possible as Frail Cease-Fire Holds,World,536,http://www.nytimes.com/2001/09/22/world/peace-talks-possible-as-frail-cease-fire-holds.html,9/22/01,541
Europe Moves Against Those Tied to Attacks,World; Washington,916,http://www.nytimes.com/2001/09/22/world/a-nation-challenged-the-suspects-europe-moves-against-those-tied-to-attacks.html,9/22/01,542
U.S. Sanctions On Islamabad Will Be Lifted,World; Front Page; Washington,1153,http://www.nytimes.com/2001/09/22/world/a-nation-challenged-cooperation-us-sanctions-on-islamabad-will-be-lifted.html,9/22/01,543
Abroad at Home; 'To Thine Own Self Be True',Opinion,731,http://www.nytimes.com/2001/09/22/opinion/abroad-at-home-to-thine-own-self-be-true.html,9/22/01,544
"Pakistanis, but Not Many, Angrily Take to the Streets To Denounce Bush's Stand",World; Washington,1059,http://www.nytimes.com/2001/09/22/world/nation-challenged-protesters-pakistanis-but-not-many-angrily-take-streets.html,9/22/01,546
More Extremists Find Basis for Rebellion in Islam,World; Washington,1010,http://www.nytimes.com/2001/09/22/world/nation-challenged-muslims-more-extremists-find-basis-for-rebellion-islam.html,9/22/01,547
Not Just Another Day on the Job,Sports,911,http://www.nytimes.com/2001/09/22/sports/baseball-not-just-another-day-on-the-job.html,9/22/01,548
"In Europe, Some Critics Say the Attacks Stemmed From American Failings",World; Washington,959,http://www.nytimes.com/2001/09/22/world/nation-challenged-voices-opposition-europe-some-critics-say-attacks-stemmed.html,9/22/01,549
Tape Reveals Wild Struggle On Flight 93,U.S.; Washington,1006,http://www.nytimes.com/2001/09/22/us/a-nation-challenged-the-investigation-tape-reveals-wild-struggle-on-flight-93.html,9/22/01,550
Tape Reveals Wild Struggle On Flight 93,U.S.; Washington,1006,http://www.nytimes.com/2001/09/22/us/a-nation-challenged-the-investigation-tape-reveals-wild-struggle-on-flight-93.html,9/22/01,551
A Nation Challenged,New York and Region,1080,http://www.nytimes.com/2001/09/22/nyregion/a-nation-challenged-325708.html,9/22/01,552
"After Phone Call, British Minister Moves Up Planned Trip to Iran",World; Washington,356,http://www.nytimes.com/2001/09/22/world/nation-challenged-diplomacy-after-phone-call-british-minister-moves-up-planned.html,9/22/01,553
Bush Rallies America: Ovations and Doubts,Opinion,87,http://www.nytimes.com/2001/09/22/opinion/l-bush-rallies-america-ovations-and-doubts-302627.html,9/22/01,554
Calibrating the Use of Force,Opinion,696,http://www.nytimes.com/2001/09/22/opinion/calibrating-the-use-of-force.html,9/22/01,555
Afghans Can Be Our Allies,Opinion,754,http://www.nytimes.com/2001/09/22/opinion/afghans-can-be-our-allies.html,9/22/01,556
U.S. PUTS AFGHAN STRIKE AHEAD OF FULL PLAN; BUSH REWARDING PAKISTAN FOR ITS SUPPORT,World; Front Page,1195,http://www.nytimes.com/2001/09/22/world/nation-challenged-military-us-puts-afghan-strike-ahead-full-plan-bush-rewarding.html,9/22/01,557
President Lifts Sanctions,World,79,http://www.nytimes.com/2001/09/23/world/a-nation-challenged-president-lifts-sanctions.html,9/23/01,558
"The Pope, in Central Asia, Urges Peace",World,817,http://www.nytimes.com/2001/09/23/world/the-pope-in-central-asia-urges-peace.html,9/23/01,559
"From Many Voices, One Battle Strategy",Front Page; U.S.; Washington,1719,http://www.nytimes.com/2001/09/23/us/a-nation-challenged-the-advisers-from-many-voices-one-battle-strategy.html,9/23/01,560
United Arab Emirates Breaks Diplomatic Ties With Taliban,World,402,http://www.nytimes.com/2001/09/23/world/nation-challenged-alliances-united-arab-emirates-breaks-diplomatic-ties-with.html,9/23/01,561
Sept. 16-22; Trouble All Over,Week in Review,438,http://www.nytimes.com/2001/09/23/weekinreview/sept-16-22-trouble-all-over.html,9/23/01,562
Aftermath; Forget the Past: It's A War Unlike Any Other,Washington; Week in Review,1231,http://www.nytimes.com/2001/09/23/weekinreview/aftermath-forget-the-past-it-s-a-war-unlike-any-other.html,9/23/01,563
Unpolished Secret Agents Were Able to Hide in Plain Sight,U.S.,2124,http://www.nytimes.com/2001/09/23/us/nation-challenged-plot-unpolished-secret-agents-were-able-hide-plain-sight.html,9/23/01,564
John O'Neill Is Dead at 49; Trade Center Security Chief,Obituaries; New York and Region,427,http://www.nytimes.com/2001/09/23/nyregion/john-o-neill-is-dead-at-49-trade-center-security-chief.html,9/23/01,565
Fallout of Waging War: Struggle Over Afghanistan,World; Washington,922,http://www.nytimes.com/2001/09/23/world/nation-challenged-analysis-fallout-waging-war-struggle-over-afghanistan.html,9/23/01,566
Aftermath: Invaders; Who Hates the U.S.? Who Loves It?,Washington; Week in Review,1535,http://www.nytimes.com/2001/09/23/weekinreview/aftermath-invaders-who-hates-the-us-who-loves-it.html,9/23/01,567
WEB OF TERRORISM,World; Front Page,1051,http://www.nytimes.com/2001/09/23/world/a-nation-challenged-terrorists-web-of-terrorism.html,9/23/01,568
Liberties; Autumn of Fears,Opinion,751,http://www.nytimes.com/2001/09/23/opinion/liberties-autumn-of-fears.html,9/23/01,569
The Way We Live Now: 9-23-01: On Language; Infamy,Magazine,981,http://www.nytimes.com/2001/09/23/magazine/the-way-we-live-now-9-23-01-on-language-infamy.html,9/23/01,570
A City Rises to the Occasion,New York and Region,3767,http://www.nytimes.com/2001/09/23/nyregion/a-city-rises-to-the-occasion.html,9/23/01,571
"A NATION CHALLENGED: New York Overview; For Some, 'Normal' Means Being Able to Go Home",U.S.; Washington,964,http://www.nytimes.com/2001/09/23/us/nation-challenged-new-york-overview-for-some-normal-means-being-able-go-home.html,9/23/01,572
We Are All AIDS Sufferers,Arts,749,http://www.nytimes.com/2001/09/23/arts/music-the-aftermath-we-are-all-aids-sufferers.html,9/23/01,573
"In Rye, Remembering 'Guys on the Doorstep of Life'",New York and Region,1225,http://www.nytimes.com/2001/09/23/nyregion/in-rye-remembering-guys-on-the-doorstep-of-life.html,9/23/01,574
The Building Of a Network That Is Global And Reliable,World,497,http://www.nytimes.com/2001/09/23/world/nation-challenged-police-building-network-that-global-reliable.html,9/23/01,575
A NATION CHALLENGED,Front Page; New York and Region,143,http://www.nytimes.com/2001/09/23/nyregion/a-nation-challenged-314498.html,9/23/01,576
Cache of Chemicals Found,World,122,http://www.nytimes.com/2001/09/23/world/cache-of-chemicals-found.html,9/23/01,577
Uneasy Times for Muslims on Island,New York and Region,962,http://www.nytimes.com/2001/09/23/nyregion/uneasy-times-for-muslims-on-island.html,9/23/01,578
"Aftermath: The Target; Israel as Flashpoint, not Cause",Washington; Week in Review,1272,http://www.nytimes.com/2001/09/23/weekinreview/aftermath-the-target-israel-as-flashpoint-not-cause.html,9/23/01,579
"As Demand Soars, Flag Makers Help Bolster Nation's Morale",Business,1418,http://www.nytimes.com/2001/09/23/business/nation-challenged-proud-spirits-demand-soars-flag-makers-help-bolster-nation-s.html,9/23/01,580
A Nation Challenged,New York and Region,947,http://www.nytimes.com/2001/09/23/nyregion/a-nation-challenged-313300.html,9/23/01,581
The Movie I Didn't Know How to Write,Movies; Magazine,891,http://www.nytimes.com/2001/09/23/magazine/the-movie-i-didn-t-know-how-to-write.html,9/23/01,582
The Way We Live Now: 9-23-01: Close Reading: Elements of Tragedy; The Weapon,Magazine,317,http://www.nytimes.com/2001/09/23/magazine/the-way-we-live-now-9-23-01-close-reading-elements-of-tragedy-the-weapon.html,9/23/01,583
Nation's Civil Defense Could Prove to Be Inadequate Against a Germ or Toxic Attack,U.S.,1171,http://www.nytimes.com/2001/09/23/us/nation-challenged-biological-threat-nation-s-civil-defense-could-prove-be.html,9/23/01,584
A Nation Challenged,New York and Region,1080,http://www.nytimes.com/2001/09/23/nyregion/a-nation-challenged-303798.html,9/23/01,585
Hunt for bin Laden Begins on a Trail Gone as Cold as the Afghan Landscape,World,1169,http://www.nytimes.com/2001/09/23/world/nation-challenged-chase-hunt-for-bin-laden-begins-trail-gone-cold-afghan.html,9/23/01,586
"The Trail: Dead Suspects, Many Links",U.S.,60,http://www.nytimes.com/2001/09/23/us/a-nation-challenged-the-investigation-so-far-the-trail-dead-suspects-many-links.html,9/23/01,587
Saudis Feeling Pain of Supporting U.S.,World; Front Page; Washington,948,http://www.nytimes.com/2001/09/24/world/a-nation-challenged-arab-ally-saudis-feeling-pain-of-supporting-us.html,9/24/01,588
The Awakened Giant: How Will It Strike Back?,Opinion,142,http://www.nytimes.com/2001/09/24/opinion/l-the-awakened-giant-how-will-it-strike-back-324264.html,9/24/01,589
Finances of Terror,Opinion,495,http://www.nytimes.com/2001/09/24/opinion/finances-of-terror.html,9/24/01,590
Six Arab States Offer Support,World; Washington,270,http://www.nytimes.com/2001/09/24/world/a-nation-challenged-gulf-allies-six-arab-states-offer-support.html,9/24/01,591
U.S. to Publish Terror Evidence On bin Laden,World; Front Page; Washington,1306,http://www.nytimes.com/2001/09/24/world/a-nation-challenged-the-proof-us-to-publish-terror-evidence-on-bin-laden.html,9/24/01,592
Egyptian Seen As Top Aide And Successor To bin Laden,World; Washington,1036,http://www.nytimes.com/2001/09/24/world/nation-challenged-heir-apparent-egyptian-seen-top-aide-successor-bin-laden.html,9/24/01,593
End of Sanctions May Ease Pakistanis' Despair Even as the Afghans' Grows Worse,World; Washington,1343,http://www.nytimes.com/2001/09/24/world/nation-challenged-region-end-sanctions-may-ease-pakistanis-despair-even-afghans.html,9/24/01,594
Terror Experts Use Lenses of Their Specialties,Business,1452,http://www.nytimes.com/2001/09/24/business/nation-challenged-journalists-terror-experts-use-lenses-their-specialties.html,9/24/01,595
In America; Leading America Beyond Fear,Opinion,756,http://www.nytimes.com/2001/09/24/opinion/in-america-leading-america-beyond-fear.html,9/24/01,596
Flight Student Says Hijacker Never Left A Companion,World,628,http://www.nytimes.com/2001/09/24/world/nation-challenged-training-ground-flight-student-says-hijacker-never-left.html,9/24/01,597
