headline,date,section,url,word_count,id
The Boys Who Cried Wolfowitz,6/14/03,Opinion,http://www.nytimes.com/2003/06/14/opinion/the-boys-who-cried-wolfowitz.html,1619,3426
The Reality Principle,6/15/03,Opinion,http://www.nytimes.com/2003/06/15/opinion/the-reality-principle.html,791,3427
Iraqi Leader Asks U.S. To Stop Military Sweeps,6/15/03,World; Washington,http://www.nytimes.com/2003/06/15/world/after-the-war-security-iraqi-leader-asks-us-to-stop-military-sweeps.html,1205,3428
Los Angeles City Council Retaliates Against Mayor,6/16/03,U.S.,http://www.nytimes.com/2003/06/16/us/los-angeles-city-council-retaliates-against-mayor.html,1033,3429
U.S. CITES AL QAEDA IN PLOT TO DESTROY BROOKLYN BRIDGE,6/20/03,Front Page; U.S.,http://www.nytimes.com/2003/06/20/us/threats-responses-terror-us-cites-al-qaeda-plot-destroy-brooklyn-bridge.html,1390,3430
Saddam's Bombs? We'll Find Them,6/20/03,Opinion,http://www.nytimes.com/2003/06/20/opinion/saddam-s-bombs-we-ll-find-them.html,1894,3431
Suspect in Plot On Bridge Drew Interest Earlier,6/21/03,Front Page; U.S.,http://www.nytimes.com/2003/06/21/us/threats-and-responses-terror-suspect-in-plot-on-bridge-drew-interest-earlier.html,1457,3432
A Chilling Reminder,6/21/03,Opinion,http://www.nytimes.com/2003/06/21/opinion/a-chilling-reminder.html,513,3433
Page Two: June 15-21; IRAQ: HUSSEIN'S IMPORTANCE,6/22/03,Week in Review,http://www.nytimes.com/2003/06/22/weekinreview/page-two-june-15-21-iraq-hussein-s-importance.html,248,3434
U.S. BOMBS CONVOY OF FLEEING IRAQIS,6/23/03,World; Front Page; Washington,http://www.nytimes.com/2003/06/23/world/after-the-war-manhunt-us-bombs-convoy-of-fleeing-iraqis.html,991,3435
World Briefing | Europe: Britain: Security Breach At Prince's Party,6/24/03,World,http://www.nytimes.com/2003/06/24/world/world-briefing-europe-britain-security-breach-at-prince-s-party.html,119,3436
Bush Declares Student an Enemy Combatant,6/24/03,World,http://www.nytimes.com/2003/06/24/world/threats-and-responses-the-courts-bush-declares-student-an-enemy-combatant.html,1031,3437
Cargo Ship Raided by Greece Was Going to Sudanese Capital,6/24/03,World,http://www.nytimes.com/2003/06/24/world/cargo-ship-raided-by-greece-was-going-to-sudanese-capital.html,449,3438
Meeting Bush May Lift Pakistani Leader's Prestige,6/24/03,World; Washington,http://www.nytimes.com/2003/06/24/world/meeting-bush-may-lift-pakistani-leader-s-prestige.html,878,3439
GERMANY: TERROR SUSPECT ON TRIAL,6/25/03,World,http://www.nytimes.com/2003/06/25/world/threats-and-responses-briefly-noted-germany-terror-suspect-on-trial.html,187,3440
"Bush Offers Pakistan Aid, but No F-16's",6/25/03,World; Washington,http://www.nytimes.com/2003/06/25/world/bush-offers-pakistan-aid-but-no-f-16-s.html,956,3441
Wide Impact From Combatant Decision Is Seen,6/25/03,U.S.,http://www.nytimes.com/2003/06/25/us/threats-and-responses-the-courts-wide-impact-from-combatant-decision-is-seen.html,712,3442
U.N. Group Finds No Hussein-Al Qaeda Link,6/27/03,World,http://www.nytimes.com/2003/06/27/world/threats-and-responses-monitoring-un-group-finds-no-hussein-al-qaeda-link.html,641,3443
The Real Hillary,6/29/03,Arts; Books,http://www.nytimes.com/2003/06/29/books/the-real-hillary.html,2007,3444
'Got Cork?' Sosa and Cubs Victims of Jeers and Sox,6/29/03,Sports,http://www.nytimes.com/2003/06/29/sports/baseball-got-cork-sosa-and-cubs-victims-of-jeers-and-sox.html,930,3445
Bush Says Attacks on U.S. Forces Won't Deter Him From the Rebuilding of Iraq,7/2/03,World; Washington,http://www.nytimes.com/2003/07/02/world/after-war-president-bush-says-attacks-us-forces-won-t-deter-him-rebuilding-iraq.html,1095,3446
"Citing Low Threat Level, Officials Plan No Special Terror Alert for Holiday Weekend",7/3/03,U.S.,http://www.nytimes.com/2003/07/03/us/threats-responses-intelligence-citing-low-threat-level-officials-plan-no-special.html,730,3447
"U.S. 'STILL AT WAR,' GENERAL DECLARES; G.I.  DIES; 20 HURT",7/4/03,World; Front Page; Washington,http://www.nytimes.com/2003/07/04/world/after-the-war-combat-us-still-at-war-general-declares-gi-dies-20-hurt.html,1198,3448
General Urges Foreigners to Aid Afghans,7/9/03,World; Washington,http://www.nytimes.com/2003/07/09/world/general-urges-foreigners-to-aid-afghans.html,591,3449
Lessons Well Learned From the American Networks,7/10/03,Arts,http://www.nytimes.com/2003/07/10/arts/television-review-lessons-well-learned-from-the-american-networks.html,799,3450
Ground Zero Or Bust,7/13/03,Movies; Arts,http://www.nytimes.com/2003/07/13/movies/ground-zero-or-bust.html,1648,3451
Bush Aides Now Say Claim On Uranium Was Accurate,7/14/03,World; Washington,http://www.nytimes.com/2003/07/14/world/after-the-war-intelligence-bush-aides-now-say-claim-on-uranium-was-accurate.html,1112,3452
A Muslim Missionary Group Draws New Scrutiny in U.S.,7/14/03,Front Page; U.S.; Washington,http://www.nytimes.com/2003/07/14/us/a-muslim-missionary-group-draws-new-scrutiny-in-us.html,2299,3453
U.S. Will Defy Court's Order In Terror Case,7/15/03,Front Page; U.S.,http://www.nytimes.com/2003/07/15/us/us-will-defy-court-s-order-in-terror-case.html,748,3454
Future of Terror Case Is in Judge's Hands as Government Continues to Block Testimony,7/16/03,U.S.,http://www.nytimes.com/2003/07/16/us/threats-responses-courts-future-terror-case-judge-s-hands-government-continues.html,885,3455
World Briefing | Europe: Britain: Party Crasher Avoids Charges,7/16/03,World,http://www.nytimes.com/2003/07/16/world/world-briefing-europe-britain-party-crasher-avoids-charges.html,82,3456
Tom DeLay's Down-Home Muscle,7/17/03,Opinion,http://www.nytimes.com/2003/07/17/opinion/tom-delay-s-down-home-muscle.html,303,3457
A Rock Star's Struggle Where Militant Islam Rules,7/17/03,Arts,http://www.nytimes.com/2003/07/17/arts/television-review-a-rock-star-s-struggle-where-militant-islam-rules.html,934,3458
Lack of Pre-9/11 Sources Is To Be Cited as a Failure Of Intelligence Agencies,7/17/03,U.S.,http://www.nytimes.com/2003/07/17/us/threats-responses-intelligence-lack-pre-9-11-sources-be-cited-failure.html,940,3459
F.B.I. Is Accused of Bias By Arab-American Agent,7/20/03,U.S.,http://www.nytimes.com/2003/07/20/us/fbi-is-accused-of-bias-by-arab-american-agent.html,1115,3460
Where the Enemy Is Everywhere and Nowhere,7/20/03,Magazine; Washington,http://www.nytimes.com/2003/07/20/magazine/where-the-enemy-is-everywhere-and-nowhere.html,4666,3461
The Next Debate: A Qaeda Link,7/20/03,Opinion,http://www.nytimes.com/2003/07/20/opinion/the-next-debate-a-qaeda-link.html,1367,3462
Amazon Plan Would Allow Searching Texts Of Many Books,7/21/03,Technology; Business; Books,http://www.nytimes.com/2003/07/21/business/amazon-plan-would-allow-searching-texts-of-many-books.html,1447,3463
"'Romance Novels,' She Said Adoringly; With Trembling Hand, She Reached Out and Caressed the Autograph",7/21/03,Arts; Books,http://www.nytimes.com/2003/07/21/books/romance-novels-she-said-adoringly-with-trembling-hand-she-reached-caressed.html,1374,3464
Who's Unpatriotic Now?,7/22/03,Opinion,http://www.nytimes.com/2003/07/22/opinion/who-s-unpatriotic-now.html,712,3465
The Brothers Grim,7/23/03,Opinion,http://www.nytimes.com/2003/07/23/opinion/the-brothers-grim.html,496,3466
Messages in the Killing of Hussein's Sons,7/24/03,Opinion,http://www.nytimes.com/2003/07/24/opinion/l-messages-in-the-killing-of-hussein-s-sons-638927.html,98,3467
9/11 Congressional Report Faults F.B.I.-C.I.A. Lapses,7/24/03,U.S.,http://www.nytimes.com/2003/07/24/us/9-11-congressional-report-faults-fbi-cia-lapses.html,781,3468
"No Model Inmate, but Quite a Source; Once Incorrigible, an Informant Bonds With Terrorists",7/25/03,New York and Region,http://www.nytimes.com/2003/07/25/nyregion/no-model-inmate-but-quite-source-once-incorrigible-informant-bonds-with.html,1558,3469
"On Terror, Doubts Anew",7/25/03,Front Page; U.S.,http://www.nytimes.com/2003/07/25/us/threats-and-responses-news-analysis-on-terror-doubts-anew.html,854,3470
Excerpts From Report on Intelligence Actions and the Sept. 11 Attacks,7/25/03,World,http://www.nytimes.com/2003/07/25/world/threats-responses-excerpts-report-intelligence-actions-sept-11-attacks.html,6501,3471
Word for Word/Revisiting 9/11; The Warnings Were There. But Who Was Listening?,7/27/03,Week in Review,http://www.nytimes.com/2003/07/27/weekinreview/word-for-word-revisiting-9-11-the-warnings-were-there-but-who-was-listening.html,1372,3472
A New 'New Mideast',7/30/03,Opinion,http://www.nytimes.com/2003/07/30/opinion/a-new-new-mideast.html,772,3473
Economic Scene; A market in terrorism indicators was a good idea; it just got bad publicity.,7/31/03,Business,http://www.nytimes.com/2003/07/31/business/economic-scene-market-terrorism-indicators-was-good-idea-it-just-got-bad.html,1109,3474
Dying in Iraq,7/31/03,Opinion,http://www.nytimes.com/2003/07/31/opinion/dying-in-iraq.html,723,3475
Editorial Observer; Lending a Hand in an African Village (Don't Mind the Goats),8/1/03,Opinion,http://www.nytimes.com/2003/08/01/opinion/editorial-observer-lending-a-hand-in-an-african-village-don-t-mind-the-goats.html,1041,3476
"Iran Said to Hold Qaeda's No. 3, but to Resist Giving Him Up",8/2/03,U.S.; Washington,http://www.nytimes.com/2003/08/02/us/iran-said-to-hold-qaeda-s-no-3-but-to-resist-giving-him-up.html,985,3477
Thou Shalt Kill,8/3/03,Arts; Books,http://www.nytimes.com/2003/08/03/books/thou-shalt-kill.html,1465,3478
New Threats Said to Be From Qaeda Figure,8/3/03,World,http://www.nytimes.com/2003/08/03/world/new-threats-said-to-be-from-qaeda-figure.html,192,3479
Ideas & Trends; Betting on Terror: What Markets Can Reveal,8/3/03,Washington; Week in Review,http://www.nytimes.com/2003/08/03/weekinreview/ideas-trends-betting-on-terror-what-markets-can-reveal.html,996,3480
When Bad People Do Bad Things,8/3/03,Arts; Books,http://www.nytimes.com/2003/08/03/books/when-bad-people-do-bad-things.html,1277,3481
3 Indians Attacked on Street And the Police Call It Bias,8/5/03,New York and Region,http://www.nytimes.com/2003/08/05/nyregion/3-indians-attacked-on-street-and-the-police-call-it-bias.html,659,3482
"Pakistani Detainee to Face Terror Charge, Lawyer Says",8/6/03,New York and Region,http://www.nytimes.com/2003/08/06/nyregion/pakistani-detainee-to-face-terror-charge-lawyer-says.html,696,3483
ARTS BRIEFING,8/6/03,Movies; Arts,http://www.nytimes.com/2003/08/06/movies/arts-briefing.html,849,3484
Connection to Terror Threats Is Seen in Jakarta Bombing,8/6/03,World,http://www.nytimes.com/2003/08/06/world/threats-responses-washington-connection-terror-threats-seen-jakarta-bombing.html,581,3485
Security Paradox,8/9/03,Opinion,http://www.nytimes.com/2003/08/09/opinion/l-security-paradox-834394.html,105,3486
Federal Prosecutors Charge Pakistani in Brooklyn With Supporting Terrorism,8/9/03,New York and Region,http://www.nytimes.com/2003/08/09/nyregion/threats-responses-material-witness-federal-prosecutors-charge-pakistani-brooklyn.html,883,3487
Case of Ex-Terror Suspect,8/9/03,U.S.,http://www.nytimes.com/2003/08/09/us/threats-and-responses-case-of-ex-terror-suspect.html,129,3488
White House Called Target Of Plane Plot,8/9/03,U.S.,http://www.nytimes.com/2003/08/09/us/threats-and-responses-the-suspect-white-house-called-target-of-plane-plot.html,778,3489
Dinner With the Sayyids,8/10/03,Opinion,http://www.nytimes.com/2003/08/10/opinion/dinner-with-the-sayyids.html,1031,3490
"Regime Change, Circa 1953",8/10/03,Arts; Books,http://www.nytimes.com/2003/08/10/books/regime-change-circa-1953.html,1046,3491
Saudi Denies U.S. Report Of Likely Link To a Suspect,8/12/03,U.S.,http://www.nytimes.com/2003/08/12/us/saudi-denies-us-report-of-likely-link-to-a-suspect.html,534,3492
Four Saudi Police Officers and Suspected Militant Die in Raid,8/13/03,World,http://www.nytimes.com/2003/08/13/world/four-saudi-police-officers-and-suspected-militant-die-in-raid.html,499,3493
Bail Is Denied for Pakistani Accused of Aiding Al Qaeda,8/13/03,New York and Region,http://www.nytimes.com/2003/08/13/nyregion/bail-is-denied-for-pakistani-accused-of-aiding-al-qaeda.html,700,3494
F.B.I. Asserts Dealer Was Aware Airliner Would Be Missile Target,8/14/03,Front Page; U.S.,http://www.nytimes.com/2003/08/14/us/threats-responses-sting-fbi-asserts-dealer-was-aware-airliner-would-be-missile.html,1415,3495
World Briefing | Europe: London: Security Report Criticizes Police,8/15/03,World,http://www.nytimes.com/2003/08/15/world/world-briefing-europe-london-security-report-criticizes-police.html,100,3496
Suspect in Indonesia Bombings Is Captured in Asia,8/15/03,World,http://www.nytimes.com/2003/08/15/world/suspect-in-indonesia-bombings-is-captured-in-asia.html,883,3497
NEWS SUMMARY,8/15/03,New York and Region,http://www.nytimes.com/2003/08/15/nyregion/news-summary-915963.html,1083,3498
"An Intensive Hunt Led to a Terror Suspect and, Officials Hope, Details of Future Plots",8/16/03,World,http://www.nytimes.com/2003/08/16/world/intensive-hunt-led-terror-suspect-officials-hope-details-future-plots.html,1321,3499
Arms and the Man,8/17/03,Magazine,http://www.nytimes.com/2003/08/17/magazine/arms-and-the-man.html,7731,3500
Arms and the Man,8/17/03,Magazine,http://www.nytimes.com/2003/08/17/magazine/17BOUT.html,7715,3501
Pakistani Detainee Enjoyed Deep U.S. Roots,8/18/03,World,http://www.nytimes.com/2003/08/18/world/pakistani-detainee-enjoyed-deep-us-roots.html,1145,3502
Charity Leader Tied to Terrorism Gets Prison Term,8/19/03,,http://www.nytimes.com/2003/08/19/us/charity-leader-tied-to-terrorism-gets-prison-term.html,381,3503
How America Created a Terrorist Haven,8/20/03,Opinion,http://www.nytimes.com/2003/08/20/opinion/how-america-created-a-terrorist-haven.html,1233,3504
Magnet For Evil,8/20/03,Opinion,http://www.nytimes.com/2003/08/20/opinion/magnet-for-evil.html,730,3505
Commentators In Arab World Call Attack A Catastrophe,8/21/03,World; Washington,http://www.nytimes.com/2003/08/21/world/after-the-war-the-region-commentators-in-arab-world-call-attack-a-catastrophe.html,713,3506
Baghdad Bombing: What Should We Do Now?,8/21/03,Opinion,http://www.nytimes.com/2003/08/21/opinion/l-baghdad-bombing-what-should-we-do-now-996602.html,177,3507
Six Groups Said to Be Monitored In U.S. for Possible Qaeda Links,8/23/03,Front Page; U.S.,http://www.nytimes.com/2003/08/23/us/six-groups-said-to-be-monitored-in-us-for-possible-qaeda-links.html,1381,3508
Who's Afraid of Norway?,8/24/03,Magazine,http://www.nytimes.com/2003/08/24/magazine/who-s-afraid-of-norway.html,3161,3509
Islamic Cleric Gets Mixed Verdict In Indonesian Trial for Terrorism,9/3/03,World; Front Page; Washington,http://www.nytimes.com/2003/09/03/world/islamic-cleric-gets-mixed-verdict-in-indonesian-trial-for-terrorism.html,1175,3510
"White House Approved Departure of Saudis After Sept. 11, Ex-Aide Says",9/4/03,U.S.,http://www.nytimes.com/2003/09/04/us/white-house-approved-departure-of-saudis-after-sept-11-ex-aide-says.html,851,3511
NEWS SUMMARY,9/4/03,New York and Region,http://www.nytimes.com/2003/09/04/nyregion/news-summary-166766.html,845,3512
"In First Encounter, Democrats Hit Bush Over Jobs and Iraq",9/5/03,Front Page; U.S.; Washington,http://www.nytimes.com/2003/09/05/us/in-first-encounter-democrats-hit-bush-over-jobs-and-iraq.html,1510,3513
Iraq Thicket: A Role for the U.N.?,9/5/03,Opinion,http://www.nytimes.com/2003/09/05/opinion/l-iraq-thicket-a-role-for-the-un-181340.html,102,3514
"Al Qaeda Still Active in U.S., Counterterrorism Official Says",9/5/03,U.S.,http://www.nytimes.com/2003/09/05/us/al-qaeda-still-active-in-us-counterterrorism-official-says.html,569,3515
"Sept. 11, Before And After",9/5/03,Movies; Arts,http://www.nytimes.com/2003/09/05/movies/television-review-sept-11-before-and-after.html,1192,3516
Why Are We In Iraq?; (And Liberia? And Afghanistan?),9/7/03,Magazine; Washington,http://www.nytimes.com/2003/09/07/magazine/why-are-we-in-iraq-and-liberia-and-afghanistan.html,7242,3517
Grim News About Iraq,9/8/03,World; Front Page; Washington,http://www.nytimes.com/2003/09/08/world/the-struggle-for-iraq-news-analysis-grim-news-about-iraq.html,1265,3518
Bush Seeks $87 Billion and U.N. Aid for War Effort,9/8/03,World; Front Page; Washington,http://www.nytimes.com/2003/09/08/world/struggle-for-iraq-president-bush-seeks-87-billion-un-aid-for-war-effort.html,1627,3519
NEWS SUMMARY,9/9/03,New York and Region,http://www.nytimes.com/2003/09/09/nyregion/news-summary-223727.html,989,3520
Bush's Status Report on Iraq,9/9/03,Opinion,http://www.nytimes.com/2003/09/09/opinion/l-bush-s-status-report-on-iraq-224618.html,81,3521
Official Says Qaeda Recruited Saudi Hijackers to Strain Ties,9/9/03,U.S.,http://www.nytimes.com/2003/09/09/us/two-years-later-9-11-tactics-official-says-qaeda-recruited-saudi-hijackers.html,478,3522
Questions Grow on Pakistan's Commitment to Fight Taliban,9/10/03,U.S.,http://www.nytimes.com/2003/09/10/us/two-years-later-islamic-ally-questions-grow-pakistan-s-commitment-fight-taliban.html,1103,3523
High Profile of 9/11/02 Shifts to Low on 9/11/03,9/10/03,U.S.; Washington,http://www.nytimes.com/2003/09/10/us/two-years-later-white-house-memo-high-profile-9-11-02-shifts-low-9-11-03.html,1091,3524
"Two Years Later, a Thousand Years Ago",9/11/03,Opinion,http://www.nytimes.com/2003/09/11/opinion/two-years-later-a-thousand-years-ago.html,2263,3525
NEWS SUMMARY,9/11/03,New York and Region,http://www.nytimes.com/2003/09/11/nyregion/news-summary-249203.html,1016,3526
We're Not Happy Campers,9/11/03,Opinion,http://www.nytimes.com/2003/09/11/opinion/we-re-not-happy-campers.html,739,3527
BIN LADEN IS SEEN WITH AIDE ON TAPE,9/11/03,World; Front Page; Washington,http://www.nytimes.com/2003/09/11/world/two-years-later-qaeda-leaders-bin-laden-is-seen-with-aide-on-tape.html,1092,3528
PRESIDENT URGING WIDER U.S. POWERS IN TERRORISM LAW,9/11/03,Front Page; U.S.,http://www.nytimes.com/2003/09/11/us/two-years-later-the-president-president-urging-wider-us-powers-in-terrorism-law.html,1089,3529
Iranian Envoy Blames U.S. for Nation's Reticence on Nuclear Plans,9/12/03,World; Washington,http://www.nytimes.com/2003/09/12/world/iranian-envoy-blames-us-for-nation-s-reticence-on-nuclear-plans.html,509,3530
C.I.A. Says bin Laden Tape Is Likely Authentic,9/13/03,World,http://www.nytimes.com/2003/09/13/world/cia-says-bin-laden-tape-is-likely-authentic.html,397,3531
Wolfowitz Retreats on Al Qaeda Charge,9/13/03,World,http://www.nytimes.com/2003/09/13/world/wolfowitz-retreats-on-al-qaeda-charge.html,181,3532
NEWS SUMMARY,9/13/03,New York and Region,http://www.nytimes.com/2003/09/13/nyregion/news-summary-280313.html,990,3533
The Latest Obscenity Has Seven Letters,9/13/03,Arts; Books,http://www.nytimes.com/2003/09/13/books/the-latest-obscenity-has-seven-letters.html,1929,3534
High Alerts For Terror Get Harder To Impose,9/13/03,U.S.,http://www.nytimes.com/2003/09/13/us/high-alerts-for-terror-get-harder-to-impose.html,766,3535
The World; Why America Still Can't Find Osama bin Laden,9/14/03,Week in Review,http://www.nytimes.com/2003/09/14/weekinreview/the-world-why-america-still-can-t-find-osama-bin-laden.html,807,3536
The Martyr Complex,9/14/03,Opinion,http://www.nytimes.com/2003/09/14/opinion/the-martyr-complex.html,501,3537
SAUDIS PROMISING ACTION ON TERROR,9/14/03,World; Washington,http://www.nytimes.com/2003/09/14/world/two-years-later-the-arab-connection-saudis-promising-action-on-terror.html,1905,3538
Top Gun Vs. Total Recall,9/14/03,Arts; Washington,http://www.nytimes.com/2003/09/14/arts/top-gun-vs-total-recall.html,1643,3539
Gunsmoke And Mirrors,9/14/03,Opinion,http://www.nytimes.com/2003/09/14/opinion/gunsmoke-and-mirrors.html,719,3540
A Scramble in Bangkok For a $10 Million Reward,9/15/03,World,http://www.nytimes.com/2003/09/15/world/a-scramble-in-bangkok-for-a-10-million-reward.html,852,3541
Taking the Temperature on Iraq,9/16/03,Opinion,http://www.nytimes.com/2003/09/16/opinion/l-taking-the-temperature-on-iraq-311405.html,137,3542
Flow of Saudis' Cash to Hamas Is Scrutinized,9/17/03,World; Front Page,http://www.nytimes.com/2003/09/17/world/flow-of-saudis-cash-to-hamas-is-scrutinized.html,1449,3543
Police Kill Gunman; 2 Hostages Are Hurt,9/18/03,Education,http://www.nytimes.com/2003/09/18/us/police-kill-gunman-2-hostages-are-hurt.html,248,3544
Dalai Lama Says Terror May Need a Violent Reply,9/18/03,U.S.; Washington,http://www.nytimes.com/2003/09/18/us/dalai-lama-says-terror-may-need-a-violent-reply.html,757,3545
Spanish Judge Is Charging Bin Laden and 9 in 9/11 Plot,9/18/03,World,http://www.nytimes.com/2003/09/18/world/spanish-judge-is-charging-bin-laden-and-9-in-9-11-plot.html,440,3546
Metro Briefing | New York: Manhattan: Prosecutor Named To Bench,9/19/03,New York and Region,http://www.nytimes.com/2003/09/19/nyregion/metro-briefing-new-york-manhattan-prosecutor-named-to-bench.html,99,3547
Cameras Shoot Where Uzis Can't,9/20/03,Technology; Arts,http://www.nytimes.com/2003/09/20/arts/cameras-shoot-where-uzis-can-t.html,1640,3548
NEWS SUMMARY,9/20/03,New York and Region,http://www.nytimes.com/2003/09/20/nyregion/news-summary-367974.html,1030,3549
Qaeda Operative Said to Give C.I.A. Inside Information,9/20/03,World,http://www.nytimes.com/2003/09/20/world/qaeda-operative-said-to-give-cia-inside-information.html,953,3550
A Lack of Trust In the Mideast,9/20/03,Opinion,http://www.nytimes.com/2003/09/20/opinion/l-a-lack-of-trust-in-the-mideast-370401.html,110,3551
Dying to Kill Us,9/22/03,Opinion,http://www.nytimes.com/2003/09/22/opinion/dying-to-kill-us.html,1171,3552
"In a Poll, Baghdad Residents Call Freedom Worth the Price",9/24/03,World; Washington,http://www.nytimes.com/2003/09/24/world/struggle-for-iraq-iraqis-poll-baghdad-residents-call-freedom-worth-price.html,738,3553
ART GUIDE,9/26/03,Arts,http://www.nytimes.com/2003/09/26/arts/art-guide.html,4514,3554
Inmate Spared Life Sentence In the Stabbing Of an Officer,9/26/03,New York and Region,http://www.nytimes.com/2003/09/26/nyregion/inmate-spared-life-sentence-in-the-stabbing-of-an-officer.html,328,3555
"In Maneuver, U.S. Will Let Terror Charges Drop",9/26/03,Front Page; U.S.,http://www.nytimes.com/2003/09/26/us/in-maneuver-us-will-let-terror-charges-drop.html,1092,3556
"On Alert for Al Qaeda in Iraq, U.S. Is Tracking 2 Suspects",9/28/03,World; Washington,http://www.nytimes.com/2003/09/28/world/struggle-for-iraq-terrorists-alert-for-al-qaeda-iraq-us-tracking-2-suspects.html,835,3557
What Motivates a Terrorist?,9/28/03,Opinion,http://www.nytimes.com/2003/09/28/opinion/l-what-motivates-a-terrorist-465119.html,100,3558
Muslim Workers Claim Bias at the Plaza,10/1/03,New York and Region,http://www.nytimes.com/2003/10/01/nyregion/muslim-workers-claim-bias-at-the-plaza.html,757,3559
Another Bali Bomber Is Sentenced to Death,10/2/03,World,http://www.nytimes.com/2003/10/02/world/another-bali-bomber-is-sentenced-to-death.html,181,3560
Militant Gets Death Penalty For His Role In Bali Blast,10/3/03,World,http://www.nytimes.com/2003/10/03/world/militant-gets-death-penalty-for-his-role-in-bali-blast.html,243,3561
"Political Memo; Despite Polls, Pataki Backs Bush on Iraq All the Way",10/3/03,Education; New York and Region,http://www.nytimes.com/2003/10/03/nyregion/political-memo-despite-polls-pataki-backs-bush-on-iraq-all-the-way.html,1304,3562
ART GUIDE,10/3/03,Arts,http://www.nytimes.com/2003/10/03/arts/art-guide.html,4340,3563
Washington's Sour Sales Pitch,10/4/03,Opinion,http://www.nytimes.com/2003/10/04/opinion/washington-s-sour-sales-pitch.html,787,3564
Democrats Deride Bush And Dismiss One Another,10/4/03,U.S.; Washington,http://www.nytimes.com/2003/10/04/us/democrats-deride-bush-and-dismiss-one-another.html,1011,3565
Government Lawyers Fear 9/11 Ruling Threatens Qaeda Cases,10/4/03,U.S.,http://www.nytimes.com/2003/10/04/us/government-lawyers-fear-9-11-ruling-threatens-qaeda-cases.html,1094,3566
"Pentagon's Request for Iraq Includes Money for Troops, Weapons, Rewards and Allies",10/5/03,World; Washington,http://www.nytimes.com/2003/10/05/world/struggle-for-iraq-cost-pentagon-s-request-for-iraq-includes-money-for-troops.html,1120,3567
Where's Larry Kramer When We Need Him?,10/5/03,Arts; Theater,http://www.nytimes.com/2003/10/05/theater/where-s-larry-kramer-when-we-need-him.html,1779,3568
U.S. Focusing on Dubai as a Terrorist Financial Center,10/5/03,World,http://www.nytimes.com/2003/10/05/world/us-focusing-on-dubai-as-a-terrorist-financial-center.html,1100,3569
Corrections,10/6/03,Corrections; New York and Region,http://www.nytimes.com/2003/10/06/nyregion/c-corrections-558737.html,58,3570
U.S. to Appeal Ruling on 9/11 Terror Suspect,10/8/03,U.S.,http://www.nytimes.com/2003/10/08/us/us-to-appeal-ruling-on-9-11-terror-suspect.html,609,3571
More Agents Are Added To Leak Case,10/10/03,U.S.; Washington,http://www.nytimes.com/2003/10/10/us/more-agents-are-added-to-leak-case.html,759,3572
The Candidates' Views In Their Own Words,10/10/03,U.S.,http://www.nytimes.com/2003/10/10/us/the-candidates-views-in-their-own-words.html,839,3573
Conspiracy of Silence,10/12/03,Arts; Books,http://www.nytimes.com/2003/10/12/books/conspiracy-of-silence.html,1101,3574
WHERE THE TRAIL LED: Between Evidence and Suspicion; Unclear Danger: Inside the Lackawanna Terror Case,10/12/03,New York and Region,http://www.nytimes.com/2003/10/12/nyregion/where-trail-led-between-evidence-suspicion-unclear-danger-inside-lackawanna.html,9542,3575
"Dark Nights, Sharp Pens; Art Spiegelman Addresses Children and His Own Fears",10/15/03,Arts,http://www.nytimes.com/2003/10/15/arts/dark-nights-sharp-pens-art-spiegelman-addresses-children-and-his-own-fears.html,1213,3576
The First Home-Front Battle in the War on Terror,10/16/03,Arts,http://www.nytimes.com/2003/10/16/arts/television-review-the-first-home-front-battle-in-the-war-on-terror.html,927,3577
Saudi Arabia's Big Leap,10/16/03,Opinion,http://www.nytimes.com/2003/10/16/opinion/saudi-arabia-s-big-leap.html,1217,3578
On Listening,10/16/03,Opinion,http://www.nytimes.com/2003/10/16/opinion/on-listening.html,797,3579
The Poisoned Well,10/17/03,Opinion,http://www.nytimes.com/2003/10/17/opinion/the-poisoned-well.html,1421,3580
Aiming at Judicial Targets All Over the World,10/18/03,World; Washington,http://www.nytimes.com/2003/10/18/world/the-saturday-profile-aiming-at-judicial-targets-all-over-the-world.html,1043,3581
A Terror Case And Our Liberties,10/19/03,Opinion,http://www.nytimes.com/2003/10/19/opinion/l-a-terror-case-and-our-liberties-738662.html,137,3582
"G.I.'s Escape Roadside Bombing, but 2 Are Killed in Northern Iraq",10/20/03,World; Washington,http://www.nytimes.com/2003/10/20/world/gi-s-escape-roadside-bombing-but-2-are-killed-in-northern-iraq.html,895,3583
"Alija Izetbegovic, Muslim Who Led Bosnia, Dies at 78",10/20/03,World; Obituaries,http://www.nytimes.com/2003/10/20/world/alija-izetbegovic-muslim-who-led-bosnia-dies-at-78.html,1520,3584
Listening to Mahathir,10/21/03,Opinion,http://www.nytimes.com/2003/10/21/opinion/listening-to-mahathir.html,717,3585
The General Who Roared,10/22/03,Opinion,http://www.nytimes.com/2003/10/22/opinion/the-general-who-roared.html,452,3586
Powell Tries to Nudge Sudan Toward Peace,10/22/03,World; Washington,http://www.nytimes.com/2003/10/22/world/powell-tries-to-nudge-sudan-toward-peace.html,832,3587
World Briefing | Asia: Afghanistan: Ex-Taliban Minister Offers Help,10/22/03,World,http://www.nytimes.com/2003/10/22/world/world-briefing-asia-afghanistan-ex-taliban-minister-offers-help.html,157,3588
Too Low A Bar,10/24/03,Opinion,http://www.nytimes.com/2003/10/24/opinion/too-low-a-bar.html,755,3589
