headline,date,section,url,word_count,id
Alliance of Convenience: Rebels Useful to U.S.,10/23/01,World; Washington,http://www.nytimes.com/2001/10/23/world/a-nation-challenged-the-strategy-alliance-of-convenience-rebels-useful-to-us.html,1117,1222
U.S. Jets Pound Front-Line Taliban,10/23/01,World; Front Page; Washington,http://www.nytimes.com/2001/10/23/world/a-nation-challenged-the-rebels-us-jets-pound-front-line-taliban.html,1226,1223
"Terrorists Could Still Be Plotting In Germany, an Official Warns",10/23/01,U.S.,http://www.nytimes.com/2001/10/23/us/nation-challenged-investigation-terrorists-could-still-be-plotting-germany.html,449,1224
"More Deaths, More Questions, More Bombs",10/23/01,World,http://www.nytimes.com/2001/10/23/world/nation-challenged-overview-oct-22-2001-more-deaths-more-questions-more-bombs.html,744,1225
Foreign Affairs; Dear Ariel and Yasir,10/23/01,Opinion,http://www.nytimes.com/2001/10/23/opinion/foreign-affairs-dear-ariel-and-yasir.html,798,1226
"Pakistan Leader Renews Plea for Early End to Raids, Fearing Muslim Unrest",10/24/01,World; Washington,http://www.nytimes.com/2001/10/24/world/nation-challenged-region-pakistan-leader-renews-plea-for-early-end-raids-fearing.html,1199,1227
Arrests in Britain and Germany of 2 Men Linked to Terrorist Activities,10/24/01,World; Washington,http://www.nytimes.com/2001/10/24/world/nation-challenged-suspects-arrests-britain-germany-2-men-linked-terrorist.html,1101,1228
The Tug of Faith Unsettles Many British Muslims,10/24/01,World; Washington,http://www.nytimes.com/2001/10/24/world/the-tug-of-faith-unsettles-many-british-muslims.html,927,1229
"Beaten in Pakistan, Battered in Brooklyn",10/24/01,New York and Region,http://www.nytimes.com/2001/10/24/nyregion/a-nation-challenged-notebooks-beaten-in-pakistan-battered-in-brooklyn.html,319,1230
"Marriabad Journal; Minutes From Cries of Jihad, Town Dreams of U.S.",10/24/01,World; Washington,http://www.nytimes.com/2001/10/24/world/marriabad-journal-minutes-from-cries-of-jihad-town-dreams-of-us.html,959,1231
"Bush Emphasizes, More Than Once, That He Doesn't Have Anthrax",10/24/01,U.S.,http://www.nytimes.com/2001/10/24/us/nation-challenged-president-bush-emphasizes-more-than-once-that-he-doesn-t-have.html,388,1232
3 Fugitives Named as Part of Hamburg Cell,10/24/01,World,http://www.nytimes.com/2001/10/24/world/a-nation-challenged-the-hunted-3-fugitives-named-as-part-of-hamburg-cell.html,671,1233
World Briefing | Asia: Philippines: U.S. Advisers To Help Against Muslim Rebels,10/24/01,World; Washington,http://www.nytimes.com/2001/10/24/world/world-briefing-asia-philippines-us-advisers-to-help-against-muslim-rebels.html,47,1234
A Nation Challenged,10/24/01,New York and Region,http://www.nytimes.com/2001/10/24/nyregion/a-nation-challenged-829927.html,1169,1235
Hijacker Got Cash Through Arab Emirates,10/25/01,World,http://www.nytimes.com/2001/10/25/world/a-nation-challenged-hijacker-got-cash-through-arab-emirates.html,174,1236
Burb Cocooning? Who Has Time?,10/25/01,Style,http://www.nytimes.com/2001/10/25/style/good-fences-burb-cocooning-who-has-time.html,1078,1237
"A Dark View of Anthrax, Errant Bombs, the Saudi Connection",10/25/01,World; Washington,http://www.nytimes.com/2001/10/25/world/an-overview-oct-24-2001-a-dark-view-of-anthrax-errant-bombs-the-saudi-connection.html,722,1238
Essay; Bush's Mideast Charade,10/25/01,Opinion,http://www.nytimes.com/2001/10/25/opinion/essay-bush-s-mideast-charade.html,725,1239
Attack Victims Are Expected to Turn Law Against Terrorists,10/25/01,U.S.; Washington,http://www.nytimes.com/2001/10/25/us/attack-victims-are-expected-to-turn-law-against-terrorists.html,829,1240
Leaders of the Old Afghanistan Prepare for the New,10/25/01,World; Washington,http://www.nytimes.com/2001/10/25/world/nation-challenged-postwar-plans-leaders-old-afghanistan-prepare-for-new.html,980,1241
"A Patriarch, a Woman Who Had Time for Others and a Lifelong Friend",10/25/01,New York and Region,http://www.nytimes.com/2001/10/25/nyregion/nation-challenged-portraits-grief-victims-patriarch-woman-who-had-time-for.html,2863,1242
Rebels Rely On an Elite For a Drive On Kabul,10/25/01,World; Washington,http://www.nytimes.com/2001/10/25/world/nation-challenged-northern-alliance-rebels-rely-elite-for-drive-kabul.html,1120,1243
Naming of Hijackers as Saudis May Further Erode Ties to U.S.,10/25/01,World; Front Page; Washington,http://www.nytimes.com/2001/10/25/world/nation-challenged-saudi-arabia-naming-hijackers-saudis-may-further-erode-ties-us.html,1360,1244
Convicted Terrorists Sent to Pennsylvania,10/25/01,Washington; New York and Region,http://www.nytimes.com/2001/10/25/nyregion/a-nation-challenged-convicted-terrorists-sent-to-pennsylvania.html,137,1245
Home Front Is a Minefield For President,10/25/01,Front Page; Health; U.S.; Washington,http://www.nytimes.com/2001/10/25/us/a-nation-challenged-white-house-memo-home-front-is-a-minefield-for-president.html,1003,1246
National Briefing | Washington: Prosecutor Becomes U.S. Attorney,10/25/01,U.S.,http://www.nytimes.com/2001/10/25/us/national-briefing-washington-prosecutor-becomes-us-attorney.html,76,1247
"A Daughter of Islam, and an Enemy of Terror",10/25/01,New York and Region,http://www.nytimes.com/2001/10/25/nyregion/public-lives-a-daughter-of-islam-and-an-enemy-of-terror.html,919,1248
Tracing the Steps (and Near Success) of a Taliban-Trained Attacker,10/25/01,Arts,http://www.nytimes.com/2001/10/25/arts/television-review-tracing-steps-near-success-taliban-trained-attacker.html,883,1249
Flu Shots Are Encouraged To Reduce Anthrax Fear,10/25/01,New York and Region,http://www.nytimes.com/2001/10/25/nyregion/a-nation-challenged-new-york-flu-shots-are-encouraged-to-reduce-anthrax-fear.html,1027,1250
GROUND RAIDS SEEN AS LONG AND RISKY,10/25/01,World; Front Page; Washington,http://www.nytimes.com/2001/10/25/world/a-nation-challenged-military-ground-raids-seen-as-long-and-risky.html,1039,1251
"With the World Redesigned, What Role for Designers?",10/25/01,Style,http://www.nytimes.com/2001/10/25/style/with-the-world-redesigned-what-role-for-designers.html,3401,1252
Afghan Gathering in Pakistan Backs Future Role for King,10/26/01,World,http://www.nytimes.com/2001/10/26/world/nation-challenged-next-chapter-afghan-gathering-pakistan-backs-future-role-for.html,698,1253
A Gas Pipeline to World Outside; Talk of Modernization and Jobs Unsettles Thai Villagers,10/26/01,Business,http://www.nytimes.com/2001/10/26/business/gas-pipeline-world-outside-talk-modernization-jobs-unsettles-thai-villagers.html,1706,1254
Bin Laden Family Liquidates Holdings With Carlyle Group,10/26/01,Business; Washington,http://www.nytimes.com/2001/10/26/business/bin-laden-family-liquidates-holdings-with-carlyle-group.html,497,1255
"U.S. Steps Up Air Attack, While Defending Results of Campaign",10/26/01,World; Washington,http://www.nytimes.com/2001/10/26/world/nation-challenged-bombing-us-steps-up-air-attack-while-defending-results.html,970,1256
ANTITERRORISM BILL PASSES; U.S. GETS EXPANDED POWERS,10/26/01,Technology; Front Page; U.S.,http://www.nytimes.com/2001/10/26/us/nation-challenged-legislation-antiterrorism-bill-passes-us-gets-expanded-powers.html,1091,1257
"New Legal Powers, Fresh Anthrax Worries, Resilient Taliban",10/26/01,World,http://www.nytimes.com/2001/10/26/world/nation-challenged-overview-oct-25-2001-new-legal-powers-fresh-anthrax-worries.html,724,1258
New Battles on the West Bank,10/26/01,Opinion,http://www.nytimes.com/2001/10/26/opinion/new-battles-on-the-west-bank.html,398,1259
Foreign Affairs; We Are All Alone,10/26/01,Opinion,http://www.nytimes.com/2001/10/26/opinion/foreign-affairs-we-are-all-alone.html,790,1260
Foreign Affairs; We Are All Alone,10/26/01,Opinion,http://www.nytimes.com/2001/10/26/opinion/foreign-affairs-we-are-all-alone.html,790,1261
Changed Panama Banks Root Out Terror Funds,10/26/01,World,http://www.nytimes.com/2001/10/26/world/changed-panama-banks-root-out-terror-funds.html,795,1262
Buying the Writes,10/26/01,U.S.,http://learning.blogs.nytimes.com/2001/10/26/buying-the-writes/,1993,1263
A Nation Challenged,10/27/01,New York and Region,http://www.nytimes.com/2001/10/27/nyregion/a-nation-challenged-887668.html,1029,1264
The War Has Just Begun,10/27/01,Opinion,http://www.nytimes.com/2001/10/27/opinion/the-war-has-just-begun.html,431,1265
"Britain Allots Troops for Afghan Ground Combat, and Australia Is Contributing, Too",10/27/01,World,http://www.nytimes.com/2001/10/27/world/nation-challenged-allies-britain-allots-troops-for-afghan-ground-combat.html,864,1266
Walking a Fine Line in Showcasing Women and Dealing With Muslim Allies,10/27/01,U.S.; Washington,http://www.nytimes.com/2001/10/27/us/nation-challenged-women-authority-walking-fine-line-showcasing-women-dealing.html,960,1267
Pakistan Chief Says the U.S. Should End Bombing Soon,10/27/01,World; Washington,http://www.nytimes.com/2001/10/27/world/a-nation-challenged-an-appeal-pakistan-chief-says-the-us-should-end-bombing-soon.html,1219,1268
Czechs Confirm Iraqi Agent Met With Terror Ringleader,10/27/01,World; Front Page,http://www.nytimes.com/2001/10/27/world/nation-challenged-investigation-czechs-confirm-iraqi-agent-met-with-terror.html,1987,1269
Corrections,10/27/01,Corrections; New York and Region,http://www.nytimes.com/2001/10/27/nyregion/c-corrections-887889.html,75,1270
Egypt's Elite Torn by Arab Roots and Western Ties,10/27/01,World; Washington,http://www.nytimes.com/2001/10/27/world/egypt-s-elite-torn-by-arab-roots-and-western-ties.html,1187,1271
The Inner Workings of a Plot to Blow Up the U.S. Embassy in Paris,10/28/01,World; Washington,http://www.nytimes.com/2001/10/28/world/nation-challenged-police-work-inner-workings-plot-blow-up-us-embassy-paris.html,1324,1272
Captured Terrorist Manual Suggests Hijackers Did a Lot by the Book,10/28/01,World; Books,http://www.nytimes.com/2001/10/28/world/nation-challenged-jihad-captured-terrorist-manual-suggests-hijackers-did-lot.html,1817,1273
Itchy Trigger Fingers,10/28/01,New York and Region,http://www.nytimes.com/2001/10/28/nyregion/a-nation-challenged-itchy-trigger-fingers.html,1228,1274
"In a Global Tide, Beware the Undertow",10/28/01,Business; Books,http://www.nytimes.com/2001/10/28/business/book-value-in-a-global-tide-beware-the-undertow.html,1063,1275
Moderates Start Speaking Out Against Islamic Intolerance,10/28/01,Washington; New York and Region,http://www.nytimes.com/2001/10/28/nyregion/nation-challenged-muslims-america-moderates-start-speaking-against-islamic.html,867,1276
Diplomacy Vs. Bombs Stirs Debate On Campus,10/28/01,Education; New York and Region,http://www.nytimes.com/2001/10/28/nyregion/a-nation-challenged-diplomacy-vs-bombs-stirs-debate-on-campus.html,948,1277
"The World; Is There One War Against Terrorism, or Two?",10/28/01,Washington; Week in Review,http://www.nytimes.com/2001/10/28/weekinreview/the-world-is-there-one-war-against-terrorism-or-two.html,1450,1278
A Quiet Race for County Executive,10/28/01,New York and Region,http://www.nytimes.com/2001/10/28/nyregion/a-quiet-race-for-county-executive.html,708,1279
Flying With Kids and Qualms,10/28/01,Travel,http://www.nytimes.com/2001/10/28/travel/flying-with-kids-and-qualms.html,1515,1280
"The World: Russia, China and the U.S.; In Terror, At Last a Common Enemy for the Big Three",10/28/01,Washington; Week in Review,http://www.nytimes.com/2001/10/28/weekinreview/world-russia-china-us-terror-last-common-enemy-for-big-three.html,1349,1281
ALLIES PREPARING FOR A LONG FIGHT AS TALIBAN DIG IN,10/28/01,World; Front Page; Washington,http://www.nytimes.com/2001/10/28/world/nation-challenged-strategy-allies-preparing-for-long-fight-taliban-dig.html,1530,1282
"Visions of a Long Struggle, Strains on Police and Help for Victims",10/28/01,World; Washington,http://www.nytimes.com/2001/10/28/world/overview-oct-27-2001-visions-long-struggle-strains-police-help-for-victims.html,737,1283
The Mouthpiece,10/28/01,New York and Region,http://www.nytimes.com/2001/10/28/nyregion/in-person-the-mouthpiece.html,1520,1284
The Legal Aspects Of Fighting Terrorism,10/28/01,Education; New York and Region,http://www.nytimes.com/2001/10/28/nyregion/education-the-legal-aspects-of-fighting-terrorism.html,1087,1285
Jubilant Calls on Sept. 11 Led to F.B.I. Arrests,10/28/01,Front Page; U.S.,http://www.nytimes.com/2001/10/28/us/a-nation-challenged-the-suspects-jubilant-calls-on-sept-11-led-to-fbi-arrests.html,1165,1286
The Way We Live Now: 10-28-01; Fragmented We Stand,10/28/01,Magazine; Washington,http://www.nytimes.com/2001/10/28/magazine/the-way-we-live-now-10-28-01-fragmented-we-stand.html,1024,1287
A Nation Challenged,10/28/01,New York and Region,http://www.nytimes.com/2001/10/28/nyregion/a-nation-challenged-898066.html,1060,1288
The Nation; What Power Lies In the Last Ditch?,10/28/01,Washington; Week in Review,http://www.nytimes.com/2001/10/28/weekinreview/the-nation-what-power-lies-in-the-last-ditch.html,1121,1289
All Suicide Bombers Are Not Alike,10/28/01,Magazine; Washington,http://www.nytimes.com/2001/10/28/magazine/all-suicide-bombers-are-not-alike.html,7428,1290
All Suicide Bombers Are Not Alike,10/28/01,Magazine; Washington,http://www.nytimes.com/2001/10/28/magazine/all-suicide-bombers-are-not-alike.html,7428,1291
"BEST SELLERS: October 28, 2001",10/28/01,Arts; Books,http://www.nytimes.com/2001/10/28/books/best-sellers-october-28-2001.html,1294,1292
Over There . . . Over Here; A Charity Learns to Adapt in Afghanistan,10/28/01,Washington; New York and Region,http://www.nytimes.com/2001/10/28/nyregion/over-there-over-here-a-charity-learns-to-adapt-in-afghanistan.html,1347,1293
The Making of The Speech,10/28/01,Magazine; Washington; Opinion,http://www.nytimes.com/2001/10/28/magazine/l-the-making-of-the-speech-798070.html,92,1294
"Bin Laden Family, With Deep Western Ties, Strives to Re-establish a Name",10/28/01,World; Washington,http://www.nytimes.com/2001/10/28/world/nation-challenged-relatives-bin-laden-family-with-deep-western-ties-strives-re.html,1626,1295
Online Elegies and Tone Poems Respond to Tragedy,10/29/01,Technology; Arts; Books,http://www.nytimes.com/2001/10/29/books/arts-online-online-elegies-and-tone-poems-respond-to-tragedy.html,1117,1296
A Sophomore in Saudi Arabia,10/29/01,World,http://www.nytimes.com/2001/10/29/world/a-nation-challenged-living-abroad-a-sophomore-in-saudi-arabia.html,363,1297
A Juggling Act for a Pakistani Newspaper in Britain,10/29/01,Business; Washington,http://www.nytimes.com/2001/10/29/business/media-a-juggling-act-for-a-pakistani-newspaper-in-britain.html,874,1298
"A Family, Both Arab and Arab-American, Divided by a War",10/29/01,U.S.; Washington,http://www.nytimes.com/2001/10/29/us/nation-challenged-mood-family-both-arab-arab-american-divided-war.html,1733,1299
Italian Tapes Portray Young Arabs Operating on the Edges of Islamic Terror,10/29/01,World,http://www.nytimes.com/2001/10/29/world/nation-challenged-milan-italian-tapes-portray-young-arabs-operating-edges.html,1283,1300
A Columnist's Changes in Brazil,10/29/01,World,http://www.nytimes.com/2001/10/29/world/a-nation-challenged-living-abroad-a-columnist-s-changes-in-brazil.html,473,1301
Proxy War Threatens to Unravel U.S. Alliance,10/29/01,World; Washington,http://www.nytimes.com/2001/10/29/world/a-nation-challenged-vale-of-kashmir-proxy-war-threatens-to-unravel-us-alliance.html,1711,1302
To Catch a Terrorist,10/29/01,Opinion,http://www.nytimes.com/2001/10/29/opinion/to-catch-a-terrorist.html,304,1303
A Nation Challenged,10/29/01,New York and Region,http://www.nytimes.com/2001/10/29/nyregion/a-nation-challenged-910430.html,1062,1304
Sports of The Times; A Rivalry So Different But Even Yet the Same,10/29/01,Sports,http://www.nytimes.com/2001/10/29/sports/sports-of-the-times-a-rivalry-so-different-but-even-yet-the-same.html,808,1305
Gunmen Kill 16 Christians in Church in Pakistan,10/29/01,World; Front Page; Washington,http://www.nytimes.com/2001/10/29/world/a-nation-challenged-massacre-gunmen-kill-16-christians-in-church-in-pakistan.html,1259,1306
Moved by Mexicans' Laughter,10/29/01,World,http://www.nytimes.com/2001/10/29/world/a-nation-challenged-living-abroad-moved-by-mexicans-laughter.html,389,1307
Not-So-Funny Jokes in Indonesia,10/29/01,World,http://www.nytimes.com/2001/10/29/world/a-nation-challenged-living-abroad-not-so-funny-jokes-in-indonesia.html,449,1308
U.S. PLANES BOMB TALIBAN ARTILLERY NEAR REBEL ARTERY,10/29/01,World; Front Page; Washington,http://www.nytimes.com/2001/10/29/world/nation-challenged-bombing-us-planes-bomb-taliban-artillery-near-rebel-artery.html,1197,1309
Rebel Alliance Is Frustrated By U.S. Raids,10/29/01,World; Washington,http://www.nytimes.com/2001/10/29/world/a-nation-challenged-the-alliance-rebel-alliance-is-frustrated-by-us-raids.html,939,1310
"Pakistani Intelligence Had Ties To Al Qaeda, U.S. Officials Say",10/29/01,World; Front Page; Washington,http://www.nytimes.com/2001/10/29/world/nation-challenged-spies-pakistani-intelligence-had-ties-al-qaeda-us-officials.html,1603,1311
"For a Speed Hiker, Three Trails End in Maine and a Record",10/29/01,U.S.,http://www.nytimes.com/2001/10/29/us/for-a-speed-hiker-three-trails-end-in-maine-and-a-record.html,1269,1312
"A New Terror Warning, a New Poll, a New Agency's First Meeting",10/30/01,World,http://www.nytimes.com/2001/10/30/world/nation-challenged-overview-oct-29-2000-new-terror-warning-new-poll-new-agency-s.html,712,1313
A Nation Challenged,10/30/01,New York and Region,http://www.nytimes.com/2001/10/30/nyregion/a-nation-challenged-928062.html,1104,1314
Ashcroft Warns of Terror Attacks Soon Against U.S.,10/30/01,Front Page; U.S.,http://www.nytimes.com/2001/10/30/us/a-nation-challenged-the-alert-ashcroft-warns-of-terror-attacks-soon-against-us.html,1347,1315
Americans Aiding Philippines In Fight Against Terrorist Group,10/30/01,World; Washington,http://www.nytimes.com/2001/10/30/world/nation-challenged-tropical-battleground-americans-aiding-philippines-fight.html,340,1316
Foreign Affairs; Drilling for Tolerance,10/30/01,Opinion,http://www.nytimes.com/2001/10/30/opinion/foreign-affairs-drilling-for-tolerance.html,772,1317
Veiled Messages of Terror May Lurk in Cyberspace,10/30/01,Technology; Science; Health,http://www.nytimes.com/2001/10/30/science/veiled-messages-of-terror-may-lurk-in-cyberspace.html,1537,1318
Survey Shows Doubts Stirring On Terror War,10/30/01,Front Page; U.S.; Washington,http://www.nytimes.com/2001/10/30/us/a-nation-challenged-the-poll-survey-shows-doubts-stirring-on-terror-war.html,1800,1319
"In Afghanistan, the Fog of War",10/30/01,Opinion,http://www.nytimes.com/2001/10/30/opinion/l-in-afghanistan-the-fog-of-war-928453.html,171,1320
Drop in Price Pushes OPEC To Consider Cut in Output,10/30/01,Business,http://www.nytimes.com/2001/10/30/business/drop-in-price-pushes-opec-to-consider-cut-in-output.html,577,1321
Rome Journal; Provocateur Is Back to 'Spit on' Detractors of U.S.,10/30/01,World; Washington,http://www.nytimes.com/2001/10/30/world/rome-journal-provocateur-is-back-to-spit-on-detractors-of-us.html,917,1322
"These Days, Press Secretary Toes a Narrower Line",10/30/01,U.S.,http://www.nytimes.com/2001/10/30/us/nation-challenged-white-house-spokesman-these-days-press-secretary-toes-narrower.html,1178,1323
C.I.A. Is Said to Have Sought Help From Syria,10/30/01,World; Washington,http://www.nytimes.com/2001/10/30/world/a-nation-challenged-collaboration-cia-is-said-to-have-sought-help-from-syria.html,898,1324
Series vs. Jordan? Hair's the Winner,10/30/01,Sports,http://www.nytimes.com/2001/10/30/sports/tv-sports-series-vs-jordan-hair-s-the-winner.html,737,1325
Campaign Finance,10/30/01,Opinion,http://www.nytimes.com/2001/10/30/opinion/l-campaign-finance-918059.html,149,1326
DOCUMENTS TAKEN IN U.S. GROUND RAID ARE OF LIMITED USE,10/30/01,World; Front Page,http://www.nytimes.com/2001/10/30/world/nation-challenged-military-documents-taken-us-ground-raid-are-limited-use.html,1129,1327
To Close the Saudi Tap,10/31/01,Opinion,http://www.nytimes.com/2001/10/31/opinion/l-to-close-the-saudi-tap-933783.html,110,1328
U.S. Campaign On 2nd Front: Public Opinion,10/31/01,World; Washington,http://www.nytimes.com/2001/10/31/world/a-nation-challenged-strategy-us-campaign-on-2nd-front-public-opinion.html,1334,1329
A Military Quagmire Remembered: Afghanistan as Vietnam,10/31/01,World; Washington,http://www.nytimes.com/2001/10/31/world/nation-challenged-analysis-military-quagmire-remembered-afghanistan-vietnam.html,888,1330
A Nation Challenged,10/31/01,New York and Region,http://www.nytimes.com/2001/10/31/nyregion/a-nation-challenged-943347.html,1101,1331
Britain Charges Man in Death Of a Top Afghan Rebel Leader,10/31/01,World,http://www.nytimes.com/2001/10/31/world/nation-challenged-inquiry-britain-charges-man-death-top-afghan-rebel-leader.html,442,1332
Alert Said to Be Tied in Part To Monitoring of Al Qaeda,10/31/01,Front Page; U.S.,http://www.nytimes.com/2001/10/31/us/nation-challenged-investigation-alert-said-be-tied-part-monitoring-al-qaeda.html,1046,1333
To Close the Saudi Tap,10/31/01,Opinion,http://www.nytimes.com/2001/10/31/opinion/l-to-close-the-saudi-tap-933783.html,110,1334
The Afghan Front: Lessons of Vietnam,11/1/01,Opinion,http://www.nytimes.com/2001/11/01/opinion/l-the-afghan-front-lessons-of-vietnam-965642.html,77,1335
Pakistan Atom Experts Held Amid Fear of Leaked Secrets,11/1/01,World; Front Page; Washington,http://www.nytimes.com/2001/11/01/world/nation-challenged-nuclear-fears-pakistan-atom-experts-held-amid-fear-leaked.html,1054,1336
Rising Muslim Power in Africa Causes Unrest in Nigeria and Elsewhere,11/1/01,World; Washington,http://www.nytimes.com/2001/11/01/world/rising-muslim-power-in-africa-causes-unrest-in-nigeria-and-elsewhere.html,2321,1337
U.S. Says 3 Detainees May Be Tied to Hijackings,11/1/01,Front Page; U.S.,http://www.nytimes.com/2001/11/01/us/nation-challenged-investigation-us-says-3-detainees-may-be-tied-hijackings.html,1056,1338
A Nation Challenged,11/1/01,New York and Region,http://www.nytimes.com/2001/11/01/nyregion/a-nation-challenged-966363.html,1094,1339
U.N. Acting to Keep Somalia From Becoming a Terrorist Haven,11/1/01,World,http://www.nytimes.com/2001/11/01/world/un-acting-to-keep-somalia-from-becoming-a-terrorist-haven.html,405,1340
Saudis Freeze Funds Of 66 on U.S. List,11/1/01,World,http://www.nytimes.com/2001/11/01/world/a-nation-challenged-saudis-freeze-funds-of-66-on-us-list.html,199,1341
U.S. Will Increase Number of Advisers in Afghanistan,11/1/01,World; Front Page; Washington,http://www.nytimes.com/2001/11/01/world/nation-challenged-pentagon-us-will-increase-number-advisers-afghanistan.html,1059,1342
"Plan for More G.I.'s on the Ground, Economic Slump, Anthrax Unease",11/1/01,World,http://www.nytimes.com/2001/11/01/world/nation-challenged-overview-oct-31-2001-plan-for-more-gi-s-ground-economic-slump.html,738,1343
"Threat of Nuclear Terror Has Increased, Official Says",11/2/01,World,http://www.nytimes.com/2001/11/02/world/nation-challenged-atomic-anxiety-threat-nuclear-terror-has-increased-official.html,960,1344
"Threat of Nuclear Terror Has Increased, Official Says",11/2/01,World,http://www.nytimes.com/2001/11/02/world/nation-challenged-atomic-anxiety-threat-nuclear-terror-has-increased-official.html,960,1345
Getting Ready for a Ground War,11/2/01,Opinion,http://www.nytimes.com/2001/11/02/opinion/getting-ready-for-a-ground-war.html,555,1346
A Nation Challenged,11/2/01,New York and Region,http://www.nytimes.com/2001/11/02/nyregion/a-nation-challenged-986860.html,1085,1347
U.S. Groups Have Some Ties to Germ Warfare,11/2/01,U.S.,http://www.nytimes.com/2001/11/02/us/a-nation-challenged-hate-groups-us-groups-have-some-ties-to-germ-warfare.html,1346,1348
Turkey Says Troops to Join U.S. Campaign and Train Anti-Taliban Forces,11/2/01,World,http://www.nytimes.com/2001/11/02/world/nation-challenged-ankara-turkey-says-troops-join-us-campaign-train-anti-taliban.html,975,1349
Bin Laden Letter Calls Upon Pakistanis to Defend Islam,11/2/01,World,http://www.nytimes.com/2001/11/02/world/nation-challenged-jihad-message-bin-laden-letter-calls-upon-pakistanis-defend.html,527,1350
"In Overheard Calls, Terrorists Spoke of Major Attack, Officials Say",11/2/01,U.S.,http://www.nytimes.com/2001/11/02/us/nation-challenged-alert-overheard-calls-terrorists-spoke-major-attack-officials.html,811,1351
New Head of Mosque Wants Proof,11/2/01,Washington; New York and Region,http://www.nytimes.com/2001/11/02/nyregion/a-nation-challenged-the-imam-new-head-of-mosque-wants-proof.html,938,1352
"Foreign Affairs; One War, Two Fronts",11/2/01,Opinion,http://www.nytimes.com/2001/11/02/opinion/foreign-affairs-one-war-two-fronts.html,784,1353
"Pakistani Atomic Expert, Arrested Last Week, Had Strong Pro-Taliban Views",11/2/01,World,http://www.nytimes.com/2001/11/02/world/nation-challenged-nuclear-fears-pakistani-atomic-expert-arrested-last-week-had.html,1382,1354
Blair Tries to Lift Mideast Peace Talks From 'Low Point',11/2/01,World,http://www.nytimes.com/2001/11/02/world/blair-tries-to-lift-mideast-peace-talks-from-low-point.html,759,1355
Terror Inquiry Is Using Law On Sedition,11/2/01,New York and Region,http://www.nytimes.com/2001/11/02/nyregion/a-nation-challenged-the-investigation-terror-inquiry-is-using-law-on-sedition.html,531,1356
Metro Briefing | New York: Manhattan: Prosecutor Named To Terror Unit,11/2/01,New York and Region,http://www.nytimes.com/2001/11/02/nyregion/metro-briefing-new-york-manhattan-prosecutor-named-to-terror-unit.html,106,1357
A Partnership Forged To Thwart Terrorism,11/2/01,U.S.,http://www.nytimes.com/2001/11/02/us/a-nation-challenged-the-fbi-a-partnership-forged-to-thwart-terrorism.html,1746,1358
Trouble in Deploying Commandos Is Said to Hurt U.S. Air Campaign,11/2/01,World; Front Page; Washington,http://www.nytimes.com/2001/11/02/world/nation-challenged-battle-trouble-deploying-commandos-said-hurt-us-air-campaign.html,1192,1359
"Without U.S. Support, Pashtun Rebel Leader Is Finding Few Allies",11/3/01,World,http://www.nytimes.com/2001/11/03/world/nation-challenged-opposition-without-us-support-pashtun-rebel-leader-finding-few.html,928,1360
Experts Agree On the Need To Safeguard Nuclear Sites,11/3/01,World,http://www.nytimes.com/2001/11/03/world/nation-challenged-security-experts-agree-need-safeguard-nuclear-sites.html,667,1361
U.S. Widens Net to Snare Terror Assets; Expands List,11/3/01,World; Washington,http://www.nytimes.com/2001/11/03/world/nation-challenged-money-trail-us-widens-net-snare-terror-assets-expands-list.html,1000,1362
Experts on Islam Pointing Fingers At One Another,11/3/01,Arts,http://www.nytimes.com/2001/11/03/arts/experts-on-islam-pointing-fingers-at-one-another.html,1336,1363
Turkey Arrests 5 It Says Tried to Join Al Qaeda,11/3/01,World,http://www.nytimes.com/2001/11/03/world/a-nation-challenged-turkey-arrests-5-it-says-tried-to-join-al-qaeda.html,204,1364
Palestinians on Terror,11/3/01,Opinion,http://www.nytimes.com/2001/11/03/opinion/l-palestinians-on-terror-991937.html,122,1365
U.S. Widens Search For Terrorist Assets,11/3/01,World; Front Page,http://www.nytimes.com/2001/11/03/world/us-widens-search-for-terrorist-assets.html,89,1366
U.S. Orders New Aid to Help Avert Famine in Afghanistan,11/3/01,World,http://www.nytimes.com/2001/11/03/world/a-nation-challenged-relief-us-orders-new-aid-to-help-avert-famine-in-afghanistan.html,713,1367
An Indian Novelist Turns Her Wrath on the U.S.,11/3/01,World; Washington; Books,http://www.nytimes.com/2001/11/03/world/an-indian-novelist-turns-her-wrath-on-the-us.html,1204,1368
Correspondent; Up With Moguls! Exploit the Rich!,11/3/01,Opinion,http://www.nytimes.com/2001/11/03/opinion/correspondent-up-with-moguls-exploit-the-rich.html,1432,1369
A Nation Challenged,11/3/01,New York and Region,http://www.nytimes.com/2001/11/03/nyregion/a-nation-challenged-007811.html,1108,1370
Pakistan Releases 3 Scientists Questioned on Ties to Taliban,11/3/01,World,http://www.nytimes.com/2001/11/03/world/nation-challenged-nuclear-expertise-pakistan-releases-3-scientists-questioned.html,431,1371
"More and More, Other Countries See the War as Solely America's",11/4/01,World; Washington,http://www.nytimes.com/2001/11/04/world/nation-challenged-world-more-more-other-countries-see-war-solely-america-s.html,1486,1372
"Bin Laden, in a Taped Speech, Says Attacks in Afghanistan Are a War Against Islam",11/4/01,World; Washington,http://www.nytimes.com/2001/11/04/world/nation-challenged-video-bin-laden-taped-speech-says-attacks-afghanistan-are-war.html,837,1373
