headline,date,section,url,word_count
Pakistan Is Razing House Where Bin Laden Lived,2012-02-26,World,http://query.nytimes.com/gst/fullpage.html?res=9C06E2D71231F935A15751C0A9649D8B63,955
Blurred Line Between Espionage and Truth,2012-02-27,Business Day,http://www.nytimes.com/2012/02/27/business/media/white-house-uses-espionage-act-to-pursue-leak-cases-media-equation.html,1016
Corrections: February 28,2012-02-28,Corrections,http://www.nytimes.com/2012/02/28/pageoneplus/corrections-february-28.html,535
Corrections,2012-02-28,Corrections; New York and Region,http://query.nytimes.com/gst/fullpage.html?res=9B00E0DC1F31F93BA15751C0A9649D8B63,78
Revolutionary Road,2012-02-28,T:Style,http://tmagazine.blogs.nytimes.com/2012/02/28/revolutionary-road/,615
Testimony on Al Qaeda Is Required in Plea Deal,2012-03-01,U.S.,http://www.nytimes.com/2012/03/01/us/majid-khan-pleads-guilty-to-terrorism-plots-in-military-court.html,961
"Pakistan Battles Militants, in Worst Fighting in Months",2012-03-03,World,http://www.nytimes.com/2012/03/03/world/asia/pakistani-soldiers-killed-in-clash-with-militants.html,1023
Revolutionary Road,2012-03-04,Style; Magazine,http://query.nytimes.com/gst/fullpage.html?res=9B01E4DB1730F937A35750C0A9649D8B63,633
Speaking of the Dead,2012-03-05,Opinion,http://douthat.blogs.nytimes.com/2012/03/05/speaking-of-the-dead/,1212
A Granddaughter Returns to Pakistan,2012-03-05,World,http://atwar.blogs.nytimes.com/2012/03/05/a-granddaughter-returns-to-pakistan/,1597
"There’s Gambling, Floor Shows ... and ‘Full Auto’ in Las Vegas",2012-03-06,U.S.,http://www.nytimes.com/2012/03/06/us/las-vegas-gun-range-offers-new-way-to-let-loose.html,1183
Panetta Warns Iran: 'We Will Act',2012-03-06,U.S.,http://thecaucus.blogs.nytimes.com/2012/03/06/panetta-warns-iran-we-will-act/,343
Super Tuesday,2012-03-07,Opinion,http://www.nytimes.com/2012/03/07/opinion/super-tuesday.html,606
A Personal Quest to Clarify Bin Laden’s Last Days Yields Vexing Accounts,2012-03-08,World,http://www.nytimes.com/2012/03/08/world/asia/quest-to-clarify-bin-ladens-last-days-in-pakistan-yields-vexing-accounts.html,1429
Obama Campaign Video Highlights First Term,2012-03-08,U.S.,http://thecaucus.blogs.nytimes.com/2012/03/08/obama-campaign-video-highlights-first-term/,310
Bin Laden’s Wives Charged With Illegal Entry to Pakistan,2012-03-09,World,http://www.nytimes.com/2012/03/09/world/asia/bin-ladens-wives-charged-with-illegal-entry-to-pakistan.html,359
"The Old New Here, the New New There",2012-03-09,Arts,http://www.nytimes.com/2012/03/09/arts/design/armory-show-modern-and-contemporary-at-piers-92-and-94.html,1068
A Bit of Gloss on Obama's Presidency,2012-03-09,Movies; U.S.,http://query.nytimes.com/gst/fullpage.html?res=9B0DE7DC1338F93AA35750C0A9649D8B63,328
Pakistan Picks New Director for Spy Agency,2012-03-10,World,http://www.nytimes.com/2012/03/10/world/asia/powerful-pakistan-intelligence-agency-the-isi-gets-new-leader.html,714
"Approval Ratings, Gas Prices and Statistical Noise",2012-03-12,U.S.,http://fivethirtyeight.blogs.nytimes.com/2012/03/12/approval-ratings-gas-prices-and-statistical-noise/,1722
Events in Afghanistan Could Shape 2012 Race,2012-03-13,U.S.,http://thecaucus.blogs.nytimes.com/2012/03/13/events-in-afghanistan-could-shape-2012-race/,1158
Afghan Killings Reverberate in Congress,2012-03-13,U.S.,http://thecaucus.blogs.nytimes.com/2012/03/13/afghan-killings-reverberate-in-congress/,430
Wait. Wasn't Obama Winning?,2012-03-13,Opinion,http://campaignstops.blogs.nytimes.com/2012/03/13/wait-wasnt-obama-winning/,810
"Afghanistan: A Massacre, Then Questions",2012-03-14,U.S.,http://query.nytimes.com/gst/fullpage.html?res=9805E6DF133BF937A25750C0A9649D8B63,448
Chasing Radicals (and Breaking the Rule of Law),2012-03-15,Books,http://www.nytimes.com/2012/03/15/books/tim-weiners-enemies-and-fbi-counterintelligence.html,1087
"With Video, Obama Looks to Expand Campaign’s Reach Through Social Media",2012-03-15,U.S.,http://www.nytimes.com/2012/03/15/us/politics/with-youtube-video-obama-looks-to-expand-social-media-reach.html,834
Obama Campaign Video Serves Up a Heroic Vision of Catastrophe Averted,2012-03-16,U.S.,http://www.nytimes.com/2012/03/16/us/politics/review-of-obama-campaign-video-the-road-weve-traveled.html,622
Archbishop of Canterbury to Step Down at End of Year,2012-03-17,World,http://www.nytimes.com/2012/03/17/world/europe/archbishop-of-canterbury-rowan-williams-to-resign-at-end-of-year.html,1182
Bin Laden Plot Against Obama Outlined in Documents,2012-03-17,World,http://www.nytimes.com/2012/03/17/world/asia/details-emerge-of-osama-bin-laden-plot-on-barack-obama.html,425
Fear Factor,2012-03-18,Books,http://www.nytimes.com/2012/03/18/books/review/david-c-ungers-the-emergency-state.html,672
"In Delhi, Rushdie Issues a Battle Cry ",2012-03-18,World,http://india.blogs.nytimes.com/2012/03/18/in-delhi-rushdie-issues-a-battle-cry/,826
A Wave of Military Memoirs With You-Are-There Appeal,2012-03-19,Books,http://www.nytimes.com/2012/03/19/books/new-military-memoirs-find-an-audience.html,1102
Drones at Issue as U.S. Rebuilds Ties to Pakistan,2012-03-19,World,http://www.nytimes.com/2012/03/19/world/asia/drones-at-issue-as-pakistan-tries-to-mend-us-ties.html,1338
Pakistani Parliament Demands End to U.S. Drone Strikes,2012-03-21,World,http://www.nytimes.com/2012/03/21/world/asia/pakistani-parliament-demands-end-to-us-drone-strikes.html,653
Karl Rove Is Not Impressed,2012-03-22,Opinion,http://loyalopposition.blogs.nytimes.com/2012/03/22/karl-rove-is-not-impressed/,427
Guest Post | 10 Ways to Talk to Students About Sensitive Issues in the News,2012-03-23,U.S.,http://learning.blogs.nytimes.com/2012/03/23/10-ways-to-talk-to-students-about-sensitive-issues-in-the-news/,2311
U.S. Plans No Charges Over Deadly Strike in Pakistan,2012-03-25,World,http://www.nytimes.com/2012/03/25/world/asia/us-plans-no-disciplinary-charges-in-strike-that-killed-24-pakistanis.html,1198
Obama Urges China to Restrain North Korea as He Praises South’s Successes,2012-03-27,World,http://www.nytimes.com/2012/03/27/world/asia/president-obama-in-south-korea.html,983
Gentleman Who Finds Terrorism Amusing,2012-03-27,Books,http://www.nytimes.com/2012/03/27/books/lionel-shrivers-new-republic-has-echoes-of-sept-11.html,1016
U.S. and Pakistan Take Step to Mend Relations,2012-03-28,World,http://www.nytimes.com/2012/03/28/world/asia/aiming-to-mend-ties-obama-and-pakistani-prime-minister-meet.html,591
How War Came Home to Stay,2012-03-29,Books,http://www.nytimes.com/2012/03/29/books/drift-by-rachel-maddow-of-msnbc-traces-american-militarism.html,922
Young Takes First Steps Into Uncertain Future,2012-03-29,Sports,http://www.nytimes.com/2012/03/29/sports/baseball/mets-young-takes-first-steps-into-uncertain-future.html,727
Former Ambassador to U.S. Cites Threats in Pakistan Over Memo Case,2012-03-30,World,http://www.nytimes.com/2012/03/30/world/asia/husain-haqqani-cites-threats-in-pakistan.html,533
"In Hiding, Bin Laden Had Four Children and Five Houses",2012-03-30,World,http://www.nytimes.com/2012/03/30/world/asia/on-run-bin-laden-had-4-children-and-5-houses-a-wife-says.html,1132
Pakistan Court Orders Deportation of Bin Laden’s Wives,2012-04-03,World,http://www.nytimes.com/2012/04/03/world/asia/pakistan-court-orders-deportation-of-bin-ladens-wives.html,508
"Watergate Reporting, the Second Draft",2012-04-03,Arts,http://www.nytimes.com/2012/04/03/arts/television/robert-redford-to-produce-a-documentary-about-watergate.html,871
Inside The Times,2012-04-03,New York and Region,http://query.nytimes.com/gst/fullpage.html?res=9C0DE1DB113FF930A35757C0A9649D8B63,794
"Watergate Reporting, the Second Draft",2012-04-03,Arts,http://query.nytimes.com/gst/fullpage.html?res=9D03E2DF113FF930A35757C0A9649D8B63,871
Pakistani Scoffs at New U.S. Bounty on Him,2012-04-03,,http://thelede.blogs.nytimes.com/2012/04/03/pakistani-scoffs-at-new-u-s-bounty-on-him/,519
Should the U.S. Leave Afghanistan Now?,2012-04-03,Opinion,http://www.nytimes.com/roomfordebate/2012/04/03/should-the-us-leave-afghanistan-now/,3358
Corrections: April 4,2012-04-04,Corrections,http://www.nytimes.com/2012/04/04/pageoneplus/corrections-april-4.html,586
Corrections,2012-04-04,Corrections; New York and Region,http://query.nytimes.com/gst/fullpage.html?res=9802E3D71F3FF937A35757C0A9649D8B63,59
Obama Embraces National Security as Campaign Issue,2012-04-07,U.S.,http://www.nytimes.com/2012/04/07/us/politics/obama-embraces-national-security-as-campaign-issue.html,1050
Remaking History,2012-04-08,Books,http://www.nytimes.com/2012/04/08/books/review/the-mirage-a-novel-by-matt-ruff.html,932
"To Replace Bin Laden on Most Wanted List, a Teacher in a Pornography Case",2012-04-11,U.S.,http://www.nytimes.com/2012/04/11/us/osama-bin-laden-replaced-on-fbis-most-wanted-list.html,731
"The Science of Obituaries: Dead Pools, Obits in the Can and More",2012-04-16,Opinion,http://publiceditor.blogs.nytimes.com/2012/04/16/the-science-of-obituaries-dead-pools-obits-in-the-can-and-more/,2266
"Notes on Poll-Watching, as Shift Toward General Election Season Begins",2012-04-16,U.S.,http://fivethirtyeight.blogs.nytimes.com/2012/04/16/notes-on-poll-watching-as-shift-toward-general-election-season-begins/,2050
"2012 Pulitzer Prizes for Letters, Drama and Music",2012-04-17,Arts,http://www.nytimes.com/2012/04/17/arts/2012-pulitzer-prizes-for-letters-drama-and-music.html,970
Court in Brooklyn to Hear Testimony From a Qaeda 'Supergrass',2012-04-18,,http://thelede.blogs.nytimes.com/2012/04/18/court-in-brooklyn-to-hear-testimony-from-a-qaeda-supergrass/,862
"In Ohio, Hurdles for Both Candidates",2012-04-19,U.S.,http://www.nytimes.com/2012/04/19/us/politics/obama-and-romney-face-hurdles-in-ohio-among-white-working-class-voters.html,1117
Norwegian Defends Shooting and Regrets Death Toll Wasn’t Higher,2012-04-20,World,http://www.nytimes.com/2012/04/20/world/europe/norwegian-says-attack-was-in-the-works-for-years.html,1031
Filmmaker’s Newest Work Is About ... Something,2012-04-22,Movies,http://www.nytimes.com/2012/04/22/movies/paul-thomas-anderson-film-may-be-about-scientology.html,1859
Iranians Say They Took Secret Data From Drone,2012-04-23,World,http://www.nytimes.com/2012/04/23/world/middleeast/iranians-say-they-took-secret-data-from-drone.html,586
A Would-Be Shoe Bomber Testifies in a Terror Trial,2012-04-24,N.Y. / Region,http://www.nytimes.com/2012/04/24/nyregion/at-adis-medunjanins-terror-trial-a-would-be-shoe-bomber-testifies.html,637
No Pressure: Just Make Obama Laugh,2012-04-25,Arts,http://www.nytimes.com/2012/04/25/arts/television/jimmy-kimmel-at-white-house-correspondents-dinner.html,1103
What Do Springtime Polls Tell Us About the General Election?,2012-04-25,U.S.,http://fivethirtyeight.blogs.nytimes.com/2012/04/25/what-do-springtime-polls-tell-us-about-the-general-election/,699
Biden Paints Romney as Out of Touch on Foreign Policy,2012-04-26,U.S.,http://thecaucus.blogs.nytimes.com/2012/04/26/in-speech-biden-paints-romney-as-out-of-touch-on-foreign-policy/,1002
Pakistani Prime Minister Is Spared Jail but Faces More Battles,2012-04-27,World,http://www.nytimes.com/2012/04/27/world/asia/pakistani-premier-gilani-found-guilty-of-contempt.html,989
"Romney Uses ‘Cold War Prism,’ Biden Says in Foreign Policy Attack",2012-04-27,U.S.,http://www.nytimes.com/2012/04/27/us/politics/joe-biden-criticizes-mitt-romney-as-weak-on-foreign-policy.html,922
The Early Word: No Rush,2012-04-27,U.S.,http://thecaucus.blogs.nytimes.com/2012/04/27/the-early-word-no-rush/,284
Romney Campaign Tries to Paint Obama as Too Cool,2012-04-27,U.S.,http://thecaucus.blogs.nytimes.com/2012/04/27/romney-campaign-tries-to-paint-obama-as-too-cool/,600
Osama Bin Laden Joins the U.S. Presidential Race,2012-04-27,World,http://rendezvous.blogs.nytimes.com/2012/04/27/osama-bin-laden-joins-the-u-s-presidential-race/,677
"Bin Laden's Death Made U.S. Safe, Panetta Says, Recalling 'Nail-Biting Moments' of Raid",2012-04-27,World,http://atwar.blogs.nytimes.com/2012/04/27/bin-ladens-death-made-u-s-safe-panetta-says-recalling-nail-biting-moments-of-raid/,340
"Obama Trumpets Killing of Bin Laden, and Critics Pounce",2012-04-28,U.S.,http://www.nytimes.com/2012/04/28/us/politics/critics-pounce-on-obamas-trumpeting-of-bin-laden-death.html,1081
United States Talks Fail as Pakistanis Seek Apology,2012-04-28,World,http://www.nytimes.com/2012/04/28/world/asia/talks-between-us-and-pakistan-fail-over-airstrike-apology.html,1168
"Raid to Kill Bin Laden Helped United States, Panetta Says",2012-04-28,U.S.,http://www.nytimes.com/2012/04/28/us/raid-to-kill-bin-laden-helped-us-panetta-says.html,674
The Weekend Word: Power Struggle,2012-04-28,U.S.,http://thecaucus.blogs.nytimes.com/2012/04/28/the-weekend-word-power-struggle/,599
"Sunday Breakfast Menu, April 29",2012-04-28,U.S.,http://thecaucus.blogs.nytimes.com/2012/04/28/sunday-breakfast-menu-april-29-2/,283
Warrior in Chief,2012-04-29,Opinion,http://www.nytimes.com/2012/04/29/opinion/sunday/president-obama-warrior-in-chief.html,1949
Much Fodder for Obama at White House Journalists’ Event,2012-04-29,U.S.,http://www.nytimes.com/2012/04/29/us/politics/obama-targets-romney-at-white-house-correspondents-dinner.html,592
What's On Sunday,2012-04-29,New York and Region,http://query.nytimes.com/gst/fullpage.html?res=9405E0D81338F93AA15757C0A9649D8B63,724
"In Terrorists’ Testimony, a Rare, Intimate Look Into a Secretive World",2012-04-30,N.Y. / Region,http://www.nytimes.com/2012/04/30/nyregion/testimony-of-4-admitted-terrorists-gives-a-rare-view-of-al-qaeda.html,1163
"Hardly a Close Ally, Clinton Teams With Obama to Raise Cash and Votes",2012-04-30,U.S.,http://www.nytimes.com/2012/04/30/us/politics/bill-clinton-teams-with-obama-to-raise-cash-and-win-votes.html,1074
Credit for Bin Laden's Death,2012-04-30,Opinion,http://www.nytimes.com/2012/05/01/opinion/credit-for-bin-ladens-death.html,97
Finish Off Al Qaeda. Stop Trying to Fix Afghanistan.,2012-04-30,Opinion,http://www.nytimes.com/2012/05/01/opinion/finish-off-al-qaeda-stop-trying-to-fix-afghanistan.html,879
Romney Says He Would Have Ordered Bin Laden Killing,2012-04-30,U.S.,http://thecaucus.blogs.nytimes.com/2012/04/30/romney-says-he-would-have-ordered-bin-laden-killing/,651
Credit for Bin Laden&#8217;s Death,2012-05-01,Opinion,http://www.nytimes.com/2012/05/01/opinion/credit-for-bin-ladens-death.html,96
Finish Off Al Qaeda. Stop Trying to Fix Afghanistan.,2012-05-01,Opinion,http://www.nytimes.com/2012/05/01/opinion/finish-off-al-qaeda-stop-trying-to-fix-afghanistan.html,851
Role of Torture Revisited in Bin Laden Narrative,2012-05-01,World,http://www.nytimes.com/2012/05/01/world/americas/senators-reject-claim-that-torture-helped-hunt-for-bin-laden.html,607
Warfare or Courtship in 2012?,2012-05-01,Opinion,http://www.nytimes.com/2012/05/01/opinion/brooks-warfare-or-courtship-in-2012.html,808
Bin Laden Death Anniversary Prompts Increased Security,2012-05-01,World,http://www.nytimes.com/2012/05/01/world/bin-laden-death-anniversary-prompts-increased-security.html,308
Obama and Romney Spar Over Death of Bin Laden,2012-05-01,U.S.,http://www.nytimes.com/2012/05/01/us/politics/obama-and-romney-spar-over-invoking-of-bin-ladens-raid.html,948
Inside The Times,2012-05-01,New York and Region,http://query.nytimes.com/gst/fullpage.html?res=9B00E0D71F38F932A35756C0A9649D8B63,606
Obama's Use of American Military Might,2012-05-01,Opinion,http://www.nytimes.com/2012/05/02/opinion/obamas-use-of-american-military-might.html,426
"In Speech, Obama Says U.S. Will Stand by Afghans After Troop Withdrawal",2012-05-01,World,http://www.nytimes.com/2012/05/02/world/asia/president-obama-visits-kabul-to-sign-partnership-with-afghanistan.html,903
A GRAY WEEKEND IN ABBOTTABAD,2012-05-01,,http://query.nytimes.com/gst/fullpage.html?res=9F03E3D71F38F932A35756C0A9649D8B63,0
Playing Politics on an Anniversary,2012-05-01,N.Y. / Region,http://cityroom.blogs.nytimes.com/2012/05/01/playing-politics-on-an-anniversary/,698
The Osama bin Laden Question,2012-05-01,Opinion,http://takingnote.blogs.nytimes.com/2012/05/01/the-osama-bin-laden-question/,357
Obama's Afghanistan Trip Could Escalate Political Criticism,2012-05-01,U.S.,http://thecaucus.blogs.nytimes.com/2012/05/01/obamas-afghanistan-trip-could-escalate-political-criticism/,756
"Romney, Near Ground Zero, Faults Obama for Politicizing Raid ",2012-05-01,U.S.,http://thecaucus.blogs.nytimes.com/2012/05/01/romney-near-ground-zero-faults-obama-for-politicizing-raid/,641
What a Long Way Republicans Have Come,2012-05-01,Opinion,http://takingnote.blogs.nytimes.com/2012/05/01/what-a-long-way-republicans-have-come/,351
President Obama Speaks on the War From Afghanistan,2012-05-01,World,http://atwar.blogs.nytimes.com/2012/05/01/president-obama-speaks-on-the-war-from-afghanistan/,518
Boasting About Bin Laden,2012-05-01,Opinion,http://campaignstops.blogs.nytimes.com/2012/05/01/boasting-about-bin-laden/,1005
"Obama Signs Pact in Kabul, Turning Page in Afghan War",2012-05-02,World,http://www.nytimes.com/2012/05/02/world/asia/obama-lands-in-kabul-on-unannounced-visit.html,1542
Obama’s Use of American Military Might,2012-05-02,Opinion,http://www.nytimes.com/2012/05/02/opinion/obamas-use-of-american-military-might.html,425
"In Speech, Obama Says U.S. Will Stand by Afghans After Troop Withdrawal",2012-05-02,World,http://www.nytimes.com/2012/05/02/world/asia/president-obama-visits-kabul-to-sign-partnership-with-afghanistan.html,903
Text of Obama’s Speech in Afghanistan,2012-05-02,World,http://www.nytimes.com/2012/05/02/world/asia/text-obamas-speech-in-afghanistan.html,1566
Missed Chance,2012-05-02,Opinion,http://www.nytimes.com/2012/05/02/opinion/missed-chance.html,601
What's On Today,2012-05-02,Arts,http://query.nytimes.com/gst/fullpage.html?res=940DE0DE173BF931A35756C0A9649D8B63,741
America's Future Role in Afghanistan,2012-05-02,Opinion,http://www.nytimes.com/2012/05/03/opinion/americas-future-role-in-afghanistan.html,436
The Early Word: Winding Down,2012-05-02,U.S.,http://thecaucus.blogs.nytimes.com/2012/05/02/the-early-word-winding-down/,404
Romney Confronts Power of the Presidency,2012-05-02,U.S.,http://thecaucus.blogs.nytimes.com/2012/05/02/romney-confronts-power-of-the-presidency/,1013
Is Obama More Popular Than He Should Be?,2012-05-02,U.S.,http://fivethirtyeight.blogs.nytimes.com/2012/05/02/is-obama-more-popular-than-he-should-be/,1118
The Country and the City,2012-05-02,Opinion,http://opinionator.blogs.nytimes.com/2012/05/02/the-country-and-the-city/,1359
Things That Really Matter,2012-05-02,Opinion,http://campaignstops.blogs.nytimes.com/2012/05/02/things-that-really-matter/,1092
America’s Future Role in Afghanistan,2012-05-03,Opinion,http://www.nytimes.com/2012/05/03/opinion/americas-future-role-in-afghanistan.html,435
A Delicate New Balance on National Security,2012-05-03,U.S.,http://www.nytimes.com/2012/05/03/us/politics/for-obama-a-delicate-new-balance-on-national-security.html,1153
Changing the Subject,2012-05-03,Opinion,http://www.nytimes.com/2012/05/03/opinion/collins-changing-the-subject.html,817
Fallout of Bin Laden Raid: Aid Groups in Pakistan Are Suspect,2012-05-03,World,http://www.nytimes.com/2012/05/03/world/asia/bin-laden-raid-fallout-aid-groups-in-pakistan-are-suspect.html,1684
A Ride Cloaked in Secrecy,2012-05-03,Multimedia,http://lens.blogs.nytimes.com/2012/05/03/a-ride-cloaked-in-secrecy/,966
From the Desk of Osama bin Laden,2012-05-03,World,http://atwar.blogs.nytimes.com/2012/05/03/from-the-desk-of-osama-bin-laden/,486
Letters From the Bin Laden Compound,2012-05-04,World,http://www.nytimes.com/interactive/2012/05/04/world/asia/04binladen-text.html,10
Recovered Bin Laden Letters Show a Divided Al Qaeda,2012-05-04,World,http://www.nytimes.com/2012/05/04/world/recovered-documents-show-a-divided-al-qaeda.html,1180
"Bin Laden’s End, From the Beginning",2012-05-04,Books,http://www.nytimes.com/2012/05/04/books/manhunt-by-peter-l-bergen-about-the-bin-laden-killing.html,1577
Al Qaeda on the Media,2012-05-04,U.S.,http://thecaucus.blogs.nytimes.com/2012/05/04/al-qaeda-on-the-media/,561
Heartland Pulls Billboard on Global Warming,2012-05-04,Science,http://green.blogs.nytimes.com/2012/05/04/a-new-tactic-for-climate-skeptics/,413
"Suicide Bomber Attacks Market in Pakistan, Killing at Least 26",2012-05-05,World,http://www.nytimes.com/2012/05/05/world/asia/suicide-bomber-attacks-check-post-in-pakistan.html,494
"On Sundays, Tight Obama Circle Sizes Up Election",2012-05-05,U.S.,http://www.nytimes.com/2012/05/05/us/politics/at-sunday-meetings-team-obama-prepares-for-a-tough-fight.html,1296
"Sunday Breakfast Menu, May 6",2012-05-05,U.S.,http://thecaucus.blogs.nytimes.com/2012/05/05/sunday-breakfast-menu-may-6/,541
Obama Formally Kicks Off Campaign in Ohio and Virginia,2012-05-06,U.S.,http://www.nytimes.com/2012/05/06/us/politics/obama-holds-large-campaign-rallies-in-ohio-and-virginia.html,1097
What's On Sunday,2012-05-06,New York and Region,http://query.nytimes.com/gst/fullpage.html?res=9804E5DD1F3BF935A35756C0A9649D8B63,732
Global Warming Ad Quickly Dropped,2012-05-06,U.S.,http://query.nytimes.com/gst/fullpage.html?res=9C01EED91E3BF935A35756C0A9649D8B63,430
Militant Tied to Ship Bombing Is Said to Be Killed,2012-05-07,World,http://www.nytimes.com/2012/05/07/world/middleeast/militant-tied-to-bombing-of-uss-cole-said-to-be-killed-in-airstrike.html,938
"After War Room, Heading Ivy League Classroom",2012-05-07,U.S.,http://www.nytimes.com/2012/05/07/us/retired-military-officers-teaching-at-ivy-league-schools.html,1292
New Obama Ad Focuses on Finishing the Job,2012-05-07,U.S.,http://thecaucus.blogs.nytimes.com/2012/05/07/new-obama-ad-focuses-on-finishing-the-job/,246
Kidnapped American Makes Appeal to Obama in Qaeda Video,2012-05-08,World,http://www.nytimes.com/2012/05/08/world/asia/kidnapped-american-warren-weinstein-appears-in-qaeda-video.html,749
"Qaeda Plot to Attack Plane Foiled, U.S. Officials Say",2012-05-08,World,http://www.nytimes.com/2012/05/08/world/middleeast/us-says-terrorist-plot-to-attack-plane-foiled.html,1027
Ad Watch: A Big Advertising Buy as the Incumbent Sets Out to Offer a New Narrative,2012-05-08,U.S.,http://query.nytimes.com/gst/fullpage.html?res=9A0DE2D8173AF93BA35756C0A9649D8B63,264
How Pakistan Lets Terrorism Fester,2012-05-11,Opinion,http://www.nytimes.com/2012/05/11/opinion/how-pakistan-lets-terrorism-fester.html,1016
The Poetry of Al Qaeda and the Taliban,2012-05-13,Opinion,http://www.nytimes.com/2012/05/13/opinion/sunday/militant-ideals-captured-in-poetry.html,1052
How Should Obama Appeal to the Disenchanted?,2012-05-15,Opinion,http://www.nytimes.com/roomfordebate/2012/05/15/how-should-obama-appeal-to-the-disenchanted/,2757
Romney Campaign Tries to Block Reporters ,2012-05-16,U.S.,http://thecaucus.blogs.nytimes.com/2012/05/16/romney-campaign-tries-to-block-reporters/,818
"If You Were So Inclined, You Could Stick It on a Bumper",2012-05-17,Books,http://www.nytimes.com/2012/05/17/books/edward-kleins-invective-laden-obama-book.html,1067
"Romney Camp Tries to Limit Reporters&#8217; Access, and Rope Line Ruckus Erupts",2012-05-17,U.S.,http://www.nytimes.com/2012/05/17/us/politics/romney-camp-tries-to-limit-reporters-access-and-rope-line-ruckus-erupts.html,703
Supply Lines Cast Shadow at NATO Meeting on Afghan War,2012-05-21,World,http://www.nytimes.com/2012/05/21/world/two-critical-ties-in-play-for-obama-at-nato-meeting.html,1337
CNN's Shrinking Prime-Time Audience,2012-05-22,Business,http://mediadecoder.blogs.nytimes.com/2012/05/22/number-of-cnn-viewers-in-prime-time-keeps-on-shrinking/,348
New Obama Ads Focus on Medicare and Veterans,2012-05-23,U.S.,http://thecaucus.blogs.nytimes.com/2012/05/23/new-obama-ads-focus-on-medicare-and-veterans/,377
Prison Term for Helping C.I.A. Find Bin Laden,2012-05-24,World,http://www.nytimes.com/2012/05/24/world/asia/doctor-who-helped-find-bin-laden-given-jail-term-official-says.html,609
"Military Will Remain Strong With Cuts, Obama Tells Cadets",2012-05-24,U.S.,http://www.nytimes.com/2012/05/24/us/politics/military-will-withstand-cuts-obama-says.html,733
Senate Panel Holds Up Aid to Pakistan,2012-05-24,U.S.,http://thecaucus.blogs.nytimes.com/2012/05/24/senate-panel-holds-up-aid-to-pakistan/,400
Drone Strikes Continue in Pakistan as Tension Increases and Senate Panel Cuts Aid,2012-05-25,World,http://www.nytimes.com/2012/05/25/world/asia/pakistan-says-us-drone-strike-kills-suspected-militants.html,593
Could Obama Win the Military Vote?,2012-05-25,U.S.,http://thecaucus.blogs.nytimes.com/2012/05/25/could-obama-win-the-military-vote/,971
"After Digs at His Predecessor, Obama Will Host Bushes at White House",2012-05-25,U.S.,http://thecaucus.blogs.nytimes.com/2012/05/25/after-digs-at-his-predecessor-obama-will-host-bushes-at-white-house/,565
"Best Sellers: E-Book Nonfiction: Sunday, May 27th 2012",2012-05-27,Books; Arts,http://query.nytimes.com/gst/fullpage.html?res=9902E0D6123EF934A15756C0A9649D8B63,951
Frustrations Grow as U.S. and Pakistan Fail to Mend Ties,2012-05-28,World,http://www.nytimes.com/2012/05/28/world/asia/frustrations-as-us-and-pakistan-fail-to-mend-ties.html,1282
Secret ‘Kill List’ Proves a Test of Obama’s Principles and Will,2012-05-29,World,http://www.nytimes.com/2012/05/29/world/obamas-leadership-in-war-on-al-qaeda.html,6011
"Cable News Ratings Fall Across the Board, From Fox to MSNBC",2012-05-30,Business,http://mediadecoder.blogs.nytimes.com/2012/05/30/cable-news-ratings-fall-across-the-board-from-fox-to-msnbc/,293
New Details Emerge on Conviction of Pakistani Who Aided Bin Laden Search,2012-05-31,World,http://www.nytimes.com/2012/05/31/world/asia/new-details-on-conviction-of-shakil-afridi-pakistani-doctor-who-aided-cia-in-tracking-osama-bin-laden.html,773
Some G.O.P. Foreign Policy Experts Are Tepid on Romney,2012-05-31,U.S.,http://www.nytimes.com/2012/05/31/us/politics/republican-foreign-policy-establishment-slow-to-embrace-romney.html,1153
U.S. Liaisons Are Restored to Outpost in Pakistan,2012-06-01,World,http://www.nytimes.com/2012/06/01/world/asia/us-liaisons-restored-to-outpost-in-pakistan.html,698
The Doctor Who Wouldn't Vaccinate ,2012-06-01,Opinion,http://latitude.blogs.nytimes.com/2012/06/01/pakistani-doctors-work-for-the-cia-undermines-vaccinations-campaigns-everywhere/,519
Obama's Counterterrorism Actions Complicate Republican Strategy,2012-06-01,U.S.,http://thecaucus.blogs.nytimes.com/2012/06/01/obamas-counterterrorism-actions-complicate-republican-strategy/,991
Pakistan: Doctor&#8217;s Conviction Appealed,2012-06-02,World,http://www.nytimes.com/2012/06/02/world/asia/pakistan-doctors-conviction-appealed.html,121
"At Museum on 9/11, Talking Through an Identity Crisis",2012-06-03,Arts,http://www.nytimes.com/2012/06/03/arts/design/sept-11-memorial-museums-fraught-task-to-tell-the-truth.html,4315
"Best Sellers: E-Book Nonfiction: Sunday, June 3rd 2012",2012-06-03,Books; Arts,http://query.nytimes.com/gst/fullpage.html?res=940DEED6123EF930A35755C0A9649D8B63,936
A Context for Terror,2012-06-04,Arts,http://www.nytimes.com/interactive/2012/06/04/arts/design/museum-panel.html,9801
Qaeda Deputy Targeted in Drone Strike in Pakistan,2012-06-05,World,http://www.nytimes.com/2012/06/05/world/asia/drone-strike-kills-14-in-pakistan.html,908
Elite Military Forces Are Denied in Bid for Expansion,2012-06-05,World,http://www.nytimes.com/2012/06/05/world/special-ops-leader-seeks-new-authority-and-is-denied.html,1125
