headline,date,section,url,word_count
President of Yemen Says It Is Pursuing 2 Men Wanted by the U.S.,2002-02-06,World; Washington,http://www.nytimes.com/2002/02/06/world/nation-challenged-region-president-yemen-says-it-pursuing-2-men-wanted-us.html,1109
Brazil Forum More Local Than Worldly,2002-02-07,World,http://www.nytimes.com/2002/02/07/world/brazil-forum-more-local-than-worldly.html,785
How Qaeda Linked Up With Malaysian Groups,2002-02-07,World; Washington,http://www.nytimes.com/2002/02/07/world/a-nation-challenged-asian-arena-how-qaeda-linked-up-with-malaysian-groups.html,1072
"QAEDA STILL ABLE TO STRIKE THE U.S., HEAD OF C.I.A. SAYS",2002-02-07,World; Front Page,http://www.nytimes.com/2002/02/07/world/nation-challenged-threat-qaeda-still-able-strike-us-head-cia-says.html,1088
Teenager Who Crashed Plane Praised Terrorists,2002-02-07,U.S.,http://www.nytimes.com/2002/02/07/us/teenager-who-crashed-plane-praised-terrorists.html,351
"QAEDA STILL ABLE TO STRIKE THE U.S., HEAD OF C.I.A. SAYS",2002-02-07,World; Front Page,http://www.nytimes.com/2002/02/07/world/nation-challenged-threat-qaeda-still-able-strike-us-head-cia-says.html,1088
Metro Briefing | New York: Queens: Heroin Named After Bin Laden,2002-02-08,New York and Region,http://www.nytimes.com/2002/02/08/nyregion/metro-briefing-new-york-queens-heroin-named-after-bin-laden.html,102
Afghan and Pakistani Pledge To Move Beyond Old Grudges,2002-02-09,World; Washington,http://www.nytimes.com/2002/02/09/world/nation-challenged-new-leader-afghan-pakistani-pledge-move-beyond-old-grudges.html,658
HIGH TALIBAN AIDE IS IN U.S. CUSTODY AT KANDAHAR BASE,2002-02-09,World; Front Page,http://www.nytimes.com/2002/02/09/world/nation-challenged-military-high-taliban-aide-us-custody-kandahar-base.html,1000
U.S. War Victim Rode Into Afghan Turf Fight,2002-02-09,World; Washington,http://www.nytimes.com/2002/02/09/world/a-nation-challenged-a-soldier-s-story-us-war-victim-rode-into-afghan-turf-fight.html,1407
Uncertain Toll in the Fog of War: Civilian Deaths in Afghanistan,2002-02-10,World; Washington,http://www.nytimes.com/2002/02/10/world/nation-challenged-casualties-uncertain-toll-fog-war-civilian-deaths-afghanistan.html,2004
"Blunt Question, Blunt Answer",2002-02-10,Opinion,http://www.nytimes.com/2002/02/10/opinion/blunt-question-blunt-answer.html,753
How Should U.S. Answer Hate?,2002-02-10,Opinion,http://www.nytimes.com/2002/02/10/opinion/l-how-should-us-answer-hate-558028.html,113
February 3-9; FRONT LINES,2002-02-10,Washington; Week in Review,http://www.nytimes.com/2002/02/10/weekinreview/february-3-9-front-lines.html,810
A New Scrutiny of Somalia as the Old Anarchy Reigns,2002-02-10,World; Washington,http://www.nytimes.com/2002/02/10/world/a-new-scrutiny-of-somalia-as-the-old-anarchy-reigns.html,1544
U.S. Troops Search for Clues To Victims of Missile Strike,2002-02-11,World; Washington,http://www.nytimes.com/2002/02/11/world/nation-challenged-raid-s-aftermath-us-troops-search-for-clues-victims-missile.html,1025
Advice to a Superpower,2002-02-11,Opinion,http://www.nytimes.com/2002/02/11/opinion/advice-to-a-superpower.html,1015
Working to Unite Stars and Factions at ABC News,2002-02-11,Business,http://www.nytimes.com/2002/02/11/business/media-working-to-unite-stars-and-factions-at-abc-news.html,1418
No to Nation-Building,2002-02-11,Opinion,http://www.nytimes.com/2002/02/11/opinion/l-no-to-nation-building-536288.html,140
Jordanian-American Guilty in New Year's 2000 Attack Plot,2002-02-12,World,http://www.nytimes.com/2002/02/12/world/nation-challenged-terror-conviction-jordanian-american-guilty-new-year-s-2000.html,451
Lawyer Requests Change of Venue for Trial,2002-02-12,New York and Region,http://www.nytimes.com/2002/02/12/nyregion/nation-challenged-embassy-bombings-case-lawyer-requests-change-venue-for-trial.html,591
Karachi's Dark Past Lingers Over Efforts For a Brighter Future,2002-02-12,World; Washington,http://www.nytimes.com/2002/02/12/world/nation-challenged-karachi-karachi-s-dark-past-lingers-over-efforts-for-brighter.html,1007
"For Outsiders in Saudi Arabia, Worship Comes With a Risk",2002-02-12,World,http://www.nytimes.com/2002/02/12/world/for-outsiders-in-saudi-arabia-worship-comes-with-a-risk.html,1050
Pakistan Holds 2 Ex-Agents in Kidnapping,2002-02-12,World; Washington,http://www.nytimes.com/2002/02/12/world/a-nation-challenged-journalists-pakistan-holds-2-ex-agents-in-kidnapping.html,595
Campuses Across America Are Adding 'Sept. 11 101' to Curriculums,2002-02-12,Education; U.S.,http://www.nytimes.com/2002/02/12/us/nation-challenged-college-classes-campuses-across-america-are-adding-sept-11-101.html,1140
"U.S. Defends Missile Strike, Saying Attack Was Justified",2002-02-12,World; Washington,http://www.nytimes.com/2002/02/12/world/nation-challenged-raid-s-aftermath-us-defends-missile-strike-saying-attack-was.html,722
NEWS SUMMARY,2002-02-13,New York and Region,http://www.nytimes.com/2002/02/13/nyregion/news-summary-599557.html,849
Afghan Official Says Pakistanis Helped bin Laden Evade Capture,2002-02-13,World,http://www.nytimes.com/2002/02/13/world/nation-challenged-accusations-afghan-official-says-pakistanis-helped-bin-laden.html,371
Pakistan Officials Arrest a Key Suspect in Pearl Kidnapping,2002-02-13,World,http://www.nytimes.com/2002/02/13/world/nation-challenged-journalists-pakistan-officials-arrest-key-suspect-pearl.html,684
Some in F.B.I. Alert Are Thought to Belong to Al Qaeda,2002-02-13,U.S.,http://www.nytimes.com/2002/02/13/us/nation-challenged-warning-some-fbi-alert-are-thought-belong-al-qaeda.html,900
A Qaeda Leader Is Reported To Plan New Raids on U.S.,2002-02-14,World; Front Page,http://www.nytimes.com/2002/02/14/world/nation-challenged-bin-laden-s-network-qaeda-leader-reported-plan-new-raids-us.html,1247
The Philippine Wars,2002-02-15,Opinion,http://www.nytimes.com/2002/02/15/opinion/the-philippine-wars.html,691
Six Named in Terror Warning Had Already Been Imprisoned,2002-02-15,U.S.,http://www.nytimes.com/2002/02/15/us/nation-challenged-alert-six-named-terror-warning-had-already-been-imprisoned.html,431
Early Concerns Fade Away As Competition Takes Over,2002-02-15,Sports,http://www.nytimes.com/2002/02/15/sports/olympics-security-early-concerns-fade-away-as-competition-takes-over.html,961
Yemen Fears Being Singed by a Home-Grown Firebrand,2002-02-15,World,http://www.nytimes.com/2002/02/15/world/a-nation-challenged-militants-yemen-fears-being-singed-by-a-home-grown-firebrand.html,1023
Corrections,2002-02-16,Corrections; New York and Region,http://www.nytimes.com/2002/02/16/nyregion/c-corrections-661074.html,78
F.B.I. Agents Say Student Freely Gave Cooperation,2002-02-16,New York and Region,http://www.nytimes.com/2002/02/16/nyregion/nation-challenged-material-witness-fbi-agents-say-student-freely-gave.html,533
"U.S. Leapt Before Looking, Angry Villagers Say",2002-02-17,World; Washington,http://www.nytimes.com/2002/02/17/world/a-nation-challenged-the-manhunt-us-leapt-before-looking-angry-villagers-say.html,1689
The World; A Question for Afghanistan: Who's the Proxy Here?,2002-02-17,Washington; Week in Review,http://www.nytimes.com/2002/02/17/weekinreview/the-world-a-question-for-afghanistan-who-s-the-proxy-here.html,1114
A Brush With Armageddon,2002-02-17,Arts; Books,http://www.nytimes.com/2002/02/17/books/a-brush-with-armageddon.html,1113
An Intriguing Signal From the Saudi Crown Prince,2002-02-17,Opinion,http://www.nytimes.com/2002/02/17/opinion/an-intriguing-signal-from-the-saudi-crown-prince.html,938
Student Facing Perjury Charges Will Testify to Police Abuses,2002-02-18,U.S.,http://www.nytimes.com/2002/02/18/us/nation-challenged-material-witness-student-facing-perjury-charges-will-testify.html,415
"Though Not Linked to Terrorism, Many Detainees Cannot Go Home",2002-02-18,Front Page; U.S.,http://www.nytimes.com/2002/02/18/us/nation-challenged-detainees-though-not-linked-terrorism-many-detainees-cannot-go.html,1739
Canada Alters Security Policies to Ease Concerns of U.S.,2002-02-18,World,http://www.nytimes.com/2002/02/18/world/nation-challenged-ottawa-canada-alters-security-policies-ease-concerns-us.html,1145
PENTAGON READIES EFFORTS TO SWAY SENTIMENT ABROAD,2002-02-19,World; Front Page; Washington,http://www.nytimes.com/2002/02/19/world/nation-challenged-hearts-minds-pentagon-readies-efforts-sway-sentiment-abroad.html,1433
Bored Saudi Youth Take Wild Side to the Street,2002-02-20,World,http://www.nytimes.com/2002/02/20/world/bored-saudi-youth-take-wild-side-to-the-street.html,1160
7 Families Sue bin Laden and Others for Billions,2002-02-20,U.S.; Washington,http://www.nytimes.com/2002/02/20/us/a-nation-challenged-the-victims-7-families-sue-bin-laden-and-others-for-billions.html,404
Managing the News,2002-02-20,Opinion,http://www.nytimes.com/2002/02/20/opinion/managing-the-news.html,316
Cheney Mixes Jokes With Tough Talk,2002-02-20,U.S.; Washington,http://www.nytimes.com/2002/02/20/us/a-nation-challenged-the-vice-president-cheney-mixes-jokes-with-tough-talk.html,704
NEWS SUMMARY,2002-02-20,New York and Region,http://www.nytimes.com/2002/02/20/nyregion/news-summary-717525.html,962
C.I.A. SEES THREAT AFGHAN FACTIONS MAY BRING CHAOS,2002-02-21,World; Front Page; Washington,http://www.nytimes.com/2002/02/21/world/nation-challenged-policy-divisions-cia-sees-threat-afghan-factions-may-bring.html,1408
Top Court Hears Argument On Execution of Retarded,2002-02-21,U.S.,http://www.nytimes.com/2002/02/21/us/top-court-hears-argument-on-execution-of-retarded.html,963
4 Arrested in Plot Against U.S. Embassy in Rome,2002-02-21,World,http://www.nytimes.com/2002/02/21/world/a-nation-challenged-suspects-4-arrested-in-plot-against-us-embassy-in-rome.html,552
G.I.'s Feared Dead in Crash In Philippines,2002-02-22,World,http://www.nytimes.com/2002/02/22/world/a-nation-challenged-pacific-arena-gi-s-feared-dead-in-crash-in-philippines.html,312
EBay Is Asked to Remove Trade Center Items,2002-02-22,New York and Region,http://www.nytimes.com/2002/02/22/nyregion/a-nation-challenged-annals-of-taste-ebay-is-asked-to-remove-trade-center-items.html,498
Mexican Puzzle: Is Missing Body A Most-Wanted Drug Kingpin?,2002-02-23,World,http://www.nytimes.com/2002/02/23/world/mexican-puzzle-is-missing-body-a-most-wanted-drug-kingpin.html,432
Indian Town's Seed Grew Into the Taliban's Code,2002-02-23,World,http://www.nytimes.com/2002/02/23/world/indian-town-s-seed-grew-into-the-taliban-s-code.html,1569
A Traveler To Saudi Arabia,2002-02-24,Opinion,http://www.nytimes.com/2002/02/24/opinion/a-traveler-to-saudi-arabia.html,838
Business; Insurers Find Profit in a New Risk Consciousness,2002-02-24,Business,http://www.nytimes.com/2002/02/24/business/business-insurers-find-profit-in-a-new-risk-consciousness.html,1233
Coyote Rummy,2002-02-24,Opinion,http://www.nytimes.com/2002/02/24/opinion/coyote-rummy.html,684
'Warrior Politics',2002-02-24,Arts; Books; Opinion,http://www.nytimes.com/2002/02/24/books/l-warrior-politics-625477.html,353
Words of 9/11 Go From Coffee Shops To the Dictionaries,2002-02-24,Washington; New York and Region,http://www.nytimes.com/2002/02/24/nyregion/nation-challenged-language-words-9-11-go-coffee-shops-dictionaries.html,1136
NEW CLUES SUGGEST BIN LADEN IS ALIVE ON AFGHAN BORDER,2002-02-24,World; Washington,http://www.nytimes.com/2002/02/24/world/nation-challenged-search-new-clues-suggest-bin-laden-alive-afghan-border.html,1906
NEWS SUMMARY,2002-02-24,New York and Region,http://www.nytimes.com/2002/02/24/nyregion/news-summary-785156.html,261
'Masterly Inactivity',2002-02-25,Opinion,http://www.nytimes.com/2002/02/25/opinion/masterly-inactivity.html,716
Rome Embassy May Have Been Bomb Target,2002-02-25,World; Washington,http://www.nytimes.com/2002/02/25/world/a-nation-challenged-italy-rome-embassy-may-have-been-bomb-target.html,670
U.S. ANALYSTS FIND NO SIGN BIN LADEN HAD NUCLEAR ARMS,2002-02-26,World; Front Page; Washington,http://www.nytimes.com/2002/02/26/world/nation-challenged-bin-laden-us-analysts-find-no-sign-bin-laden-had-nuclear-arms.html,1110
NEWS SUMMARY,2002-02-26,New York and Region,http://www.nytimes.com/2002/02/26/nyregion/news-summary-808750.html,900
U.S. Penalizes Basque Group,2002-02-27,World; Washington,http://www.nytimes.com/2002/02/27/world/a-nation-challenged-assets-us-penalizes-basque-group.html,353
Metro Briefing | New York: Manhattan: Change Of Venue Is Opposed,2002-02-27,Washington; New York and Region,http://www.nytimes.com/2002/02/27/nyregion/metro-briefing-new-york-manhattan-change-of-venue-is-opposed.html,132
U.S. MAY SEND G.I.'S TO EX-SOVIET AREA,2002-02-27,World; Front Page; Washington,http://www.nytimes.com/2002/02/27/world/us-may-send-gi-s-to-ex-soviet-area.html,452
"1 Country, 2 Futures",2002-02-27,Opinion,http://www.nytimes.com/2002/02/27/opinion/1-country-2-futures.html,768
"In Caucasus Gorge, a Haven for Muslim Militants",2002-02-28,World; Front Page; Washington,http://www.nytimes.com/2002/02/28/world/a-nation-challenged-a-hide-out-in-caucasus-gorge-a-haven-for-muslim-militants.html,1413
U.S. Seeks Source for Some bin Laden DNA,2002-02-28,World; Washington,http://www.nytimes.com/2002/02/28/world/a-nation-challenged-us-seeks-source-for-some-bin-laden-dna.html,223
Pornographer Guilty in Harassment Case,2002-02-28,New York and Region,http://www.nytimes.com/2002/02/28/nyregion/pornographer-guilty-in-harassment-case.html,708
Democrats Starting To Fault President On the War's Future,2002-03-01,World; Front Page; Washington,http://www.nytimes.com/2002/03/01/world/nation-challenged-congress-democrats-starting-fault-president-war-s-future.html,994
"U.S. Broadens Terror Fight, Readying Troops for Yemen",2002-03-02,World; Front Page; Washington,http://www.nytimes.com/2002/03/02/world/nation-challenged-military-us-broadens-terror-fight-readying-troops-for-yemen.html,1303
NEWS SUMMARY,2002-03-02,New York and Region,http://www.nytimes.com/2002/03/02/nyregion/news-summary-880639.html,863
War and Dissent,2002-03-02,Opinion,http://www.nytimes.com/2002/03/02/opinion/l-war-and-dissent-882410.html,119
Bunker System of Cold War Is Back in Use After Sept. 11,2002-03-02,U.S.; Washington,http://www.nytimes.com/2002/03/02/us/nation-challenged-contingency-plan-bunker-system-cold-war-back-use-after-sept-11.html,717
"Bush, in Iowa, Urges Patience in War Effort and Reform of Pension Plans",2002-03-02,U.S.,http://www.nytimes.com/2002/03/02/us/bush-in-iowa-urges-patience-in-war-effort-and-reform-of-pension-plans.html,686
Damning (Yet Desiring) Mickey and the Big Mac,2002-03-02,Arts,http://www.nytimes.com/2002/03/02/arts/damning-yet-desiring-mickey-and-the-big-mac.html,1228
U.S. FORCES JOIN BIG ASSAULT ON AN AFGHAN STRONGHOLD; ONE G.I. KILLED; OTHERS HURT,2002-03-03,World; Washington,http://www.nytimes.com/2002/03/03/world/nation-challenged-military-us-forces-join-big-assault-afghan-stronghold-one-gi.html,1437
A Reminder: Risks Persist,2002-03-03,World; Washington,http://www.nytimes.com/2002/03/03/world/a-nation-challenged-military-analysis-a-reminder-risks-persist.html,899
U.S. Seeks DNA Of All Captives In Afghan War,2002-03-03,World; Washington,http://www.nytimes.com/2002/03/03/world/a-nation-challenged-captives-us-seeks-dna-of-all-captives-in-afghan-war.html,1495
The World: Out Front; A Desert Kingdom Takes the Spotlight,2002-03-03,Washington; Week in Review,http://www.nytimes.com/2002/03/03/weekinreview/the-world-out-front-a-desert-kingdom-takes-the-spotlight.html,1323
"Quickly, a Saudi Peace Idea Gains Momentum in Mideast",2002-03-03,World; Washington,http://www.nytimes.com/2002/03/03/world/quickly-a-saudi-peace-idea-gains-momentum-in-mideast.html,4857
Feb. 25-March 2; FRONT LINES,2002-03-03,Week in Review,http://www.nytimes.com/2002/03/03/weekinreview/feb-25-march-2-front-lines.html,955
Solo Journal; A Rebel's Opera: Muslims Meet Cowboy George,2002-03-04,World,http://www.nytimes.com/2002/03/04/world/solo-journal-a-rebel-s-opera-muslims-meet-cowboy-george.html,867
New Plan: Join the Fray,2002-03-04,World; Front Page; Washington,http://www.nytimes.com/2002/03/04/world/a-nation-challenged-military-analysis-new-plan-join-the-fray.html,969
Daschle Wants President to Tell Congress More About His Plans for War,2002-03-04,U.S.; Washington,http://www.nytimes.com/2002/03/04/us/nation-challenged-congress-daschle-wants-president-tell-congress-more-about-his.html,596
U.S. PLANES POUND ENEMY AS TROOPS FACE TOUGH FIGHT,2002-03-04,World; Front Page; Washington,http://www.nytimes.com/2002/03/04/world/nation-challenged-fighting-us-planes-pound-enemy-troops-face-tough-fight.html,2025
7 AMERICANS DIE DURING RAID ON AFGHANISTAN MOUNTAINS,2002-03-05,World; Front Page; Washington,http://www.nytimes.com/2002/03/05/world/nation-challenged-fighting-7-americans-die-during-raid-afghanistan-mountains.html,1559
Bush Says He Is Saddened by Deaths but Undeterred,2002-03-05,World; Washington,http://www.nytimes.com/2002/03/05/world/nation-challenged-white-house-bush-says-he-saddened-deaths-but-undeterred.html,982
Unfinished War in Afghanistan,2002-03-05,Opinion,http://www.nytimes.com/2002/03/05/opinion/unfinished-war-in-afghanistan.html,478
"A Nation Challenged: The Terrorist; Al Qaeda May Be Rebuilding In Pakistan, E-Mails Indicate",2002-03-06,Technology; World; Front Page,http://www.nytimes.com/2002/03/06/world/nation-challenged-terrorist-al-qaeda-may-be-rebuilding-pakistan-e-mails-indicate.html,869
A Nation Challenged: The Scene; Americans Battling Closer to Qaeda Bunkers,2002-03-06,World; Front Page; Washington,http://www.nytimes.com/2002/03/06/world/a-nation-challenged-the-scene-americans-battling-closer-to-qaeda-bunkers.html,1522
"Zanzibar Journal; Tourists and Islam Mingle, Not Always Cozily",2002-03-06,World,http://www.nytimes.com/2002/03/06/world/zanzibar-journal-tourists-and-islam-mingle-not-always-cozily.html,865
U.S. ADDS TROOPS AND HELICOPTERS IN AFGHAN BATTLE,2002-03-07,World; Front Page; Washington,http://www.nytimes.com/2002/03/07/world/a-nation-challenged-the-fighting-us-adds-troops-and-helicopters-in-afghan-battle.html,1332
SUSPECT'S WIFE QUESTIONED,2002-03-08,World,http://www.nytimes.com/2002/03/08/world/a-nation-challenged-briefly-noted-suspect-s-wife-questioned.html,102
"Kabul Rushes 1,000 More Men To Join G.I.'s in Battle's 6th Day",2002-03-08,World; Front Page; Washington,http://www.nytimes.com/2002/03/08/world/nation-challenged-fighting-kabul-rushes-1000-more-men-join-gi-s-battle-s-6th-day.html,985
Tread Carefully In Afghanistan,2002-03-09,Opinion,http://www.nytimes.com/2002/03/09/opinion/l-tread-carefully-in-afghanistan-987506.html,101
"6 Months After Sept. 11, Bush to Give Strategy for Intensified War on Terror",2002-03-10,World; Washington,http://www.nytimes.com/2002/03/10/world/nation-challenged-washington-6-months-after-sept-11-bush-give-strategy-for.html,856
U.S. Rethinks Its Role in Saudi Arabia,2002-03-10,World; Washington,http://www.nytimes.com/2002/03/10/world/us-rethinks-its-role-in-saudi-arabia.html,1443
Ode to Terror,2002-03-10,Arts; Books,http://www.nytimes.com/2002/03/10/books/the-close-reader-ode-to-terror.html,1138
A Foul Wind,2002-03-10,Opinion,http://www.nytimes.com/2002/03/10/opinion/a-foul-wind.html,776
Method to His Madness,2002-03-10,Movies; Style; Magazine,http://www.nytimes.com/2002/03/10/magazine/method-to-his-madness.html,2104
The Threat of Jaffar,2002-03-10,Magazine,http://www.nytimes.com/2002/03/10/magazine/the-threat-of-jaffar.html,3216
America's Shady Ally Against Terror,2002-03-11,Opinion,http://www.nytimes.com/2002/03/11/opinion/america-s-shady-ally-against-terror.html,859
Compressed Data; Pentagon to Receive Novel Toilet Paper,2002-03-11,Business,http://www.nytimes.com/2002/03/11/business/compressed-data-pentagon-to-receive-novel-toilet-paper.html,321
Reaching the Next Muslim Generation,2002-03-12,Opinion,http://www.nytimes.com/2002/03/12/opinion/reaching-the-next-muslim-generation.html,910
"With Relief and Sarcasm, Soldiers Recall Whizzing Bullets Fired by 'Wimps'",2002-03-12,World; Washington,http://www.nytimes.com/2002/03/12/world/nation-challenged-battle-with-relief-sarcasm-soldiers-recall-whizzing-bullets.html,1236
Bid to Move Terror Suspect's Assault Trial From New York Is Denied,2002-03-12,New York and Region,http://www.nytimes.com/2002/03/12/nyregion/bid-to-move-terror-suspect-s-assault-trial-from-new-york-is-denied.html,454
U.S. Moves to Seize Saudi Charity Assets,2002-03-12,World; Education; Washington,http://www.nytimes.com/2002/03/12/world/a-nation-challenged-us-moves-to-seize-saudi-charity-assets.html,235
"American Mission Takes to the Air, and the Airwaves",2002-03-13,World,http://www.nytimes.com/2002/03/13/world/nation-challenged-hearts-minds-american-mission-takes-air-airwaves.html,859
Say That Again?,2002-03-13,Opinion,http://www.nytimes.com/2002/03/13/opinion/say-that-again.html,775
"ISRAELI OFFENSIVE IS 'NOT HELPFUL,' PRESIDENT WARNS",2002-03-14,World; Front Page; Washington,http://www.nytimes.com/2002/03/14/world/israeli-offensive-is-not-helpful-president-warns.html,1378
Excerpts From President Bush's Remarks on Terrorism and the Mideast,2002-03-14,World; Washington,http://www.nytimes.com/2002/03/14/world/mideast-turmoil-excerpts-president-bush-s-remarks-terrorism-mideast.html,2651
EgyptAir Crash Report Near Approval After Delay,2002-03-15,U.S.; Washington,http://www.nytimes.com/2002/03/15/us/egyptair-crash-report-near-approval-after-delay.html,424
The Horrors of the Balkan Wars as Shrewdly Staged Illusions,2002-03-15,Movies; Arts,http://www.nytimes.com/2002/03/15/movies/film-review-the-horrors-of-the-balkan-wars-as-shrewdly-staged-illusions.html,831
Fighting Yemen's Monsters,2002-03-15,Opinion,http://www.nytimes.com/2002/03/15/opinion/fighting-yemen-s-monsters.html,732
U.S. Is Studying DNA of Dead Combatants,2002-03-15,World; Washington,http://www.nytimes.com/2002/03/15/world/a-nation-challenged-the-fighting-us-is-studying-dna-of-dead-combatants.html,904
Saudis Warn Against Attack on Iraq by the United States,2002-03-17,World; Washington,http://www.nytimes.com/2002/03/17/world/saudis-warn-against-attack-on-iraq-by-the-united-states.html,1029
"Word for Word/Temper, Temper; From bin Laden's Native Land, A Voice to Calm the Angry American",2002-03-17,Week in Review,http://www.nytimes.com/2002/03/17/weekinreview/word-for-word-temper-temper-bin-laden-s-native-land-voice-calm-angry-american.html,1657
Qaeda's Grocery Lists And Manuals of Killing,2002-03-17,World; Washington,http://www.nytimes.com/2002/03/17/world/a-nation-challenged-qaeda-s-grocery-lists-and-manuals-of-killing.html,4448
Osama bin Later,2002-03-17,Opinion,http://www.nytimes.com/2002/03/17/opinion/osama-bin-later.html,747
Turning Out Guerrillas and Terrorists to Wage a Holy War,2002-03-18,World; Front Page; Washington,http://www.nytimes.com/2002/03/18/world/turning-out-guerrillas-and-terrorists-to-wage-a-holy-war.html,3981
Visiting N.R.A. Heaven,2002-03-19,Opinion,http://www.nytimes.com/2002/03/19/opinion/visiting-nra-heaven.html,756
Afghan Battle Declared  Over And Successful,2002-03-19,World; Front Page; Washington,http://www.nytimes.com/2002/03/19/world/a-nation-challenged-the-fighting-afghan-battle-declared-over-and-successful.html,1369
When Vengeance Is Not Enough,2002-03-20,Opinion,http://www.nytimes.com/2002/03/20/opinion/l-when-vengeance-is-not-enough-153672.html,198
U.S. Concludes Al Qaeda Lacked a Chemical or Biological Stockpile,2002-03-20,Technology; World,http://www.nytimes.com/2002/03/20/world/nation-challenged-weapons-us-concludes-al-qaeda-lacked-chemical-biological.html,998
U.S. MIGHT PURSUE QAEDA AND TALIBAN TO PAKISTAN LAIRS,2002-03-21,World; Front Page; Washington,http://www.nytimes.com/2002/03/21/world/a-nation-challenged-strategy-us-might-pursue-qaeda-and-taliban-to-pakistan-lairs.html,1139
"U.S. Raids Continue, Prompting Protests",2002-03-22,U.S.,http://www.nytimes.com/2002/03/22/us/a-nation-challenged-the-money-trail-us-raids-continue-prompting-protests.html,608
U.S. Says It Found Qaeda Lab Being Built to Produce Anthrax,2002-03-23,World; Front Page; Washington,http://www.nytimes.com/2002/03/23/world/nation-challenged-weapons-us-says-it-found-qaeda-lab-being-built-produce-anthrax.html,813
No Mere Terrorist,2002-03-24,Opinion,http://www.nytimes.com/2002/03/24/opinion/no-mere-terrorist.html,783
A Secret Iran-Arafat Connection Is Seen Fueling the Mideast Fire,2002-03-24,World; Washington,http://www.nytimes.com/2002/03/24/world/nation-challenged-terrorism-secret-iran-arafat-connection-seen-fueling-mideast.html,2736
Ideas & Trends; Buying Friends or Building Nations?,2002-03-24,Week in Review,http://www.nytimes.com/2002/03/24/weekinreview/ideas-trends-buying-friends-or-building-nations.html,892
Frail Offer; Arab States Eye a Way Forward,2002-03-24,Week in Review,http://www.nytimes.com/2002/03/24/weekinreview/frail-offer-arab-states-eye-a-way-forward.html,1684
FRONT LINES,2002-03-24,Week in Review,http://www.nytimes.com/2002/03/24/weekinreview/front-lines.html,908
U.S. PRODS ISRAEL TO ALLOW ARAFAT TO GO TO SUMMIT,2002-03-25,World; Front Page; Washington,http://www.nytimes.com/2002/03/25/world/us-prods-israel-to-allow-arafat-to-go-to-summit.html,1095
U.S. Examines Donations Of 2 Saudis to Determine If They Aided Terrorism,2002-03-25,U.S.,http://www.nytimes.com/2002/03/25/us/nation-challenged-investigation-us-examines-donations-2-saudis-determine-if-they.html,1071
"Chechens and Russians Start Informal Discussions, Hoping Leaders Will Meet for Talks",2002-03-25,World,http://www.nytimes.com/2002/03/25/world/chechens-russians-start-informal-discussions-hoping-leaders-will-meet-for-talks.html,785
Tribal Leaders in Pakistan Warn the U.S. to Keep Out,2002-03-25,World; Washington,http://www.nytimes.com/2002/03/25/world/nation-challenged-pursuit-tribal-leaders-pakistan-warn-us-keep.html,1244
"Robin Williams Is Making a Run for It, on a Rare One-Man Tour",2002-03-27,Arts,http://www.nytimes.com/2002/03/27/arts/comedy-review-robin-williams-is-making-a-run-for-it-on-a-rare-one-man-tour.html,435
Terror's Confounding Online Trail,2002-03-28,Technology,http://www.nytimes.com/2002/03/28/technology/terror-s-confounding-online-trail.html,1729
Death Penalty Sought,2002-03-29,Front Page; U.S.,http://www.nytimes.com/2002/03/29/us/death-penalty-sought.html,41
The True Arab Leaders,2002-03-29,Opinion,http://www.nytimes.com/2002/03/29/opinion/the-true-arab-leaders.html,714
A Nation Challenged: The Conspiracy Trial; U.S. to Seek Death Penalty For Moussaoui In Terror Case,2002-03-29,World; Washington,http://www.nytimes.com/2002/03/29/world/nation-challenged-conspiracy-trial-us-seek-death-penalty-for-moussaoui-terror.html,738
Mideast Turmoil: Baghdad; Baghdad-Kuwait Accord -- Support Is Rebuff to Bush's Efforts,2002-03-29,World; Front Page; Washington,http://www.nytimes.com/2002/03/29/world/mideast-turmoil-baghdad-baghdad-kuwait-accord-support-rebuff-bush-s-efforts.html,1357
NEWS SUMMARY,2002-03-31,New York and Region,http://www.nytimes.com/2002/03/31/nyregion/news-summary-320552.html,598
Pentagon Plays Role in Fictional Terror Drama,2002-03-31,U.S.,http://www.nytimes.com/2002/03/31/us/nation-challenged-public-relations-pentagon-plays-role-fictional-terror-drama.html,1476
A Top Qaeda Commander Believed Seized in Pakistan,2002-03-31,World,http://www.nytimes.com/2002/03/31/world/nation-challenged-bin-laden-lieutenant-top-qaeda-commander-believed-seized.html,780
Ideas & Trends; Britain's Imperial Lessons,2002-03-31,Washington; Week in Review,http://www.nytimes.com/2002/03/31/weekinreview/ideas-trends-britain-s-imperial-lessons.html,882
A Top Qaeda Aide May Be Held Captive,2002-03-31,World,http://www.nytimes.com/2002/03/31/world/a-top-qaeda-aide-may-be-held-captive.html,78
Pakistan's Bold Alliance: U.S. Ties Holding Firm,2002-04-01,World; Washington,http://www.nytimes.com/2002/04/01/world/a-nation-challenged-the-outlook-pakistan-s-bold-alliance-us-ties-holding-firm.html,1114
New Confidence U.S. Has a Qaeda Leader,2002-04-01,World; Washington,http://www.nytimes.com/2002/04/01/world/a-nation-challenged-the-capture-new-confidence-us-has-a-qaeda-leader.html,748
Hunting for Elusive Terrorists Off Somalia's Coast,2002-04-02,World,http://www.nytimes.com/2002/04/02/world/nation-challenged-security-patrols-hunting-for-elusive-terrorists-off-somalia-s.html,849
