headline,date,section,url,word_count
REBEL FORCES SAY THEY HAVE TAKEN A 2ND AFGHAN CITY,2001-11-12,World; Front Page; Washington,http://www.nytimes.com/2001/11/12/world/nation-challenged-combat-rebel-forces-say-they-have-taken-2nd-afghan-city.html,1306
U.S. Has Covered 200 Campuses To Check Up on Mideast Students,2001-11-12,Front Page; Education; U.S.,http://www.nytimes.com/2001/11/12/us/nation-challenged-students-us-has-covered-200-campuses-check-up-mideast-students.html,1273
"Rebel-Style Advances, Incoming Bills and Fading Anthrax Fears",2001-11-12,World,http://www.nytimes.com/2001/11/12/world/overview-nov-11-2001-rebel-style-advances-incoming-bills-fading-anthrax-fears.html,763
New Economy; A rush to appropriate symbols of the day terror punctured New York's skyline.,2001-11-12,Technology; Business,http://www.nytimes.com/2001/11/12/business/new-economy-rush-appropriate-symbols-day-terror-punctured-new-york-s-skyline.html,898
"Officials Find No Clear Signs of Terrorism in Crash, but No Firm Answers, Either",2001-11-13,New York and Region,http://www.nytimes.com/2001/11/13/nyregion/crash-flight-587-investigation-officials-find-no-clear-signs-terrorism-crash-but.html,811
A Nation Challenged,2001-11-13,New York and Region,http://www.nytimes.com/2001/11/13/nyregion/a-nation-challenged-169838.html,826
Interviewer Calls bin Laden Aggressively 'Changed Man',2001-11-13,World,http://www.nytimes.com/2001/11/13/world/nation-challenged-quarry-interviewer-calls-bin-laden-aggressively-changed-man.html,1090
"Two Wars, Many Fears",2001-11-13,World; Front Page; Washington,http://www.nytimes.com/2001/11/13/world/a-nation-challenged-military-analysis-two-wars-many-fears.html,1201
"Foreign Affairs; In Pakistan, It's Jihad 101",2001-11-13,Opinion,http://www.nytimes.com/2001/11/13/opinion/foreign-affairs-in-pakistan-it-s-jihad-101.html,899
"In a Fallen Taliban City, a Busy, Busy Barber",2001-11-13,World; Front Page; Washington,http://www.nytimes.com/2001/11/13/world/a-nation-challenged-liberated-in-a-fallen-taliban-city-a-busy-busy-barber.html,1204
"Putin, Starting U.S. Trip, Predicts Missile Accord",2001-11-13,World; Washington,http://www.nytimes.com/2001/11/13/world/putin-starting-us-trip-predicts-missile-accord.html,917
Looking Ahead in Kabul,2001-11-13,Opinion,http://www.nytimes.com/2001/11/13/opinion/looking-ahead-in-kabul.html,340
Meddling in Managua,2001-11-13,Opinion,http://www.nytimes.com/2001/11/13/opinion/l-meddling-in-managua-160083.html,166
"Officials Find No Clear Signs of Terrorism in Crash, but No Firm Answers, Either",2001-11-13,New York and Region,http://www.nytimes.com/2001/11/13/nyregion/crash-flight-587-investigation-officials-find-no-clear-signs-terrorism-crash-but.html,811
A Nation Challenged,2001-11-13,New York and Region,http://www.nytimes.com/2001/11/13/nyregion/a-nation-challenged-169838.html,826
U.S. and Partners Quickly Set Sights on a Post-Taliban Kabul,2001-11-13,World; Washington,http://www.nytimes.com/2001/11/13/world/nation-challenged-new-day-us-partners-quickly-set-sights-post-taliban-kabul.html,920
"Liberties; Go Fly A Kite, Taliban",2001-11-14,Opinion,http://www.nytimes.com/2001/11/14/opinion/liberties-go-fly-a-kite-taliban.html,721
U.S. Bombs Taliban Troops as They Make a Speedy Retreat to the South,2001-11-14,World; Washington,http://www.nytimes.com/2001/11/14/world/nation-challenged-pentagon-us-bombs-taliban-troops-they-make-speedy-retreat.html,940
Bush and Putin Agree to Reduce Stockpile of Nuclear Warheads,2001-11-14,World; Front Page; Washington,http://www.nytimes.com/2001/11/14/world/bush-putin-summit-accord-bush-putin-agree-reduce-stockpile-nuclear-warheads.html,1616
"Looking for bin Laden, Staving Off Chaos, Domestic Disquiet",2001-11-14,World; Washington,http://www.nytimes.com/2001/11/14/world/nation-challenged-overview-nov-13-2001-looking-for-bin-laden-staving-off-chaos.html,746
150th Anniversary: 1851-2001; The News Today: One Hard Slap,2001-11-14,,http://www.nytimes.com/2001/11/14/news/150th-anniversary-1851-2001-the-news-today-one-hard-slap.html,2405
Reckonings; Other People's Money,2001-11-14,Opinion,http://www.nytimes.com/2001/11/14/opinion/reckonings-other-people-s-money.html,724
"Despite Flowers and Festivities, Alliance Finds an Uneasy Capital",2001-11-14,World; Front Page; Washington,http://www.nytimes.com/2001/11/14/world/nation-challenged-northern-alliance-despite-flowers-festivities-alliance-finds.html,1312
REBELS IN CONTROL IN KABUL AS TALIBAN TROOPS RETREAT; BIN LADEN HUNT INTENSIFIES,2001-11-14,World; Front Page; Washington,http://www.nytimes.com/2001/11/14/world/nation-challenged-big-picture-rebels-control-kabul-taliban-troops-retreat-bin.html,1149
"Buenos Aires Journal; Home From Cuba, Soccer Star Kicks Some Shins",2001-11-14,World,http://www.nytimes.com/2001/11/14/world/buenos-aires-journal-home-from-cuba-soccer-star-kicks-some-shins.html,838
BUSH SETS OPTION OF MILITARY TRIALS IN TERRORIST CASES,2001-11-14,Front Page; U.S.; Washington,http://www.nytimes.com/2001/11/14/us/nation-challenged-immigration-bush-sets-option-military-trials-terrorist-cases.html,1609
BUSH SETS OPTION OF MILITARY TRIALS IN TERRORIST CASES,2001-11-14,Front Page; U.S.; Washington,http://www.nytimes.com/2001/11/14/us/nation-challenged-immigration-bush-sets-option-military-trials-terrorist-cases.html,1609
A Nation Challenged,2001-11-14,New York and Region,http://www.nytimes.com/2001/11/14/nyregion/a-nation-challenged-187844.html,885
Spanish Police Arrest 11 Accused of Working for bin Laden,2001-11-14,World; Washington,http://www.nytimes.com/2001/11/14/world/nation-challenged-madrid-spanish-police-arrest-11-accused-working-for-bin-laden.html,690
A Nation Challenged,2001-11-15,New York and Region,http://www.nytimes.com/2001/11/15/nyregion/a-nation-challenged-209783.html,829
Gauging Fissures in U.S.-Saudi Solidarity,2001-11-15,Arts; Washington,http://www.nytimes.com/2001/11/15/arts/television-review-gauging-fissures-in-us-saudi-solidarity.html,804
Spain Is Seeking 3 Militants Linked to bin Laden Network,2001-11-15,World,http://www.nytimes.com/2001/11/15/world/nation-challenged-madrid-spain-seeking-3-militants-linked-bin-laden-network.html,884
WHITE HOUSE PUSH ON SECURITY STEPS BYPASSES CONGRESS,2001-11-15,Front Page; U.S.,http://www.nytimes.com/2001/11/15/us/nation-challenged-civil-liberties-white-house-push-security-steps-bypasses.html,1104
Blair Says New Evidence Ties bin Laden to Attacks,2001-11-15,World,http://www.nytimes.com/2001/11/15/world/nation-challenged-intelligence-blair-says-new-evidence-ties-bin-laden-attacks.html,921
Special Forces Hunt Al Qaeda On the Ground,2001-11-15,World; Front Page; Washington,http://www.nytimes.com/2001/11/15/world/a-nation-challenged-operations-special-forces-hunt-al-qaeda-on-the-ground.html,984
Senior Administration Officials Defend Military Tribunals for Terrorist Suspects,2001-11-15,U.S.,http://www.nytimes.com/2001/11/15/us/nation-challenged-presidential-order-senior-administration-officials-defend.html,1079
The Battle for Afghanistan: The Tide Is Turned,2001-11-15,Opinion,http://www.nytimes.com/2001/11/15/opinion/l-the-battle-for-afghanistan-the-tide-is-turned-209813.html,79
"A Widening Rout, Civil Liberties Issues, a Red Cross Retreat",2001-11-15,World,http://www.nytimes.com/2001/11/15/world/nation-challenged-overview-nov-14-2001-widening-rout-civil-liberties-issues-red.html,714
"Palestinian Authority Arrests Jihad Leader, Causing a Riot",2001-11-15,World; Washington,http://www.nytimes.com/2001/11/15/world/palestinian-authority-arrests-jihad-leader-causing-a-riot.html,659
Rapid Changes on the Ground Lead the Pentagon to Focus on Counterguerrilla Tactics,2001-11-15,World,http://www.nytimes.com/2001/11/15/world/nation-challenged-military-planning-rapid-changes-ground-lead-pentagon-focus.html,1045
TALIBAN LOSE GRIP ON WIDER REGIONS; FIGHTING IN SOUTH,2001-11-15,World; Front Page; Washington,http://www.nytimes.com/2001/11/15/world/nation-challenged-rout-taliban-lose-grip-wider-regions-fighting-south.html,1526
Essay; Seizing Dictatorial Power,2001-11-15,Opinion,http://www.nytimes.com/2001/11/15/opinion/essay-seizing-dictatorial-power.html,710
Trail of Clues Left by Qaeda Hints Darkly At Arms Plan,2001-11-16,World,http://www.nytimes.com/2001/11/16/world/nation-challenged-weapons-trail-clues-left-qaeda-hints-darkly-arms-plan.html,439
A Travesty of Justice,2001-11-16,Opinion,http://www.nytimes.com/2001/11/16/opinion/a-travesty-of-justice.html,718
Days of War And Wonder,2001-11-16,Movies; Arts,http://www.nytimes.com/2001/11/16/movies/critic-s-notebook-days-of-war-and-wonder.html,1540
Ridge Agrees Taliban Losses May Lead to New Terrorism,2001-11-16,U.S.,http://www.nytimes.com/2001/11/16/us/nation-challenged-homeland-defense-ridge-agrees-taliban-losses-may-lead-new.html,807
"For Some Kuwaitis, the Ardor for America Cools",2001-11-16,World,http://www.nytimes.com/2001/11/16/world/for-some-kuwaitis-the-ardor-for-america-cools.html,1199
2 Inquiries That Involve Politicians Unresolved,2001-11-16,Washington; New York and Region,http://www.nytimes.com/2001/11/16/nyregion/2-inquiries-that-involve-politicians-unresolved.html,652
Assurances Offered About Military Courts,2001-11-16,U.S.,http://www.nytimes.com/2001/11/16/us/a-nation-challenged-the-tribunals-assurances-offered-about-military-courts.html,753
Allies Building Force to Keep Order in a Vacuum,2001-11-16,World; Front Page; Washington,http://www.nytimes.com/2001/11/16/world/nation-challenged-reinforcements-allies-building-force-keep-order-vacuum.html,1204
When the Afghans Are Free of War,2001-11-16,Opinion,http://www.nytimes.com/2001/11/16/opinion/l-when-the-afghans-are-free-of-war-229075.html,139
When the Afghans Are Free of War,2001-11-16,Opinion,http://www.nytimes.com/2001/11/16/opinion/l-when-the-afghans-are-free-of-war-229059.html,105
"Now, the Battle to Feed the Afghan Nation",2001-11-16,World; Front Page; Washington,http://www.nytimes.com/2001/11/16/world/a-nation-challenged-the-outlook-now-the-battle-to-feed-the-afghan-nation.html,3766
British News Organizations Aided by a Cooperative Government and Afghan Fans,2001-11-16,World,http://www.nytimes.com/2001/11/16/world/nation-challenged-journalists-british-organizations-aided-cooperative-government.html,977
"A Need for Order, the Smallpox Matter and Oil Prices",2001-11-16,World,http://www.nytimes.com/2001/11/16/world/nation-challenged-overview-nov-15-2001-need-for-order-smallpox-matter-oil-prices.html,748
U.S. Attorney To Step Down In Manhattan,2001-11-16,New York and Region,http://www.nytimes.com/2001/11/16/nyregion/us-attorney-to-step-down-in-manhattan.html,1134
"A NATION CHALLENGED: Letter From Washington; A Shifting Mood, A Haunting Memory",2001-11-16,U.S.; Washington,http://www.nytimes.com/2001/11/16/us/a-nation-challenged-letter-from-washington-a-shifting-mood-a-haunting-memory.html,772
Alliance Commander Near Kandahar Says Taliban's Leader Refused a Peace Offer,2001-11-16,World; Washington,http://www.nytimes.com/2001/11/16/world/nation-challenged-stronghold-alliance-commander-near-kandahar-says-taliban-s.html,1011
Foreign Affairs; Breaking the Circle,2001-11-16,Opinion,http://www.nytimes.com/2001/11/16/opinion/foreign-affairs-breaking-the-circle.html,719
"Senators Seek $3.2 Billion to Fight Germ Threats, Doubling Bush Plan",2001-11-16,U.S.,http://www.nytimes.com/2001/11/16/us/nation-challenged-bioterrorism-senators-seek-3.2-billion-fight-germ-threats.html,611
"Long at bin Laden's Side, And, It Seems, Very Busy",2001-11-17,World; Washington,http://www.nytimes.com/2001/11/17/world/nation-challenged-crucial-leader-long-bin-laden-s-side-it-seems-very-busy.html,366
"In 2 Abandoned Kabul Houses, Some Hints of Al Qaeda Presence",2001-11-17,World; Front Page,http://www.nytimes.com/2001/11/17/world/nation-challenged-kabul-2-abandoned-kabul-houses-some-hints-al-qaeda-presence.html,1836
LEADER DESCRIBED AS READY TO FLEE TALIBAN'S BASTION,2001-11-17,World; Front Page; Washington,http://www.nytimes.com/2001/11/17/world/nation-challenged-battle-leader-described-ready-flee-taliban-s-bastion.html,1039
"Setback for Al Qaeda, Vote for Air Safety, Money for New York",2001-11-17,World,http://www.nytimes.com/2001/11/17/world/nation-challenged-overview-nov-16-2001-setback-for-al-qaeda-vote-for-air-safety.html,772
The Taliban Retreat,2001-11-17,Opinion,http://www.nytimes.com/2001/11/17/opinion/the-taliban-retreat.html,420
Algerian Man Faces Charges In a Millennium Terror Plot,2001-11-17,New York and Region,http://www.nytimes.com/2001/11/17/nyregion/nation-challenged-arrest-algerian-man-faces-charges-millennium-terror-plot.html,484
Corrections,2001-11-17,Corrections; New York and Region,http://www.nytimes.com/2001/11/17/nyregion/c-corrections-249947.html,64
Bin Laden Aide Reported Killed By U.S. Bombs,2001-11-17,World; Front Page,http://www.nytimes.com/2001/11/17/world/a-nation-challenged-al-qaeda-bin-laden-aide-reported-killed-by-us-bombs.html,1702
A Nation Challenged,2001-11-17,New York and Region,http://www.nytimes.com/2001/11/17/nyregion/a-nation-challenged-249050.html,1064
Taliban Leader Said to Be Yielding Grip on Stronghold to 2 Once-Powerful Supporters,2001-11-17,World,http://www.nytimes.com/2001/11/17/world/nation-challenged-kandahar-taliban-leader-said-be-yielding-grip-stronghold-2.html,944
Al Qaeda Should Be Tried Before the World,2001-11-17,Opinion,http://www.nytimes.com/2001/11/17/opinion/al-qaeda-should-be-tried-before-the-world.html,656
The Way We Live Now: 11-18-01: Questions for Mario Vargas Llosa; Dictating History,2001-11-18,Magazine; Books,http://www.nytimes.com/2001/11/18/magazine/the-way-we-live-now-11-18-01-questions-for-mario-vargas-llosa-dictating-history.html,724
What the Muslim World Is Watching,2001-11-18,Magazine,http://www.nytimes.com/2001/11/18/magazine/what-the-muslim-world-is-watching.html,6169
Beyond the Khyber Pass,2001-11-18,Arts; Books,http://www.nytimes.com/2001/11/18/books/essay-beyond-the-khyber-pass.html,2116
"BEST SELLERS: November 18, 2001",2001-11-18,Arts; Books,http://www.nytimes.com/2001/11/18/books/best-sellers-november-18-2001.html,1298
21st-Century Jihad,2001-11-18,Arts; Books,http://www.nytimes.com/2001/11/18/books/21st-century-jihad.html,1377
"BEST SELLERS: November 18, 2001",2001-11-18,Arts; Books,http://www.nytimes.com/2001/11/18/books/best-sellers-november-18-2001.html,1298
21st-Century Jihad,2001-11-18,Arts; Books,http://www.nytimes.com/2001/11/18/books/21st-century-jihad.html,1377
The Way We Live Now: 11-18-01: On Language; Fog of War,2001-11-18,Magazine,http://www.nytimes.com/2001/11/18/magazine/the-way-we-live-now-11-18-01-on-language-fog-of-war.html,1004
Learning Curve; Surprise. War Works After All.,2001-11-18,Washington; Week in Review,http://www.nytimes.com/2001/11/18/weekinreview/learning-curve-surprise-war-works-after-all.html,1568
All Suicide Bombers Are Not Alike,2001-11-18,Magazine; Washington; Opinion,http://www.nytimes.com/2001/11/18/magazine/l-all-suicide-bombers-are-not-alike-156418.html,58
U.S. Envoy Looks for Change in Sudan,2001-11-18,World,http://www.nytimes.com/2001/11/18/world/us-envoy-looks-for-change-in-sudan.html,1036
U.S. to Press Afghan Rebels Not to Form Government,2001-11-18,World; Front Page,http://www.nytimes.com/2001/11/18/world/a-nation-challenged-overview-us-to-press-afghan-rebels-not-to-form-government.html,1461
Profligate Princes Stir Succession Questions And Threaten Reform,2001-11-18,World,http://www.nytimes.com/2001/11/18/world/nation-challenged-saudi-arabia-profligate-princes-stir-succession-questions.html,1496
With the Afghan Rebels in a Neverland of Sorrow,2001-11-18,Arts,http://www.nytimes.com/2001/11/18/arts/film-with-the-afghan-rebels-in-a-neverland-of-sorrow.html,1389
The Costs of Enduring Freedom,2001-11-18,Washington; Week in Review,http://www.nytimes.com/2001/11/18/weekinreview/the-costs-of-enduring-freedom.html,518
RETRACING A TRAIL TO SEPT. 11 PLOT,2001-11-18,World; Front Page,http://www.nytimes.com/2001/11/18/world/a-nation-challenged-the-investigation-retracing-a-trail-to-sept-11-plot.html,1308
"'Holy War, Inc.': 21st-Century Jihad",2001-11-18,Books,http://www.nytimes.com/2001/11/18/books/review/18BRONNET.html,1334
MORE U.S. TROOPS IN BIN LADEN HUNT; HIDE-OUTS BOMBED,2001-11-19,World; Front Page; Washington,http://www.nytimes.com/2001/11/19/world/a-nation-challenged-manhunt-more-us-troops-in-bin-laden-hunt-hide-outs-bombed.html,1042
"Pakistan Fears 3,000 Pro-Taliban Troops Have Slipped In",2001-11-19,World,http://www.nytimes.com/2001/11/19/world/nation-challenged-border-pakistan-fears-3000-pro-taliban-troops-have-slipped.html,838
Attacks Shift Spotlight on Public Figures,2001-11-19,Front Page; U.S.; Washington,http://www.nytimes.com/2001/11/19/us/a-nation-challenged-political-memo-attacks-shift-spotlight-on-public-figures.html,1623
"Spanish Judge Charges 8 With Terrorism, Citing Likely Links to Al Qaeda",2001-11-19,World; Washington,http://www.nytimes.com/2001/11/19/world/nation-challenged-madrid-spanish-judge-charges-8-with-terrorism-citing-likely.html,648
A New Story For 2 Rivals From the 70's,2001-11-19,Business,http://www.nytimes.com/2001/11/19/business/a-new-story-for-2-rivals-from-the-70-s.html,1622
A Nation Challenged,2001-11-19,New York and Region,http://www.nytimes.com/2001/11/19/nyregion/a-nation-challenged-270989.html,993
Essay; Big Mo,2001-11-19,Opinion,http://www.nytimes.com/2001/11/19/opinion/essay-big-mo.html,716
Kremlin and Rebel Envoys Discuss Peace for Chechnya,2001-11-19,World,http://www.nytimes.com/2001/11/19/world/kremlin-and-rebel-envoys-discuss-peace-for-chechnya.html,686
"The Corrupt and Brutal Reclaim Afghan Thrones, Evoking Chaos of Somalia",2001-11-19,World; Washington,http://www.nytimes.com/2001/11/19/world/nation-challenged-warlords-corrupt-brutal-reclaim-afghan-thrones-evoking-chaos.html,1197
The Specter of Nuclear Terror,2001-11-19,Opinion,http://www.nytimes.com/2001/11/19/opinion/the-specter-of-nuclear-terror.html,594
"Seeking a Kabul Coalition, Killings in Kunduz and Bodies in the Rubble",2001-11-19,World,http://www.nytimes.com/2001/11/19/world/nation-challenged-overview-nov-18-2001-seeking-kabul-coalition-killings-kunduz.html,736
QUOTATION OF THE DAY,2001-11-19,New York and Region,http://www.nytimes.com/2001/11/19/nyregion/quotation-of-the-day-267228.html,62
U.S. Publicly Accusing 5 Countries of Violating Germ-Weapons Treaty,2001-11-19,World,http://www.nytimes.com/2001/11/19/world/nation-challenged-bioterror-us-publicly-accusing-5-countries-violating-germ.html,1021
Wild Welcome Greets Rivera At Fox News,2001-11-19,Business; Washington,http://www.nytimes.com/2001/11/19/business/media-wild-welcome-greets-rivera-at-fox-news.html,1151
Announcement Of a U.S. Reward,2001-11-20,World; Washington,http://www.nytimes.com/2001/11/20/world/a-nation-challenged-announcement-of-a-us-reward.html,226
U.S. BROADCASTING $25 MILLION OFFER TO FIND BIN LADEN,2001-11-20,World; Front Page; Washington,http://www.nytimes.com/2001/11/20/world/nation-challenged-broadcasts-us-broadcasting-25-million-offer-find-bin-laden.html,1229
"Talks About the Future, Pressure on the Taliban, Suspects in the West",2001-11-20,World,http://www.nytimes.com/2001/11/20/world/nation-challenged-overview-nov-19-2001-talks-about-future-pressure-taliban.html,724
U.S. Muslims Push Stamp As Symbol of Acceptance,2001-11-20,U.S.,http://www.nytimes.com/2001/11/20/us/us-muslims-push-stamp-as-symbol-of-acceptance.html,463
U.S. Calls for Global Action To Counter Germ Weapons,2001-11-20,World; Washington,http://www.nytimes.com/2001/11/20/world/a-nation-challenged-bioterror-us-calls-for-global-action-to-counter-germ-weapons.html,548
A Nation Challenged,2001-11-20,New York and Region,http://www.nytimes.com/2001/11/20/nyregion/a-nation-challenged-283398.html,945
U.S. Attorney Leaving Legacy Of Prosecutions For Terrorism,2001-11-20,New York and Region,http://www.nytimes.com/2001/11/20/nyregion/us-attorney-leaving-legacy-of-prosecutions-for-terrorism.html,1060
Indictment by Spanish Judge Portrays a Secret Terror Cell,2001-11-20,World; Front Page; Washington,http://www.nytimes.com/2001/11/20/world/nation-challenged-suspects-indictment-spanish-judge-portrays-secret-terror-cell.html,1571
A Nation Challenged,2001-11-21,New York and Region,http://www.nytimes.com/2001/11/21/nyregion/a-nation-challenged-303615.html,921
Help the Iraqi's Take Their Country Back,2001-11-21,Opinion,http://www.nytimes.com/2001/11/21/opinion/help-the-iraqi-s-take-their-country-back.html,1116
After Afghanistan,2001-11-21,World; Front Page; Washington,http://www.nytimes.com/2001/11/21/world/a-nation-challenged-news-analysis-after-afghanistan.html,908
"Afghan Caves, an Egyptian Courtroom and the Trade Center Toll",2001-11-21,World; Washington,http://www.nytimes.com/2001/11/21/world/nation-challenged-overview-nov-20-2001-afghan-caves-egyptian-courtroom-trade.html,735
U.S. READY TO SEND ADDITIONAL TROOPS TO HUNT BIN LADEN,2001-11-21,World; Front Page; Washington,http://www.nytimes.com/2001/11/21/world/nation-challenged-ground-forces-us-ready-send-additional-troops-hunt-bin-laden.html,1223
U.S. and 21 Other Nations Vow To Spend Billions on Afghanistan,2001-11-21,World; Washington,http://www.nytimes.com/2001/11/21/world/nation-challenged-reconstruction-us-21-other-nations-vow-spend-billions.html,988
Stabilizing Afghanistan,2001-11-21,Opinion,http://www.nytimes.com/2001/11/21/opinion/stabilizing-afghanistan.html,440
A Price on Their Heads,2001-11-21,Front Page,http://www.nytimes.com/2001/11/21/us/a-price-on-their-heads.html,0
An Investigation in Egypt Illustrates Al Qaeda's Web,2001-11-21,World; Front Page,http://www.nytimes.com/2001/11/21/world/nation-challenged-bin-laden-s-allies-investigation-egypt-illustrates-al-qaeda-s.html,2398
Liberties; Blessings And Bombings,2001-11-21,Opinion,http://www.nytimes.com/2001/11/21/opinion/liberties-blessings-and-bombings.html,706
"Students Get Back to Routine, but Sept. 11 Fears Linger",2001-11-21,Education; New York and Region,http://www.nytimes.com/2001/11/21/nyregion/students-get-back-to-routine-but-sept-11-fears-linger.html,1391
"Taliban Will Rise Again, Aide to Leader Promises",2001-11-22,World,http://www.nytimes.com/2001/11/22/world/nation-challenged-stronghold-taliban-will-rise-again-aide-leader-promises.html,940
The Road to a New Afghanistan,2001-11-22,Opinion,http://www.nytimes.com/2001/11/22/opinion/l-the-road-to-a-new-afghanistan-324205.html,157
A Nation Challenged,2001-11-22,New York and Region,http://www.nytimes.com/2001/11/22/nyregion/a-nation-challenged-325384.html,857
Bush Says War May Go Beyond Afghan Border,2001-11-22,U.S.,http://www.nytimes.com/2001/11/22/us/a-nation-challenged-the-president-bush-says-war-may-go-beyond-afghan-border.html,832
FOREIGN MILITANTS SEEK SAFE PASSAGE FROM AFGHAN CITY,2001-11-22,World; Front Page,http://www.nytimes.com/2001/11/22/world/nation-challenged-standoff-foreign-militants-seek-safe-passage-afghan-city.html,1182
Bush Says War May Go Beyond Afghan Border,2001-11-22,U.S.,http://www.nytimes.com/2001/11/22/us/a-nation-challenged-the-president-bush-says-war-may-go-beyond-afghan-border.html,832
How bin Laden and Taliban Forged Jihad Ties,2001-11-22,World,http://www.nytimes.com/2001/11/22/world/a-nation-challenged-the-bond-how-bin-laden-and-taliban-forged-jihad-ties.html,1565
"Talk of Surrender, an Influx of Weapons and Another Anthrax Death",2001-11-22,World,http://www.nytimes.com/2001/11/22/world/nation-challenged-overview-nov-21-2001-talk-surrender-influx-weapons-another.html,702
"New Sensors Report, 'I Know They're in There, I Can See Them Breathing'",2001-11-22,World,http://www.nytimes.com/2001/11/22/world/nation-challenged-hunt-new-sensors-report-know-they-re-there-can-see-them.html,959
Metro Briefing | New York: Manhattan: Prison Transfer For Embassy Bomber,2001-11-22,Washington; New York and Region,http://www.nytimes.com/2001/11/22/nyregion/metro-briefing-new-york-manhattan-prison-transfer-for-embassy-bomber.html,114
Taliban's Brand of Zeal May Survive Their Rule,2001-11-22,World,http://www.nytimes.com/2001/11/22/world/a-nation-challenged-the-fervor-taliban-s-brand-of-zeal-may-survive-their-rule.html,831
A Struggle to Keep Up For TV Caption Writers,2001-11-22,U.S.,http://www.nytimes.com/2001/11/22/us/a-nation-challenged-television-news-a-struggle-to-keep-up-for-tv-caption-writers.html,1093
"U.S. Stokes the Fire, Adding Gunships and More",2001-11-22,World; Washington,http://www.nytimes.com/2001/11/22/world/a-nation-challenged-the-battle-us-stokes-the-fire-adding-gunships-and-more.html,1085
Saudi Sees No bin Laden-Iraq Link,2001-11-22,World; Washington,http://www.nytimes.com/2001/11/22/world/a-nation-challenged-riyadh-saudi-sees-no-bin-laden-iraq-link.html,1132
Democracy's Uneasy Steps in Islamic World,2001-11-23,World; Front Page,http://www.nytimes.com/2001/11/23/world/democracy-s-uneasy-steps-in-islamic-world.html,1909
Foreign Affairs; Terrorist Software,2001-11-23,Opinion,http://www.nytimes.com/2001/11/23/opinion/foreign-affairs-terrorist-software.html,792
A Nation Challenged,2001-11-23,New York and Region,http://www.nytimes.com/2001/11/23/nyregion/a-nation-challenged-335436.html,938
Why Does Terror Rear Its Head?,2001-11-23,Opinion,http://www.nytimes.com/2001/11/23/opinion/l-why-does-terror-rear-its-head-336998.html,82
Why Does Terror Rear Its Head?,2001-11-23,Opinion,http://www.nytimes.com/2001/11/23/opinion/l-why-does-terror-rear-its-head-336939.html,114
Inquiries Into Failures of Intelligence Community Are Put Off Until Next Year,2001-11-23,U.S.; Washington,http://www.nytimes.com/2001/11/23/us/nation-challenged-politics-intelligence-inquiries-into-failures-intelligence.html,989
"AUTOS ON FRIDAY/International; Trucks of the Taliban: Durable, Not Discreet",2001-11-23,Automobiles,http://www.nytimes.com/2001/11/23/automobiles/autos-on-friday-international-trucks-of-the-taliban-durable-not-discreet.html,1124
Ugly Duckling Turns Out to Be Formidable In the Air,2001-11-23,World; Washington,http://www.nytimes.com/2001/11/23/world/nation-challenged-battle-ugly-duckling-turns-be-formidable-air.html,1219
Compassion in the Eye of a Storm,2001-11-23,Movies; Arts,http://www.nytimes.com/2001/11/23/movies/film-review-compassion-in-the-eye-of-a-storm.html,796
"WITH TARGET LIST, U.S. PRESSES HUNT FOR AFGHAN FOES",2001-11-23,World; Front Page; Washington,http://www.nytimes.com/2001/11/23/world/a-nation-challenged-the-fronts-with-target-list-us-presses-hunt-for-afghan-foes.html,1242
Pakistan Closes Down Taliban's Last Link to Outside World,2001-11-23,World; Washington,http://www.nytimes.com/2001/11/23/world/nation-challenged-embassy-pakistan-closes-down-taliban-s-last-link-outside-world.html,604
"As America Gives Thanks, Military Seeks bin Laden, and Surrender",2001-11-23,World,http://www.nytimes.com/2001/11/23/world/nation-challenged-overview-nov-22-2001-america-gives-thanks-military-seeks-bin.html,741
We Have The Right Courts for Bin Laden,2001-11-23,Opinion,http://www.nytimes.com/2001/11/23/opinion/we-have-the-right-courts-for-bin-laden.html,616
Saudi Says Bush's Words May Soothe Arab Feelings,2001-11-23,World; Washington,http://www.nytimes.com/2001/11/23/world/saudi-says-bush-s-words-may-soothe-arab-feelings.html,810
"On Paper Scraps, Talk of Judgment Day and Words to Friends at Home",2001-11-24,World; Washington,http://www.nytimes.com/2001/11/24/world/nation-challenged-letters-kabul-paper-scraps-talk-judgment-day-words-friends.html,1154
Abroad at Home; Right And Wrong,2001-11-24,Opinion,http://www.nytimes.com/2001/11/24/opinion/abroad-at-home-right-and-wrong.html,736
PAKISTANIS AGAIN SAID TO EVACUATE ALLIES OF TALIBAN,2001-11-24,World; Front Page; Washington,http://www.nytimes.com/2001/11/24/world/nation-challenged-siege-pakistanis-again-said-evacuate-allies-taliban.html,1482
If bin Laden Is Brought to Trial,2001-11-24,Opinion,http://www.nytimes.com/2001/11/24/opinion/l-if-bin-laden-is-brought-to-trial-354317.html,116
U.S. Envoy to Pakistan Thrust Into Limelight,2001-11-24,World; Washington,http://www.nytimes.com/2001/11/24/world/a-nation-challenged-the-ambassador-us-envoy-to-pakistan-thrust-into-limelight.html,1160
On the Lookout For Patriotic Incorrectness,2001-11-24,Arts; Education; Washington,http://www.nytimes.com/2001/11/24/arts/on-the-lookout-for-patriotic-incorrectness.html,990
If bin Laden Is Brought to Trial,2001-11-24,Opinion,http://www.nytimes.com/2001/11/24/opinion/l-if-bin-laden-is-brought-to-trial-354384.html,86
