headline,date,section,url,word_count
Cool Hand Barack,2011-05-04,Opinion,http://www.nytimes.com/2011/05/04/opinion/04dowd.html,786
The Myth of Mr. Obama’s Weakness,2011-05-04,Opinion,http://www.nytimes.com/2011/05/04/opinion/04wed2.html,474
Bush Declines Obama’s Invitation to Ground Zero,2011-05-04,U.S.,http://www.nytimes.com/2011/05/04/us/04bush.html,296
Iraq: Third Day of Blasts in Baghdad Neighborhood,2011-05-04,World,http://www.nytimes.com/2011/05/04/world/middleeast/04briefs-Iraq.html,92
What Happens to Bin Ladenism Now?,2011-05-04,Opinion,http://www.nytimes.com/video/opinion/100000000802992/opinion--thomas-l-friedman.html,24
Inside The Times,2011-05-04,New York and Region,http://query.nytimes.com/gst/fullpage.html?res=9903E7DE173AF937A35756C0A9679D8B63,687
What's On Today,2011-05-04,Arts,http://query.nytimes.com/gst/fullpage.html?res=9403E2D9163AF937A35756C0A9679D8B63,716
Peter Bergen to Write Book on Bin Laden Hunt,2011-05-04,Books; Arts,http://query.nytimes.com/gst/fullpage.html?res=9E00EFD61739F937A35756C0A9679D8B63,192
"History, Caught on Camera",2011-05-04,U.S.,http://learning.blogs.nytimes.com/2011/05/04/history-caught-on-camera/,65
"History, Caught on Camera",2011-05-04,U.S.,http://learning.blogs.nytimes.com/2011/05/04/history-caught-on-camera/,59
Bush Aides Walk Delicate Line on Bin Laden,2011-05-04,,http://thecaucus.blogs.nytimes.com/2011/05/04/bush-aides-walk-delicate-line-on-bin-laden/,885
Bin Laden’s Killing Helps President’s Poll Numbers,2011-05-04,World,http://atwar.blogs.nytimes.com/2011/05/04/bin-ladens-killing-helps-presidents-poll-numbers/,562
Morning Buzz | Bin Laden Charges Likely to Be Dismissed,2011-05-04,N.Y. / Region,http://cityroom.blogs.nytimes.com/2011/05/04/morning-buzz-bin-laden-charges-likely-to-be-dismissed/,556
"Updates on the Killing of Bin Laden, May 4",2011-05-04,,http://thelede.blogs.nytimes.com/2011/05/04/latest-updates-on-the-killing-of-bin-laden/,809
"In Afghanistan, No Time to Celebrate",2011-05-04,World,http://atwar.blogs.nytimes.com/2011/05/04/in-afghanistan-no-time-to-celebrate/,1214
Obama’s Approval Rating Jumps After Raid,2011-05-04,,http://thecaucus.blogs.nytimes.com/2011/05/04/obamas-approval-rating-jumps-after-raid/,76
"Wanted — Dead, Alive or Photoshopped",2011-05-04,Multimedia,http://lens.blogs.nytimes.com/2011/05/04/wanted-dead-alive-or-photoshopped-2/,367
Live-blogging the Raid on Osama bin Laden’s House,2011-05-04,Magazine,http://6thfloor.blogs.nytimes.com/2011/05/04/live-blogging-the-raid-on-osama-bin-ladens-house/,601
Bin Laden Changes Afghan Debate,2011-05-04,U.S.,http://www.nytimes.com/video/us/politics/100000000804067/bin-laden-changes-the-afghanistan-debate.html,23
The Power in a Photo,2011-05-04,Opinion,http://opinionator.blogs.nytimes.com/2011/05/04/the-power-in-a-photo/,1054
"TimesCast | May 4, 2011",2011-05-04,Multimedia/Photos,http://www.nytimes.com/video/multimedia/100000000804241/timescast--may-4-2011.html,26
"No, Osama Didn’t Win",2011-05-04,Opinion,http://douthat.blogs.nytimes.com/2011/05/04/no-osama-didnt-win/,1048
TimesCast | No Photos of Bin Laden,2011-05-04,Multimedia/Photos,http://www.nytimes.com/video/multimedia/100000000804548/timescast--no-photos-of-bin-laden.html,13
TimesCast | An Incompetent Military?,2011-05-04,Multimedia/Photos,http://www.nytimes.com/video/multimedia/100000000804551/timescast--an-incompetent-military.html,16
Thursday: City Known as the Big Guava,2011-05-04,Crosswords/Games,http://wordplay.blogs.nytimes.com/2011/05/04/guava/,520
Bloggingheads: The Osama Stimulus?,2011-05-04,Opinion,http://www.nytimes.com/video/opinion/100000000804951/bloggingheads-the-osama-stimulus.html,27
How the Poll Was Conducted,2011-05-05,U.S.,http://www.nytimes.com/2011/05/05/us/politics/05pollbox.html,375
"For Obama, Big Rise in Poll Numbers After Bin Laden Raid",2011-05-05,U.S.,http://www.nytimes.com/2011/05/05/us/politics/05poll.html,997
Pakistan Sees Shared Intelligence Lapse,2011-05-05,World,http://www.nytimes.com/2011/05/05/world/asia/05react.html,627
Complete Poll Results: Bin Laden's Death,2011-05-05,U.S.,http://www.nytimes.com/interactive/2011/05/05/us/politics/20110505_POLL_BIN_LADEN.html,0
Account Tells of One-Sided Battle in Bin Laden Raid,2011-05-05,U.S.,http://www.nytimes.com/2011/05/05/us/politics/05binladen.html,1052
Afghanistan Uses News About Bin Laden to Intensify Its Criticism of Pakistan,2011-05-05,World,http://www.nytimes.com/2011/05/05/world/asia/05afghanistan.html,630
Pakistani Military Investigates How Bin Laden Was Able to Hide in Plain View,2011-05-05,World,http://www.nytimes.com/2011/05/05/world/asia/05compound.html,756
A Return to Spending and the Front Rows,2011-05-05,Business Day,http://www.nytimes.com/2011/05/05/business/05AIR.html,1962
A Bin Laden Hunter on Four Legs,2011-05-05,Science,http://www.nytimes.com/2011/05/05/science/05dog.html,797
After Bin Laden: The Torture Debate,2011-05-05,Opinion,http://www.nytimes.com/2011/05/05/opinion/l05binladen.html,963
"Pakistani Army, Shaken by Raid, Faces New Scrutiny",2011-05-05,World,http://www.nytimes.com/2011/05/05/world/asia/05pakistan.html,1094
The Torture Apologists,2011-05-05,Opinion,http://www.nytimes.com/2011/05/05/opinion/05thu1.html,562
"In Bin Laden’s Compound, Seals’ All-Star Team",2011-05-05,World,http://www.nytimes.com/2011/05/05/world/middleeast/05seals.html,1137
Corrections,2011-05-05,Corrections,http://www.nytimes.com/2011/05/05/pageoneplus/corrections.html,764
A Brief Victory Lap Before Budget Fight Strains ‘Unity’ Call,2011-05-05,U.S.,http://www.nytimes.com/2011/05/05/us/politics/05obama.html,1103
"Hurting Moderates, Helping Militants",2011-05-05,Opinion,http://www.nytimes.com/2011/05/05/opinion/05Thrall.html,665
A Potential Candidate in No Rush for a Race,2011-05-05,U.S.,http://www.nytimes.com/2011/05/05/us/politics/05daniels.html,847
Thinking Through Assassination,2011-05-05,Opinion,http://www.nytimes.com/2011/05/05/opinion/rasenberger.html,1091
Op-Eds About Osama bin Laden,2011-05-05,Opinion,http://www.nytimes.com/interactive/2011/05/05/opinion/20110505_Oped_BinLaden.html,16
Corrections,2011-05-05,Corrections; New York and Region,http://query.nytimes.com/gst/fullpage.html?res=9404E4DF1339F936A35756C0A9679D8B63,63
Fake Bin Laden Death Photos Spread On Web and Fool Some Newspapers,2011-05-05,World; Technology,http://query.nytimes.com/gst/fullpage.html?res=9E07E5DE143AF936A35756C0A9679D8B63,317
Corrections,2011-05-05,Corrections; New York and Region,http://query.nytimes.com/gst/fullpage.html?res=9B02E4DF1339F936A35756C0A9679D8B63,53
Should Obama Have Released the Photos of Bin Laden’s Body?,2011-05-05,U.S.,http://learning.blogs.nytimes.com/2011/05/05/should-obama-have-released-the-photos-of-bin-ladens-body/,307
"The Early Word: No Bin Laden Photos, but Thousands of Words",2011-05-05,,http://thecaucus.blogs.nytimes.com/2011/05/05/the-early-word-no-bin-laden-photos-but-thousands-of-words/,569
Obama Blocks Release of Graphic Photos for Second Time,2011-05-05,,http://thecaucus.blogs.nytimes.com/2011/05/05/obama-blocks-release-of-graphic-photos-for-second-time/,949
"Morning Buzz | Help in Finding One Name in 2,982",2011-05-05,N.Y. / Region,http://cityroom.blogs.nytimes.com/2011/05/05/morning-buzz-help-in-finding-one-name-in-2982/,1016
"Updates on the Killing of Bin Laden, May 5",2011-05-05,,http://thelede.blogs.nytimes.com/2011/05/05/updates-on-bin-ladens-death-may-5/,1344
Live Blog: Obama Visits New York,2011-05-05,N.Y. / Region,http://cityroom.blogs.nytimes.com/2011/05/05/live-blog-obama-visits-new-york/,3982
Recollections of 9/11 and Lehman,2011-05-05,Business Day,http://dealbook.nytimes.com/2011/05/05/recollections-of-911-and-lehman/,1418
"TimesCast | May 5, 2011",2011-05-05,Multimedia/Photos,http://www.nytimes.com/video/multimedia/100000000806157/timescast--may-5-2011.html,32
"Doug Mills at Ground Zero, 10 Years Later",2011-05-05,Multimedia,http://lens.blogs.nytimes.com/2011/05/05/doug-mills-at-ground-zero-10-years-later/,197
Let’s Clear the Fog of War,2011-05-05,Opinion,http://opinionator.blogs.nytimes.com/2011/05/05/lets-clear-the-fog-of-war/,841
TimesCast | The Science of Revenge,2011-05-05,Multimedia/Photos,http://www.nytimes.com/video/multimedia/100000000806460/timescast--the-science-of-revenge-.html,15
TimesCast | Obama Visits Ground Zero,2011-05-05,U.S.,http://www.nytimes.com/video/us/100000000806475/timescast--obama-visits-ground-zero.html,18
Republicans Debate in South Carolina,2011-05-05,,http://thecaucus.blogs.nytimes.com/2011/05/05/republicans-debate-in-south-carolina/,826
Obama Honors Victims of Bin Laden at Ground Zero,2011-05-06,U.S.,http://www.nytimes.com/2011/05/06/us/politics/06obama.html,1117
Qaeda Affiliate Is Blamed in Iraq Suicide Bombing,2011-05-06,World,http://www.nytimes.com/2011/05/06/world/middleeast/06hilla.html,448
Accord Brings New Sense of Urgency to Israeli-Palestinian Conflict,2011-05-06,World,http://www.nytimes.com/2011/05/06/world/middleeast/06mideast.html,1066
Pakistani Army Chief Warns U.S. on Another Raid,2011-05-06,World,http://www.nytimes.com/2011/05/06/world/asia/06react.html,1159
U.S. Seeks to Aid Libyan Rebels With Seized Assets,2011-05-06,World,http://www.nytimes.com/2011/05/06/world/africa/06diplo.html,997
"In Europe, Disquiet Over Bin Laden and U.S.",2011-05-06,World,http://www.nytimes.com/2011/05/06/world/europe/06europe.html,1417
Thousands of Afghans Rally in Kabul to Reject Any Peace With Taliban,2011-05-06,World,http://www.nytimes.com/2011/05/06/world/asia/06afghanistan.html,841
Pentagon Breaks Silence on Pakistani Role,2011-05-06,World,http://www.nytimes.com/2011/05/06/world/asia/06pentagon.html,403
"The Bin Laden Photos, and the Raid",2011-05-06,Opinion,http://www.nytimes.com/2011/05/06/opinion/l06binladen.html,592
"Celebrating a Death: Ugly, Maybe, but Only Human",2011-05-06,Health,http://www.nytimes.com/2011/05/06/health/06revenge.html,968
"At Firehouse in Midtown, a V.I.P. Stops By for Lunch",2011-05-06,N.Y. / Region,http://www.nytimes.com/2011/05/06/nyregion/obama-visits-firehouse-in-midtown-manhattan.html,474
Data Show Bin Laden Plots; C.I.A. Hid Near Raided House,2011-05-06,World,http://www.nytimes.com/2011/05/06/world/asia/06intel.html,846
"In Long Pursuit of Bin Laden, the ’07 Raid, and Frustration",2011-05-06,World,http://www.nytimes.com/2011/05/06/world/asia/06binladen.html,1583
Dodgers Official Is Critical of Baseball’s Oversight,2011-05-06,Sports,http://www.nytimes.com/2011/05/06/sports/baseball/06bats.html,1364
Attack on Bin Laden Used Stealthy Helicopter That Had Been a Secret,2011-05-06,World,http://www.nytimes.com/2011/05/06/world/asia/06helicopter.html,928
The Quiet at Ground Zero,2011-05-06,Opinion,http://www.nytimes.com/2011/05/06/opinion/06fri4.html,282
"Raid Account, Hastily Told, Proves Fluid",2011-05-06,World,http://www.nytimes.com/2011/05/06/world/asia/06memo.html,909
The Lives at the End of the Rockets’ Arc,2011-05-06,World,http://www.nytimes.com/2011/05/06/world/africa/06misurata.html,1248
5 G.O.P. Hopefuls (Who?) Flock to First Debate of ’12 Race,2011-05-06,U.S.,http://www.nytimes.com/2011/05/06/us/politics/06repubs.html,875
Corrections,2011-05-06,Corrections,http://www.nytimes.com/2011/05/06/pageoneplus/corrections.html,710
What's on Today,2011-05-06,Movies; Arts,http://query.nytimes.com/gst/fullpage.html?res=9B0DEFD9143AF935A35756C0A9679D8B63,725
Corrections,2011-05-06,Corrections; New York and Region,http://query.nytimes.com/gst/fullpage.html?res=9B06EFD71039F935A35756C0A9679D8B63,43
Seal Team 6: 'The All-Star Team',2011-05-06,U.S.,http://learning.blogs.nytimes.com/2011/05/06/seal-team-6-the-all-star-team/,134
Seal Team 6: 'The All-Star Team',2011-05-06,U.S.,http://learning.blogs.nytimes.com/2011/05/06/seal-team-6-the-all-star-team/,125
The Early Word: Backtracking,2011-05-06,,http://thecaucus.blogs.nytimes.com/2011/05/06/the-early-word-backtracking/,431
A ‘Stop the Presses’ Moment: More on the Death of Bin Laden,2011-05-06,U.S.,http://learning.blogs.nytimes.com/2011/05/06/a-stop-the-presses-moment-more-on-the-death-of-bin-laden/,728
Appointment in Abbottabad,2011-05-06,Opinion,http://douthat.blogs.nytimes.com/2011/05/06/appointment-in-abbottabad/,927
"For Young Navy Veteran, Next Tour Is the Nationwide",2011-05-06,Sports,http://onpar.blogs.nytimes.com/2011/05/06/for-young-navy-veteran-next-tour-is-the-nationwide/,619
Obama Calls for End of Oil Subsidies,2011-05-06,,http://thecaucus.blogs.nytimes.com/2011/05/06/obama-calls-for-end-of-oil-subsidies/,345
Sentence of the Week/Month: Osama bin Laden Edition,2011-05-06,Magazine,http://6thfloor.blogs.nytimes.com/2011/05/06/sentence-of-the-weekmonth-osama-bin-laden-edition/,540
Most Tuned to NBC for Address on Bin Laden,2011-05-06,Business,http://mediadecoder.blogs.nytimes.com/2011/05/06/most-tuned-to-nbc-for-address-on-bin-laden/,238
"'Job Well Done,' Obama Tells Assault Team",2011-05-06,U.S.,http://thecaucus.blogs.nytimes.com/2011/05/06/job-well-done-obama-tells-assault-team/,328
Left Behind: Bin Laden’s Wife and Daughter,2011-05-06,,http://thelede.blogs.nytimes.com/2011/05/06/left-behind-bin-ladens-wife-and-daughter/,814
Bloggingheads: Better Off Dead?,2011-05-06,Opinion,http://www.nytimes.com/video/opinion/100000000808574/bloggingheads-better-off-dead.html,17
The Week That Was,2011-05-06,Opinion,http://opinionator.blogs.nytimes.com/2011/05/06/the-week-that-was/,995
Al Qaeda Confirms Bin Laden’s Death,2011-05-07,World,http://www.nytimes.com/2011/05/07/world/asia/07qaeda.html,321
The Kentucky Puzzle,2011-05-07,Sports,http://www.nytimes.com/2011/05/07/sports/07leading.html,714
A Scattering of Protests Honoring Bin Laden,2011-05-07,World,http://www.nytimes.com/2011/05/07/world/africa/07egypt.html,655
Drone Strike in Yemen Was Aimed at Awlaki,2011-05-07,World,http://www.nytimes.com/2011/05/07/world/middleeast/07yemen.html,366
Presidential Spotlight Shines on the Commandos Who Work in the Shadows,2011-05-07,U.S.,http://www.nytimes.com/2011/05/07/us/politics/07prexy.html,1022
How We Reacted to the Killing of Bin Laden,2011-05-07,Opinion,http://www.nytimes.com/2011/05/07/opinion/lweb07binladen.html,261
U.S. Demands More From Pakistan in Bin Laden Inquiry,2011-05-07,World,http://www.nytimes.com/2011/05/07/world/asia/07policy.html,1144
The Bin Laden Bounce,2011-05-07,Opinion,http://www.nytimes.com/2011/05/07/opinion/07blow.html,539
Drone Strike Said to Kill at Least 8 in Pakistan,2011-05-07,World,http://www.nytimes.com/2011/05/07/world/asia/07drone.html,448
Videos From Bin Laden’s Compound,2011-05-07,World,http://www.nytimes.com/interactive/2011/05/07/world/asia/20110507-binladen-videos.html,16
Inside the Times,2011-05-07,New York and Region,http://query.nytimes.com/gst/fullpage.html?res=9C04EFD9123AF934A35756C0A9679D8B63,684
Reports on the Death of Osama bin Laden,2011-05-07,World,http://www.nytimes.com/interactive/world/asia/bin-laden-death-video.html,16
The Weekend Word: Aftermath,2011-05-07,,http://thecaucus.blogs.nytimes.com/2011/05/07/the-weekend-word-aftermath/,886
Briefing on Bin Laden Documents,2011-05-07,,http://thelede.blogs.nytimes.com/2011/05/07/c-i-a-briefing-on-bin-laden-documents/,637
Home Videos of Bin Laden,2011-05-07,World,http://www.nytimes.com/video/world/asia/100000000809156/home-videos-of-bin-laden.html,17
Bin Laden Watches Himself on TV,2011-05-07,World,http://www.nytimes.com/video/world/asia/100000000809184/bin-laden-watches-himself-on-tv.html,19
Bin Laden Video Released,2011-05-07,World,http://www.nytimes.com/video/world/asia/100000000809179/obama-bin-laden-released-video.html,14
Third Home Video of Bin Laden,2011-05-07,World,http://www.nytimes.com/video/world/asia/100000000809190/third-home-video-of-bin-laden.html,17
Fourth Video of Bin Laden,2011-05-07,World,http://www.nytimes.com/video/world/asia/100000000809195/fourth-video-of-bin-laden.html,16
Fifth Video of Bin Laden,2011-05-07,World,http://www.nytimes.com/video/world/asia/100000000809203/fifth-video-of-bin-laden.html,29
A Visual Look at The Times in Overdrive,2011-05-07,Opinion,http://publiceditor.blogs.nytimes.com/2011/05/07/a-visual-look-at-the-times-in-overdrive/,700
"Sunday Breakfast Menu, May 8",2011-05-07,,http://thecaucus.blogs.nytimes.com/2011/05/07/sunday-breakfast-menu-may-8/,439
The Land of the $800 Stroller,2011-05-08,Real Estate,http://www.nytimes.com/2011/05/08/realestate/08living.html,1544
The Man Likes What He Sees in the Mirror,2011-05-08,N.Y. / Region,http://www.nytimes.com/2011/05/08/nyregion/polls-sink-but-bloomberg-says-he-likes-whats-in-mirror.html,1298
Laugh Lines,2011-05-08,Week in Review,http://www.nytimes.com/2011/05/08/weekinreview/08laugh.html,180
Situation: Ambiguous,2011-05-08,Week in Review,http://www.nytimes.com/2011/05/08/weekinreview/08johnson.html,248
Videos From Bin Laden’s Hide-Out Released,2011-05-08,World,http://www.nytimes.com/2011/05/08/world/asia/08intel.html,674
A World Trade Center Progress Report,2011-05-08,Week in Review,http://www.nytimes.com/2011/05/08/weekinreview/08marsh.html,148
Deadly Attack by Insurgents in Kandahar,2011-05-08,World,http://www.nytimes.com/2011/05/08/world/asia/08afghan.html,218
"Watery Grave, Murky Law",2011-05-08,Opinion,http://www.nytimes.com/2011/05/08/opinion/08halevi.html,659
Bin Laden Was Dead Already,2011-05-08,Opinion,http://www.nytimes.com/2011/05/08/opinion/08kepel.html,771
Why We Celebrate a Killing,2011-05-08,Opinion,http://www.nytimes.com/2011/05/08/opinion/08haidt.html,974
Bin Laden and the New Unknown in Afghanistan,2011-05-08,World,http://www.nytimes.com/2011/05/08/world/asia/08taliban.html,1329
Bin Laden’s Secret Life in a Diminished World,2011-05-08,World,http://www.nytimes.com/2011/05/08/world/asia/08binladen.html,1850
"A Reporter’s Quest for Osama bin Laden, the Unholy Grail",2011-05-08,Week in Review,http://www.nytimes.com/2011/05/08/weekinreview/08burnsWEB.html,2153
Women Against the Hangman,2011-05-08,Opinion,http://www.nytimes.com/2011/05/08/opinion/08cohen.html,835
Killing Evil Doesn’t Make Us Evil,2011-05-08,Opinion,http://www.nytimes.com/2011/05/08/opinion/08dowd.html,757
"Secret Held if Bin Laden Lived Here, Village Says",2011-05-08,World,http://www.nytimes.com/2011/05/08/world/asia/08village.html,857
The White House’s Bedtime Bombshell,2011-05-08,Opinion,http://www.nytimes.com/2011/05/08/opinion/08pubed.html,1195
What's On Sunday,2011-05-08,New York and Region,http://query.nytimes.com/gst/fullpage.html?res=9905E7DC123AF93BA35756C0A9679D8B63,810
A Quest for the Unholy Grail,2011-05-08,Week in Review,http://query.nytimes.com/gst/fullpage.html?res=9C00E4D7123AF93BA35756C0A9679D8B63,2151
"Recovery, the Brick-and-Mortar Version",2011-05-08,Week in Review,http://query.nytimes.com/gst/fullpage.html?res=9D00EEDB1F39F93BA35756C0A9679D8B63,148
Reads & Reactions,2011-05-08,U.S.,http://fivethirtyeight.blogs.nytimes.com/2011/05/08/reads-reactions-3/,565
Obama’s YouTube Star Turn,2011-05-08,Business,http://mediadecoder.blogs.nytimes.com/2011/05/08/obamas-youtube-star-turn/,251
Obama Can’t Depend On New Poll Numbers,2011-05-08,,http://thecaucus.blogs.nytimes.com/2011/05/08/obama-cant-depend-on-new-poll-numbers/,762
Officers and Inmates Are Killed in Iraq Jail Revolt,2011-05-09,World,http://www.nytimes.com/2011/05/09/world/middleeast/09iraqprison.html,629
Dozens Injured as Train Crashes in New Jersey,2011-05-09,N.Y. / Region,http://www.nytimes.com/2011/05/09/nyregion/dozens-injured-as-train-crashes-in-new-jersey.html,768
U.S. Raises Pressure on Pakistan in Raid’s Wake,2011-05-09,World,http://www.nytimes.com/2011/05/09/world/asia/09donilon.html,1098
Muscle Memory: The Training of Navy Seals Commandos,2011-05-09,Books,http://www.nytimes.com/2011/05/09/books/seal-team-six-and-the-heart-and-the-fist-reviews.html,1404
Broad Taliban Attack Paralyzes Kandahar,2011-05-09,World,http://www.nytimes.com/2011/05/09/world/asia/09afghanistan.html,886
A Fatah-Hamas Deal,2011-05-09,Opinion,http://www.nytimes.com/2011/05/09/opinion/09mon1.html,665
Whose Foreign Policy Is It?,2011-05-09,Opinion,http://www.nytimes.com/2011/05/09/opinion/09douthat.html,775
Obama Elaborates on Bin Laden Raid,2011-05-09,U.S.,http://www.nytimes.com/2011/05/09/us/politics/09obamabox.html,320
Obama's YouTube Star Turn,2011-05-09,Business,http://query.nytimes.com/gst/fullpage.html?res=9403EFD71F39F93AA35756C0A9679D8B63,277
Obama Can't Depend On New Poll Numbers,2011-05-09,Washington; U.S.,http://query.nytimes.com/gst/fullpage.html?res=9B0DE7DE1638F93AA35756C0A9679D8B63,803
The Early Word: Spotlight,2011-05-09,,http://thecaucus.blogs.nytimes.com/2011/05/09/the-early-word-spotlight/,303
"This Week in Small Business: Profiting From Osama, Dealing With the Dollar",2011-05-09,,http://boss.blogs.nytimes.com/2011/05/09/this-week-in-small-business-profiting-from-osama-dealing-with-the-dollar/,1441
Best Political Quotes of the Weekend,2011-05-09,,http://thecaucus.blogs.nytimes.com/2011/05/09/best-political-quotes-of-the-weekend-10/,787
Curry to Replace Vieira on ‘Today’,2011-05-09,Business,http://mediadecoder.blogs.nytimes.com/2011/05/09/curry-to-replace-vieira-on-today/,681
"The Obama Presidency, Post Bin Laden",2011-05-09,U.S.,http://www.nytimes.com/video/us/politics/100000000810802/the-obama-presidency-post-bin-laden.html,20
Obama Fills a Gap in the Seals’ Tool Kit,2011-05-09,,http://thecaucus.blogs.nytimes.com/2011/05/09/obama-fills-a-gap-in-the-seals-tool-kit/,142
Video Game Level Replicates Bin Laden Compound,2011-05-09,Technology,http://bits.blogs.nytimes.com/2011/05/09/video-game-level-replicates-bin-laden-compound/,201
'The Man Who Shot Liberty Valance',2011-05-09,Movies,http://www.nytimes.com/video/movies/100000000811230/the-man-who-shot-liberty-valance.html,23
Obama on Bin Laden Mission Lifts ’60 Minutes’,2011-05-09,Arts,http://artsbeat.blogs.nytimes.com/2011/05/09/obama-on-bin-laden-mission-lifts-60-minutes/,123
Bloggingheads: Was He Worth It?,2011-05-09,Opinion,http://www.nytimes.com/video/opinion/100000000811655/bloggingheads-was-he-worth-it.html,21
More Than a Résumé,2011-05-09,Opinion,http://opinionator.blogs.nytimes.com/2011/05/09/more-than-a-resume/,791
Beyond Obama’s Bin Laden Bounce,2011-05-09,U.S.,http://fivethirtyeight.blogs.nytimes.com/2011/05/09/beyond-obamas-bin-laden-bounce/,1179
"Aside From the Vampires, Lincoln Film Seeks Accuracy",2011-05-10,Movies,http://www.nytimes.com/2011/05/10/movies/abraham-lincoln-vampire-hunter-rewrites-history.html,1426
Leak of C.I.A. Officer Name Is Sign of Rift With Pakistan,2011-05-10,World,http://www.nytimes.com/2011/05/10/world/asia/10pakistan.html,1086
The New Yorker Begins to Offer iPad Subscriptions,2011-05-10,Business Day,http://www.nytimes.com/2011/05/10/business/media/10conde.html,836
Bin Laden Aftermath: A Rush of Emotion,2011-05-10,Opinion,http://www.nytimes.com/2011/05/10/opinion/l10binladen.html,921
Coca-Cola in the Hide-Out,2011-05-10,Opinion,http://www.nytimes.com/2011/05/10/opinion/l10coke.html,133
U.S. Was Braced for Fight With Pakistanis in Bin Laden Raid,2011-05-10,World,http://www.nytimes.com/2011/05/10/world/asia/10intel.html,1029
More Than A Résumé,2011-05-10,Opinion,http://query.nytimes.com/gst/fullpage.html?res=9907E1D9103AF933A25756C0A9679D8B63,822
Kushner Debacle Won’t Be the Last of Its Kind,2011-05-10,N.Y. / Region,http://cityroom.blogs.nytimes.com/2011/05/10/kushner-debacle-wont-be-the-last-of-its-kind/,849
"Eleven Madison Park, ABC Kitchen and Gabrielle Hamilton Win James Beard Awards",2011-05-10,Style,http://dinersjournal.blogs.nytimes.com/2011/05/10/eleven-madison-park-abc-kitchen-andgabrielle-hamilton-win-james-beard-awards/,752
Bin Laden Killing Now Part of Obama Stump Speech,2011-05-10,,http://thecaucus.blogs.nytimes.com/2011/05/10/bin-laden-killing-now-part-of-obama-stump-speech/,242
U.S. Still Waits for Access to Bin Laden Widows,2011-05-11,World,http://www.nytimes.com/2011/05/11/world/asia/11pakistan.html,1234
Bin Laden Sons Say U.S. Broke International Law,2011-05-11,World,http://www.nytimes.com/2011/05/11/world/asia/11binladen.html,763
Statement From the Family of Osama bin Laden,2011-05-11,World,http://www.nytimes.com/2011/05/11/world/asia/binladen-statement.html,711
Science and Ethics,2011-05-11,Opinion,http://www.nytimes.com/2011/05/11/opinion/l11haidt.html,182
"After Bin Laden, U.S. Reassesses Afghan Strategy",2011-05-11,World,http://www.nytimes.com/2011/05/11/world/middleeast/11military.html,1073
Bad Bargains,2011-05-11,Opinion,http://www.nytimes.com/2011/05/11/opinion/11friedman.html,853
Old Man With Clicker,2011-05-11,Opinion,http://www.nytimes.com/2011/05/11/opinion/11dowd.html,810
RHYTHMS OF DAILY LIFE RESUME,2011-05-11,,http://query.nytimes.com/gst/fullpage.html?res=9C0DE6DB113AF932A25756C0A9679D8B63,0
The Early Word: The Next Step,2011-05-11,,http://thecaucus.blogs.nytimes.com/2011/05/11/the-early-word-the-next-step/,436
Obama to Deliver Speech on Mideast,2011-05-11,U.S.,http://thecaucus.blogs.nytimes.com/2011/05/11/obama-to-deliver-speech-on-mideast/,187
Pakistani Is Seeking Inquiry on U.S. Raid,2011-05-12,World,http://www.nytimes.com/2011/05/12/world/asia/12pakistan.html,711
Some Lawmakers to See Photos,2011-05-12,World,http://www.nytimes.com/2011/05/12/world/asia/12binladen.html,219
Demanding Answers From Pakistan,2011-05-12,Opinion,http://www.nytimes.com/2011/05/12/opinion/12khalilzad.html,805
The Dogs of War: Beloved Comrades in Afghanistan,2011-05-12,World,http://www.nytimes.com/2011/05/12/world/middleeast/12dog.html,995
Obama Seeks Reset in Arab World,2011-05-12,U.S.,http://www.nytimes.com/2011/05/12/us/politics/12prexy.html,1131
Inside The Times,2011-05-12,New York and Region,http://query.nytimes.com/gst/fullpage.html?res=9402E5D91E3AF931A25756C0A9679D8B63,669
The Early Word: Putting Bin Laden Into Context,2011-05-12,,http://thecaucus.blogs.nytimes.com/2011/05/12/the-early-word-7/,526
American Idol: The Top 4,2011-05-12,Arts,http://artsbeat.blogs.nytimes.com/2011/05/12/american-idol-the-top-4/,526
What the Libyan Resistance Needs,2011-05-13,Opinion,http://www.nytimes.com/2011/05/13/opinion/13elwarfally.html,710
Pakistan Army Chief Balks at U.S. Demands to Cooperate,2011-05-13,World,http://www.nytimes.com/2011/05/13/world/asia/13pakistan.html,986
Signs of Leadership Void as Al Qaeda Pushes On,2011-05-13,World,http://www.nytimes.com/2011/05/13/world/asia/13qaeda.html,1029
Blast Kills at Least 70 Military Cadets in Pakistan,2011-05-13,World,http://www.nytimes.com/2011/05/13/world/asia/13bomb.html,404
Deathers,2011-05-13,Opinion,http://schott.blogs.nytimes.com/2011/05/13/deathers/,185
U.S. Interrogated 'Hostile' Bin Laden Wives,2011-05-13,,http://thelede.blogs.nytimes.com/2011/05/13/u-s-interrogated-hostile-bin-laden-wives/,463
Houses Passes Intelligence Authorization Bill,2011-05-13,U.S.,http://thecaucus.blogs.nytimes.com/2011/05/13/houses-passes-intelligence-authorization-bill/,167
Victory Dance?,2011-05-13,Opinion,http://opinionator.blogs.nytimes.com/2011/05/13/victory-dance/,1524
"Report From a Pashtun Teen: Cricket, Diplomacy and Hope",2011-05-13,,http://kristof.blogs.nytimes.com/2011/05/13/report-from-a-pashtun-teen-cricket-diplomacy-and-hope/,1871
