headline,section,word_count,url,date,id
"Eavesdropping, U.S. Allies See New Terror Attack",World; Front Page,840,http://www.nytimes.com/2001/10/21/world/a-nation-challenged-intelligence-eavesdropping-us-allies-see-new-terror-attack.html,10/21/01,1194
How's Business? Terrorist Acts Deal a Blow To the Economy,New York and Region,2377,http://www.nytimes.com/2001/10/21/nyregion/how-s-business-terrorist-acts-deal-a-blow-to-the-economy.html,10/21/01,1195
"The World: Ground Up; After the War, Rebuild a Nation. If It's a Nation.",Week in Review,1349,http://www.nytimes.com/2001/10/21/weekinreview/the-world-ground-up-after-the-war-rebuild-a-nation-if-it-s-a-nation.html,10/21/01,1196
October 14-20; Embassy Bombers Sentenced,Week in Review,95,http://www.nytimes.com/2001/10/21/weekinreview/october-14-20-embassy-bombers-sentenced.html,10/21/01,1197
U.S. Faces Tough Choices If bin Laden Is Captured,U.S.,1012,http://www.nytimes.com/2001/10/22/us/a-nation-challenged-the-law-us-faces-tough-choices-if-bin-laden-is-captured.html,10/22/01,1198
"AN OVERVIEW: Oct. 21, 2001; Bombs on the Northern Front, Finger-Pointing in Washington",World,748,http://www.nytimes.com/2001/10/22/world/overview-oct-21-2001-bombs-northern-front-finger-pointing-washington.html,10/22/01,1199
"Kuala Lumpur Journal; On Muslim Soil, a Lesser Fear of Great Heights",World,941,http://www.nytimes.com/2001/10/22/world/kuala-lumpur-journal-on-muslim-soil-a-lesser-fear-of-great-heights.html,10/22/01,1200
America at Fault?,Opinion,81,http://www.nytimes.com/2001/10/22/opinion/l-america-at-fault-797669.html,10/22/01,1201
Afghan Ban On Growing Of Opium Is Unraveling,World,1385,http://www.nytimes.com/2001/10/22/world/a-nation-challenged-war-and-drugs-afghan-ban-on-growing-of-opium-is-unraveling.html,10/22/01,1202
A Nation Challenged,Front Page; New York and Region,158,http://www.nytimes.com/2001/10/22/nyregion/a-nation-challenged-796867.html,10/22/01,1203
A Quiet Day on Kashmir's Tense Line,World,1048,http://www.nytimes.com/2001/10/22/world/a-quiet-day-on-kashmir-s-tense-line.html,10/22/01,1204
Feverish Protests Against the West Trace to Grievances Ancient and Modern,World,1354,http://www.nytimes.com/2001/10/22/world/nation-challenged-history-feverish-protests-against-west-trace-grievances.html,10/22/01,1205
Support for bin Laden Is Still High in Pakistan,World,957,http://www.nytimes.com/2001/10/22/world/a-nation-challenged-the-mood-support-for-bin-laden-is-still-high-in-pakistan.html,10/22/01,1207
U.S BOMBS TALIBAN'S FORCES ON FRONT LINES NEAR KABUL; POWELL SEES REBEL ADVANCE,World; Front Page,1246,http://www.nytimes.com/2001/10/22/world/nation-challenged-bombing-us-bombs-taliban-s-forces-front-lines-near-kabul.html,10/22/01,1208
A Nation Challenged,New York and Region,1118,http://www.nytimes.com/2001/10/22/nyregion/a-nation-challenged-795950.html,10/22/01,1209
Essay; Advance The Story,Opinion,713,http://www.nytimes.com/2001/10/22/opinion/essay-advance-the-story.html,10/22/01,1210
Roar of the Warplanes Overhead Bolsters the Hopes of the Rebels,World; Front Page,1221,http://www.nytimes.com/2001/10/22/world/nation-challenged-front-lines-roar-warplanes-overhead-bolsters-hopes-rebels.html,10/22/01,1212
Bombs Aim To Put Heat On Taliban And Pakistan,World,649,http://www.nytimes.com/2001/10/22/world/a-nation-challenged-strategy-bombs-aim-to-put-heat-on-taliban-and-pakistan.html,10/22/01,1213
New Orders Spur C.I.A. Hunt for bin Laden,World,493,http://www.nytimes.com/2001/10/22/world/a-nation-challenged-intelligence-new-orders-spur-cia-hunt-for-bin-laden.html,10/22/01,1214
Newsweeklies Run to Keep Up On Tricky Turf,Business,1337,http://www.nytimes.com/2001/10/22/business/media-newsweeklies-run-to-keep-up-on-tricky-turf.html,10/22/01,1215
Some Comic Strips Take an Unpopular Look at U.S.,Business,773,http://www.nytimes.com/2001/10/22/business/media-some-comic-strips-take-an-unpopular-look-at-us.html,10/22/01,1217
Foreign Affairs; Dear Ariel and Yasir,Opinion,798,http://www.nytimes.com/2001/10/23/opinion/foreign-affairs-dear-ariel-and-yasir.html,10/23/01,1219
A Nation Challenged,New York and Region,1080,http://www.nytimes.com/2001/10/23/nyregion/a-nation-challenged-812323.html,10/23/01,1220
U.S. Agrees To Clean Up Anthrax Site In Uzbekistan,World; Washington,977,http://www.nytimes.com/2001/10/23/world/a-nation-challenged-spores-us-agrees-to-clean-up-anthrax-site-in-uzbekistan.html,10/23/01,1221
Alliance of Convenience: Rebels Useful to U.S.,World; Washington,1117,http://www.nytimes.com/2001/10/23/world/a-nation-challenged-the-strategy-alliance-of-convenience-rebels-useful-to-us.html,10/23/01,1222
U.S. Jets Pound Front-Line Taliban,World; Front Page; Washington,1226,http://www.nytimes.com/2001/10/23/world/a-nation-challenged-the-rebels-us-jets-pound-front-line-taliban.html,10/23/01,1223
"Terrorists Could Still Be Plotting In Germany, an Official Warns",U.S.,449,http://www.nytimes.com/2001/10/23/us/nation-challenged-investigation-terrorists-could-still-be-plotting-germany.html,10/23/01,1224
"More Deaths, More Questions, More Bombs",World,744,http://www.nytimes.com/2001/10/23/world/nation-challenged-overview-oct-22-2001-more-deaths-more-questions-more-bombs.html,10/23/01,1225
Foreign Affairs; Dear Ariel and Yasir,Opinion,798,http://www.nytimes.com/2001/10/23/opinion/foreign-affairs-dear-ariel-and-yasir.html,10/23/01,1226
"Pakistan Leader Renews Plea for Early End to Raids, Fearing Muslim Unrest",World; Washington,1199,http://www.nytimes.com/2001/10/24/world/nation-challenged-region-pakistan-leader-renews-plea-for-early-end-raids-fearing.html,10/24/01,1227
Arrests in Britain and Germany of 2 Men Linked to Terrorist Activities,World; Washington,1101,http://www.nytimes.com/2001/10/24/world/nation-challenged-suspects-arrests-britain-germany-2-men-linked-terrorist.html,10/24/01,1228
The Tug of Faith Unsettles Many British Muslims,World; Washington,927,http://www.nytimes.com/2001/10/24/world/the-tug-of-faith-unsettles-many-british-muslims.html,10/24/01,1229
"Beaten in Pakistan, Battered in Brooklyn",New York and Region,319,http://www.nytimes.com/2001/10/24/nyregion/a-nation-challenged-notebooks-beaten-in-pakistan-battered-in-brooklyn.html,10/24/01,1230
"Marriabad Journal; Minutes From Cries of Jihad, Town Dreams of U.S.",World; Washington,959,http://www.nytimes.com/2001/10/24/world/marriabad-journal-minutes-from-cries-of-jihad-town-dreams-of-us.html,10/24/01,1231
"Bush Emphasizes, More Than Once, That He Doesn't Have Anthrax",U.S.,388,http://www.nytimes.com/2001/10/24/us/nation-challenged-president-bush-emphasizes-more-than-once-that-he-doesn-t-have.html,10/24/01,1232
3 Fugitives Named as Part of Hamburg Cell,World,671,http://www.nytimes.com/2001/10/24/world/a-nation-challenged-the-hunted-3-fugitives-named-as-part-of-hamburg-cell.html,10/24/01,1233
World Briefing | Asia: Philippines: U.S. Advisers To Help Against Muslim Rebels,World; Washington,47,http://www.nytimes.com/2001/10/24/world/world-briefing-asia-philippines-us-advisers-to-help-against-muslim-rebels.html,10/24/01,1234
A Nation Challenged,New York and Region,1169,http://www.nytimes.com/2001/10/24/nyregion/a-nation-challenged-829927.html,10/24/01,1235
Hijacker Got Cash Through Arab Emirates,World,174,http://www.nytimes.com/2001/10/25/world/a-nation-challenged-hijacker-got-cash-through-arab-emirates.html,10/25/01,1236
Burb Cocooning? Who Has Time?,Style,1078,http://www.nytimes.com/2001/10/25/style/good-fences-burb-cocooning-who-has-time.html,10/25/01,1237
"A Dark View of Anthrax, Errant Bombs, the Saudi Connection",World; Washington,722,http://www.nytimes.com/2001/10/25/world/an-overview-oct-24-2001-a-dark-view-of-anthrax-errant-bombs-the-saudi-connection.html,10/25/01,1238
Essay; Bush's Mideast Charade,Opinion,725,http://www.nytimes.com/2001/10/25/opinion/essay-bush-s-mideast-charade.html,10/25/01,1239
Attack Victims Are Expected to Turn Law Against Terrorists,U.S.; Washington,829,http://www.nytimes.com/2001/10/25/us/attack-victims-are-expected-to-turn-law-against-terrorists.html,10/25/01,1240
Leaders of the Old Afghanistan Prepare for the New,World; Washington,980,http://www.nytimes.com/2001/10/25/world/nation-challenged-postwar-plans-leaders-old-afghanistan-prepare-for-new.html,10/25/01,1241
Rebels Rely On an Elite For a Drive On Kabul,World; Washington,1120,http://www.nytimes.com/2001/10/25/world/nation-challenged-northern-alliance-rebels-rely-elite-for-drive-kabul.html,10/25/01,1243
Naming of Hijackers as Saudis May Further Erode Ties to U.S.,World; Front Page; Washington,1360,http://www.nytimes.com/2001/10/25/world/nation-challenged-saudi-arabia-naming-hijackers-saudis-may-further-erode-ties-us.html,10/25/01,1244
Convicted Terrorists Sent to Pennsylvania,Washington; New York and Region,137,http://www.nytimes.com/2001/10/25/nyregion/a-nation-challenged-convicted-terrorists-sent-to-pennsylvania.html,10/25/01,1245
Home Front Is a Minefield For President,Front Page; Health; U.S.; Washington,1003,http://www.nytimes.com/2001/10/25/us/a-nation-challenged-white-house-memo-home-front-is-a-minefield-for-president.html,10/25/01,1246
National Briefing | Washington: Prosecutor Becomes U.S. Attorney,U.S.,76,http://www.nytimes.com/2001/10/25/us/national-briefing-washington-prosecutor-becomes-us-attorney.html,10/25/01,1247
"A Daughter of Islam, and an Enemy of Terror",New York and Region,919,http://www.nytimes.com/2001/10/25/nyregion/public-lives-a-daughter-of-islam-and-an-enemy-of-terror.html,10/25/01,1248
Tracing the Steps (and Near Success) of a Taliban-Trained Attacker,Arts,883,http://www.nytimes.com/2001/10/25/arts/television-review-tracing-steps-near-success-taliban-trained-attacker.html,10/25/01,1249
Flu Shots Are Encouraged To Reduce Anthrax Fear,New York and Region,1027,http://www.nytimes.com/2001/10/25/nyregion/a-nation-challenged-new-york-flu-shots-are-encouraged-to-reduce-anthrax-fear.html,10/25/01,1250
GROUND RAIDS SEEN AS LONG AND RISKY,World; Front Page; Washington,1039,http://www.nytimes.com/2001/10/25/world/a-nation-challenged-military-ground-raids-seen-as-long-and-risky.html,10/25/01,1251
Afghan Gathering in Pakistan Backs Future Role for King,World,698,http://www.nytimes.com/2001/10/26/world/nation-challenged-next-chapter-afghan-gathering-pakistan-backs-future-role-for.html,10/26/01,1253
Bin Laden Family Liquidates Holdings With Carlyle Group,Business; Washington,497,http://www.nytimes.com/2001/10/26/business/bin-laden-family-liquidates-holdings-with-carlyle-group.html,10/26/01,1255
"U.S. Steps Up Air Attack, While Defending Results of Campaign",World; Washington,970,http://www.nytimes.com/2001/10/26/world/nation-challenged-bombing-us-steps-up-air-attack-while-defending-results.html,10/26/01,1256
ANTITERRORISM BILL PASSES; U.S. GETS EXPANDED POWERS,Technology; Front Page; U.S.,1091,http://www.nytimes.com/2001/10/26/us/nation-challenged-legislation-antiterrorism-bill-passes-us-gets-expanded-powers.html,10/26/01,1257
"New Legal Powers, Fresh Anthrax Worries, Resilient Taliban",World,724,http://www.nytimes.com/2001/10/26/world/nation-challenged-overview-oct-25-2001-new-legal-powers-fresh-anthrax-worries.html,10/26/01,1258
New Battles on the West Bank,Opinion,398,http://www.nytimes.com/2001/10/26/opinion/new-battles-on-the-west-bank.html,10/26/01,1259
Foreign Affairs; We Are All Alone,Opinion,790,http://www.nytimes.com/2001/10/26/opinion/foreign-affairs-we-are-all-alone.html,10/26/01,1260
Changed Panama Banks Root Out Terror Funds,World,795,http://www.nytimes.com/2001/10/26/world/changed-panama-banks-root-out-terror-funds.html,10/26/01,1262
Buying the Writes,U.S.,1993,http://learning.blogs.nytimes.com/2001/10/26/buying-the-writes/,10/26/01,1263
A Nation Challenged,New York and Region,1029,http://www.nytimes.com/2001/10/27/nyregion/a-nation-challenged-887668.html,10/27/01,1264
The War Has Just Begun,Opinion,431,http://www.nytimes.com/2001/10/27/opinion/the-war-has-just-begun.html,10/27/01,1265
"Britain Allots Troops for Afghan Ground Combat, and Australia Is Contributing, Too",World,864,http://www.nytimes.com/2001/10/27/world/nation-challenged-allies-britain-allots-troops-for-afghan-ground-combat.html,10/27/01,1266
Walking a Fine Line in Showcasing Women and Dealing With Muslim Allies,U.S.; Washington,960,http://www.nytimes.com/2001/10/27/us/nation-challenged-women-authority-walking-fine-line-showcasing-women-dealing.html,10/27/01,1267
Pakistan Chief Says the U.S. Should End Bombing Soon,World; Washington,1219,http://www.nytimes.com/2001/10/27/world/a-nation-challenged-an-appeal-pakistan-chief-says-the-us-should-end-bombing-soon.html,10/27/01,1268
Czechs Confirm Iraqi Agent Met With Terror Ringleader,World; Front Page,1987,http://www.nytimes.com/2001/10/27/world/nation-challenged-investigation-czechs-confirm-iraqi-agent-met-with-terror.html,10/27/01,1269
Corrections,Corrections; New York and Region,75,http://www.nytimes.com/2001/10/27/nyregion/c-corrections-887889.html,10/27/01,1270
Egypt's Elite Torn by Arab Roots and Western Ties,World; Washington,1187,http://www.nytimes.com/2001/10/27/world/egypt-s-elite-torn-by-arab-roots-and-western-ties.html,10/27/01,1271
The Inner Workings of a Plot to Blow Up the U.S. Embassy in Paris,World; Washington,1324,http://www.nytimes.com/2001/10/28/world/nation-challenged-police-work-inner-workings-plot-blow-up-us-embassy-paris.html,10/28/01,1272
Itchy Trigger Fingers,New York and Region,1228,http://www.nytimes.com/2001/10/28/nyregion/a-nation-challenged-itchy-trigger-fingers.html,10/28/01,1274
"In a Global Tide, Beware the Undertow",Business; Books,1063,http://www.nytimes.com/2001/10/28/business/book-value-in-a-global-tide-beware-the-undertow.html,10/28/01,1275
Moderates Start Speaking Out Against Islamic Intolerance,Washington; New York and Region,867,http://www.nytimes.com/2001/10/28/nyregion/nation-challenged-muslims-america-moderates-start-speaking-against-islamic.html,10/28/01,1276
Diplomacy Vs. Bombs Stirs Debate On Campus,Education; New York and Region,948,http://www.nytimes.com/2001/10/28/nyregion/a-nation-challenged-diplomacy-vs-bombs-stirs-debate-on-campus.html,10/28/01,1277
"The World; Is There One War Against Terrorism, or Two?",Washington; Week in Review,1450,http://www.nytimes.com/2001/10/28/weekinreview/the-world-is-there-one-war-against-terrorism-or-two.html,10/28/01,1278
A Quiet Race for County Executive,New York and Region,708,http://www.nytimes.com/2001/10/28/nyregion/a-quiet-race-for-county-executive.html,10/28/01,1279
Flying With Kids and Qualms,Travel,1515,http://www.nytimes.com/2001/10/28/travel/flying-with-kids-and-qualms.html,10/28/01,1280
"The World: Russia, China and the U.S.; In Terror, At Last a Common Enemy for the Big Three",Washington; Week in Review,1349,http://www.nytimes.com/2001/10/28/weekinreview/world-russia-china-us-terror-last-common-enemy-for-big-three.html,10/28/01,1281
ALLIES PREPARING FOR A LONG FIGHT AS TALIBAN DIG IN,World; Front Page; Washington,1530,http://www.nytimes.com/2001/10/28/world/nation-challenged-strategy-allies-preparing-for-long-fight-taliban-dig.html,10/28/01,1282
"Visions of a Long Struggle, Strains on Police and Help for Victims",World; Washington,737,http://www.nytimes.com/2001/10/28/world/overview-oct-27-2001-visions-long-struggle-strains-police-help-for-victims.html,10/28/01,1283
The Mouthpiece,New York and Region,1520,http://www.nytimes.com/2001/10/28/nyregion/in-person-the-mouthpiece.html,10/28/01,1284
The Legal Aspects Of Fighting Terrorism,Education; New York and Region,1087,http://www.nytimes.com/2001/10/28/nyregion/education-the-legal-aspects-of-fighting-terrorism.html,10/28/01,1285
Jubilant Calls on Sept. 11 Led to F.B.I. Arrests,Front Page; U.S.,1165,http://www.nytimes.com/2001/10/28/us/a-nation-challenged-the-suspects-jubilant-calls-on-sept-11-led-to-fbi-arrests.html,10/28/01,1286
The Way We Live Now: 10-28-01; Fragmented We Stand,Magazine; Washington,1024,http://www.nytimes.com/2001/10/28/magazine/the-way-we-live-now-10-28-01-fragmented-we-stand.html,10/28/01,1287
A Nation Challenged,New York and Region,1060,http://www.nytimes.com/2001/10/28/nyregion/a-nation-challenged-898066.html,10/28/01,1288
The Nation; What Power Lies In the Last Ditch?,Washington; Week in Review,1121,http://www.nytimes.com/2001/10/28/weekinreview/the-nation-what-power-lies-in-the-last-ditch.html,10/28/01,1289
All Suicide Bombers Are Not Alike,Magazine; Washington,7428,http://www.nytimes.com/2001/10/28/magazine/all-suicide-bombers-are-not-alike.html,10/28/01,1290
"BEST SELLERS: October 28, 2001",Arts; Books,1294,http://www.nytimes.com/2001/10/28/books/best-sellers-october-28-2001.html,10/28/01,1292
Over There . . . Over Here; A Charity Learns to Adapt in Afghanistan,Washington; New York and Region,1347,http://www.nytimes.com/2001/10/28/nyregion/over-there-over-here-a-charity-learns-to-adapt-in-afghanistan.html,10/28/01,1293
The Making of The Speech,Magazine; Washington; Opinion,92,http://www.nytimes.com/2001/10/28/magazine/l-the-making-of-the-speech-798070.html,10/28/01,1294
"Bin Laden Family, With Deep Western Ties, Strives to Re-establish a Name",World; Washington,1626,http://www.nytimes.com/2001/10/28/world/nation-challenged-relatives-bin-laden-family-with-deep-western-ties-strives-re.html,10/28/01,1295
Online Elegies and Tone Poems Respond to Tragedy,Technology; Arts; Books,1117,http://www.nytimes.com/2001/10/29/books/arts-online-online-elegies-and-tone-poems-respond-to-tragedy.html,10/29/01,1296
A Sophomore in Saudi Arabia,World,363,http://www.nytimes.com/2001/10/29/world/a-nation-challenged-living-abroad-a-sophomore-in-saudi-arabia.html,10/29/01,1297
A Juggling Act for a Pakistani Newspaper in Britain,Business; Washington,874,http://www.nytimes.com/2001/10/29/business/media-a-juggling-act-for-a-pakistani-newspaper-in-britain.html,10/29/01,1298
Italian Tapes Portray Young Arabs Operating on the Edges of Islamic Terror,World,1283,http://www.nytimes.com/2001/10/29/world/nation-challenged-milan-italian-tapes-portray-young-arabs-operating-edges.html,10/29/01,1300
A Columnist's Changes in Brazil,World,473,http://www.nytimes.com/2001/10/29/world/a-nation-challenged-living-abroad-a-columnist-s-changes-in-brazil.html,10/29/01,1301
Proxy War Threatens to Unravel U.S. Alliance,World; Washington,1711,http://www.nytimes.com/2001/10/29/world/a-nation-challenged-vale-of-kashmir-proxy-war-threatens-to-unravel-us-alliance.html,10/29/01,1302
To Catch a Terrorist,Opinion,304,http://www.nytimes.com/2001/10/29/opinion/to-catch-a-terrorist.html,10/29/01,1303
A Nation Challenged,New York and Region,1062,http://www.nytimes.com/2001/10/29/nyregion/a-nation-challenged-910430.html,10/29/01,1304
Sports of The Times; A Rivalry So Different But Even Yet the Same,Sports,808,http://www.nytimes.com/2001/10/29/sports/sports-of-the-times-a-rivalry-so-different-but-even-yet-the-same.html,10/29/01,1305
Gunmen Kill 16 Christians in Church in Pakistan,World; Front Page; Washington,1259,http://www.nytimes.com/2001/10/29/world/a-nation-challenged-massacre-gunmen-kill-16-christians-in-church-in-pakistan.html,10/29/01,1306
Moved by Mexicans' Laughter,World,389,http://www.nytimes.com/2001/10/29/world/a-nation-challenged-living-abroad-moved-by-mexicans-laughter.html,10/29/01,1307
Not-So-Funny Jokes in Indonesia,World,449,http://www.nytimes.com/2001/10/29/world/a-nation-challenged-living-abroad-not-so-funny-jokes-in-indonesia.html,10/29/01,1308
U.S. PLANES BOMB TALIBAN ARTILLERY NEAR REBEL ARTERY,World; Front Page; Washington,1197,http://www.nytimes.com/2001/10/29/world/nation-challenged-bombing-us-planes-bomb-taliban-artillery-near-rebel-artery.html,10/29/01,1309
Rebel Alliance Is Frustrated By U.S. Raids,World; Washington,939,http://www.nytimes.com/2001/10/29/world/a-nation-challenged-the-alliance-rebel-alliance-is-frustrated-by-us-raids.html,10/29/01,1310
"Pakistani Intelligence Had Ties To Al Qaeda, U.S. Officials Say",World; Front Page; Washington,1603,http://www.nytimes.com/2001/10/29/world/nation-challenged-spies-pakistani-intelligence-had-ties-al-qaeda-us-officials.html,10/29/01,1311
"For a Speed Hiker, Three Trails End in Maine and a Record",U.S.,1269,http://www.nytimes.com/2001/10/29/us/for-a-speed-hiker-three-trails-end-in-maine-and-a-record.html,10/29/01,1312
"A New Terror Warning, a New Poll, a New Agency's First Meeting",World,712,http://www.nytimes.com/2001/10/30/world/nation-challenged-overview-oct-29-2000-new-terror-warning-new-poll-new-agency-s.html,10/30/01,1313
A Nation Challenged,New York and Region,1104,http://www.nytimes.com/2001/10/30/nyregion/a-nation-challenged-928062.html,10/30/01,1314
Ashcroft Warns of Terror Attacks Soon Against U.S.,Front Page; U.S.,1347,http://www.nytimes.com/2001/10/30/us/a-nation-challenged-the-alert-ashcroft-warns-of-terror-attacks-soon-against-us.html,10/30/01,1315
Americans Aiding Philippines In Fight Against Terrorist Group,World; Washington,340,http://www.nytimes.com/2001/10/30/world/nation-challenged-tropical-battleground-americans-aiding-philippines-fight.html,10/30/01,1316
Foreign Affairs; Drilling for Tolerance,Opinion,772,http://www.nytimes.com/2001/10/30/opinion/foreign-affairs-drilling-for-tolerance.html,10/30/01,1317
Veiled Messages of Terror May Lurk in Cyberspace,Technology; Science; Health,1537,http://www.nytimes.com/2001/10/30/science/veiled-messages-of-terror-may-lurk-in-cyberspace.html,10/30/01,1318
Survey Shows Doubts Stirring On Terror War,Front Page; U.S.; Washington,1800,http://www.nytimes.com/2001/10/30/us/a-nation-challenged-the-poll-survey-shows-doubts-stirring-on-terror-war.html,10/30/01,1319
"In Afghanistan, the Fog of War",Opinion,171,http://www.nytimes.com/2001/10/30/opinion/l-in-afghanistan-the-fog-of-war-928453.html,10/30/01,1320
Drop in Price Pushes OPEC To Consider Cut in Output,Business,577,http://www.nytimes.com/2001/10/30/business/drop-in-price-pushes-opec-to-consider-cut-in-output.html,10/30/01,1321
Rome Journal; Provocateur Is Back to 'Spit on' Detractors of U.S.,World; Washington,917,http://www.nytimes.com/2001/10/30/world/rome-journal-provocateur-is-back-to-spit-on-detractors-of-us.html,10/30/01,1322
"These Days, Press Secretary Toes a Narrower Line",U.S.,1178,http://www.nytimes.com/2001/10/30/us/nation-challenged-white-house-spokesman-these-days-press-secretary-toes-narrower.html,10/30/01,1323
C.I.A. Is Said to Have Sought Help From Syria,World; Washington,898,http://www.nytimes.com/2001/10/30/world/a-nation-challenged-collaboration-cia-is-said-to-have-sought-help-from-syria.html,10/30/01,1324
Series vs. Jordan? Hair's the Winner,Sports,737,http://www.nytimes.com/2001/10/30/sports/tv-sports-series-vs-jordan-hair-s-the-winner.html,10/30/01,1325
Campaign Finance,Opinion,149,http://www.nytimes.com/2001/10/30/opinion/l-campaign-finance-918059.html,10/30/01,1326
DOCUMENTS TAKEN IN U.S. GROUND RAID ARE OF LIMITED USE,World; Front Page,1129,http://www.nytimes.com/2001/10/30/world/nation-challenged-military-documents-taken-us-ground-raid-are-limited-use.html,10/30/01,1327
To Close the Saudi Tap,Opinion,110,http://www.nytimes.com/2001/10/31/opinion/l-to-close-the-saudi-tap-933783.html,10/31/01,1328
U.S. Campaign On 2nd Front: Public Opinion,World; Washington,1334,http://www.nytimes.com/2001/10/31/world/a-nation-challenged-strategy-us-campaign-on-2nd-front-public-opinion.html,10/31/01,1329
A Military Quagmire Remembered: Afghanistan as Vietnam,World; Washington,888,http://www.nytimes.com/2001/10/31/world/nation-challenged-analysis-military-quagmire-remembered-afghanistan-vietnam.html,10/31/01,1330
A Nation Challenged,New York and Region,1101,http://www.nytimes.com/2001/10/31/nyregion/a-nation-challenged-943347.html,10/31/01,1331
Britain Charges Man in Death Of a Top Afghan Rebel Leader,World,442,http://www.nytimes.com/2001/10/31/world/nation-challenged-inquiry-britain-charges-man-death-top-afghan-rebel-leader.html,10/31/01,1332
Alert Said to Be Tied in Part To Monitoring of Al Qaeda,Front Page; U.S.,1046,http://www.nytimes.com/2001/10/31/us/nation-challenged-investigation-alert-said-be-tied-part-monitoring-al-qaeda.html,10/31/01,1333
To Close the Saudi Tap,Opinion,110,http://www.nytimes.com/2001/10/31/opinion/l-to-close-the-saudi-tap-933783.html,10/31/01,1334
The Afghan Front: Lessons of Vietnam,Opinion,77,http://www.nytimes.com/2001/11/01/opinion/l-the-afghan-front-lessons-of-vietnam-965642.html,11/1/01,1335
Pakistan Atom Experts Held Amid Fear of Leaked Secrets,World; Front Page; Washington,1054,http://www.nytimes.com/2001/11/01/world/nation-challenged-nuclear-fears-pakistan-atom-experts-held-amid-fear-leaked.html,11/1/01,1336
Rising Muslim Power in Africa Causes Unrest in Nigeria and Elsewhere,World; Washington,2321,http://www.nytimes.com/2001/11/01/world/rising-muslim-power-in-africa-causes-unrest-in-nigeria-and-elsewhere.html,11/1/01,1337
U.S. Says 3 Detainees May Be Tied to Hijackings,Front Page; U.S.,1056,http://www.nytimes.com/2001/11/01/us/nation-challenged-investigation-us-says-3-detainees-may-be-tied-hijackings.html,11/1/01,1338
A Nation Challenged,New York and Region,1094,http://www.nytimes.com/2001/11/01/nyregion/a-nation-challenged-966363.html,11/1/01,1339
U.N. Acting to Keep Somalia From Becoming a Terrorist Haven,World,405,http://www.nytimes.com/2001/11/01/world/un-acting-to-keep-somalia-from-becoming-a-terrorist-haven.html,11/1/01,1340
Saudis Freeze Funds Of 66 on U.S. List,World,199,http://www.nytimes.com/2001/11/01/world/a-nation-challenged-saudis-freeze-funds-of-66-on-us-list.html,11/1/01,1341
U.S. Will Increase Number of Advisers in Afghanistan,World; Front Page; Washington,1059,http://www.nytimes.com/2001/11/01/world/nation-challenged-pentagon-us-will-increase-number-advisers-afghanistan.html,11/1/01,1342
"Plan for More G.I.'s on the Ground, Economic Slump, Anthrax Unease",World,738,http://www.nytimes.com/2001/11/01/world/nation-challenged-overview-oct-31-2001-plan-for-more-gi-s-ground-economic-slump.html,11/1/01,1343
"Threat of Nuclear Terror Has Increased, Official Says",World,960,http://www.nytimes.com/2001/11/02/world/nation-challenged-atomic-anxiety-threat-nuclear-terror-has-increased-official.html,11/2/01,1344
Getting Ready for a Ground War,Opinion,555,http://www.nytimes.com/2001/11/02/opinion/getting-ready-for-a-ground-war.html,11/2/01,1346
A Nation Challenged,New York and Region,1085,http://www.nytimes.com/2001/11/02/nyregion/a-nation-challenged-986860.html,11/2/01,1347
Turkey Says Troops to Join U.S. Campaign and Train Anti-Taliban Forces,World,975,http://www.nytimes.com/2001/11/02/world/nation-challenged-ankara-turkey-says-troops-join-us-campaign-train-anti-taliban.html,11/2/01,1349
Bin Laden Letter Calls Upon Pakistanis to Defend Islam,World,527,http://www.nytimes.com/2001/11/02/world/nation-challenged-jihad-message-bin-laden-letter-calls-upon-pakistanis-defend.html,11/2/01,1350
"In Overheard Calls, Terrorists Spoke of Major Attack, Officials Say",U.S.,811,http://www.nytimes.com/2001/11/02/us/nation-challenged-alert-overheard-calls-terrorists-spoke-major-attack-officials.html,11/2/01,1351
New Head of Mosque Wants Proof,Washington; New York and Region,938,http://www.nytimes.com/2001/11/02/nyregion/a-nation-challenged-the-imam-new-head-of-mosque-wants-proof.html,11/2/01,1352
"Foreign Affairs; One War, Two Fronts",Opinion,784,http://www.nytimes.com/2001/11/02/opinion/foreign-affairs-one-war-two-fronts.html,11/2/01,1353
"Pakistani Atomic Expert, Arrested Last Week, Had Strong Pro-Taliban Views",World,1382,http://www.nytimes.com/2001/11/02/world/nation-challenged-nuclear-fears-pakistani-atomic-expert-arrested-last-week-had.html,11/2/01,1354
Blair Tries to Lift Mideast Peace Talks From 'Low Point',World,759,http://www.nytimes.com/2001/11/02/world/blair-tries-to-lift-mideast-peace-talks-from-low-point.html,11/2/01,1355
Terror Inquiry Is Using Law On Sedition,New York and Region,531,http://www.nytimes.com/2001/11/02/nyregion/a-nation-challenged-the-investigation-terror-inquiry-is-using-law-on-sedition.html,11/2/01,1356
Metro Briefing | New York: Manhattan: Prosecutor Named To Terror Unit,New York and Region,106,http://www.nytimes.com/2001/11/02/nyregion/metro-briefing-new-york-manhattan-prosecutor-named-to-terror-unit.html,11/2/01,1357
A Partnership Forged To Thwart Terrorism,U.S.,1746,http://www.nytimes.com/2001/11/02/us/a-nation-challenged-the-fbi-a-partnership-forged-to-thwart-terrorism.html,11/2/01,1358
